Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,st_dev,no_days
16/06/2014,135.16,135.26,134.97,135.2,39430,275137,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135200,1.6004434802112752,5070
17/06/2014,135.16,135.3,134.81,135.01,47072,281211,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135010,1.5108984082384673,5071
18/06/2014,135.18,135.69,134.98,135.51,68130,284346,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135510,1.4724635818985874,5072
19/06/2014,135.72,136.23,135.48,135.71,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135710,1.4408477828525232,5073
20/06/2014,135.72,136.23,135.48,133.62,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133620,1.3792379538538893,5074
23/06/2014,135.72,136.23,135.48,133.44,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133440,1.3159384484153338,5075
24/06/2014,135.72,136.23,135.48,133.9,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133900,1.233632846521927,5076
25/06/2014,135.45,136.03,135.45,135.71,62373,300633,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135710,1.122143484594494,5077
26/06/2014,135.72,136.23,135.48,134.64,62142,300963,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134640,0.9186606192448138,5078
27/06/2014,135.72,136.23,135.48,134.46,62142,299615,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134460,0.6658448267812219,5079
30/06/2014,135.72,136.23,135.48,134.46,62142,297616,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134460,0.6708743051804191,5080
01/07/2014,135.72,136.23,135.48,134.57,62142,297616,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134570,0.6728070550695067,5081
02/07/2014,135.82,135.82,134.83,134.88,63315,303019,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134880,0.6229732471660518,5082
03/07/2014,135.72,136.23,135.48,133.46,62142,295759,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133460,0.6450563283036415,5083
04/07/2014,135.72,136.23,135.48,133.55,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133550,0.6429821148506913,5084
07/07/2014,135.72,136.23,135.48,133.83,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133830,0.6503619505202546,5085
08/07/2014,135.72,136.23,135.48,134.42,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134420,0.6508358728213841,5086
09/07/2014,135.72,136.23,135.48,134.69,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134690,0.6509864310038852,5087
10/07/2014,135.72,136.23,135.48,134.81,62142,294525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134810,0.6523529208573978,5088
11/07/2014,135.72,136.23,135.48,134.98,62142,294828,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134980,0.6552437205736354,5089
14/07/2014,135.72,136.23,135.48,134.95,62142,294803,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134950,0.6587677891471705,5090
15/07/2014,135.72,136.23,135.48,134.9,62142,301557,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134900,0.6614547099773276,5091
16/07/2014,135.72,136.23,135.48,135.16,62142,299542,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135160,0.6704110679410561,5092
17/07/2014,135.72,136.23,135.48,135.66,62142,303562,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135660,0.696966522403488,5093
18/07/2014,135.72,136.23,135.48,135.59,62142,304436,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135590,0.7191492659278437,5094
21/07/2014,135.72,136.23,135.48,135.88,62142,303997,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135880,0.7515909792020542,5095
22/07/2014,135.72,136.23,135.48,136.01,62142,304355,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136010,0.7935714628718625,5096
23/07/2014,135.72,136.23,135.48,136.02,62142,310908,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136020,0.8199949186943769,5097
24/07/2014,135.72,136.23,135.48,135.61,62142,318922,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135610,0.8154599928984434,5098
25/07/2014,135.72,136.23,135.48,136.18,62142,323106,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136180,0.8259614599672945,5099
28/07/2014,135.72,136.23,135.48,136.05,62142,317288,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136050,0.802237080513825,5100
29/07/2014,135.72,136.23,135.48,136.33,62142,322290,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136330,0.8137157570991134,5101
30/07/2014,135.72,136.23,135.48,135.49,62142,324419,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135490,0.8076958998810837,5102
31/07/2014,137.03,137.1,136.57,136.9,78914,339528,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136900,0.8814612867381537,5103
01/08/2014,136.9,137.51,136.65,136.9,74157,320462,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136900,0.9349256655040126,5104
04/08/2014,136.9,137.51,136.65,137.43,74157,320462,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137430,1.0154309430080268,5105
05/08/2014,135.72,136.23,135.48,136.02,62142,315121,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136020,1.009224124439922,5106
06/08/2014,135.72,136.23,135.48,136.05,62142,319364,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136050,1.0098808510668709,5107
07/08/2014,135.72,136.23,135.48,136.4,62142,323282,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136400,0.9337972656586659,5108
08/08/2014,135.72,136.23,135.48,136.77,62142,324530,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136770,0.8594587444151462,5109
11/08/2014,135.72,136.23,135.48,136.5,62142,320148,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136500,0.7765522090315038,5110
12/08/2014,137.96,138.07,137.44,137.57,33091,323212,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137570,0.7939353458259417,5111
13/08/2014,137.37,138.07,137.32,138.04,45550,334571,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138040,0.852271474757395,5112
14/08/2014,138.03,138.25,137.97,138.19,37071,331621,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138190,0.9073988465306767,5113
15/08/2014,138.23,138.91,138.05,138.53,56357,332881,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138530,0.9796390491835574,5114
18/08/2014,138.48,138.48,138.03,138.09,28142,333814,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138090,0.9918497870235452,5115
19/08/2014,138.16,138.39,137.91,137.94,40141,336131,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137940,0.9748986272182564,5116
20/08/2014,137.99,138.03,137.51,137.65,52959,335436,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137650,0.9471316346485785,5117
21/08/2014,137.55,137.95,137.51,137.78,74940,341461,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137780,0.9439178989821086,5118
22/08/2014,137.94,138.11,137.55,137.94,157364,310203,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137940,0.9357079316497107,5119
25/08/2014,136.67,136.78,136.47,136.74,229324,273529,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136740,0.9125199541300616,5120
26/08/2014,136.96,137.11,136.65,136.82,78326,310265,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136820,0.892838544578775,5121
27/08/2014,136.97,137.19,136.89,137.11,45226,331593,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137110,0.871504063875915,5122
28/08/2014,137.26,137.36,137.13,137.28,37654,345022,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137280,0.8230836328621798,5123
29/08/2014,137.17,137.34,137.03,137.28,37942,346800,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137280,0.8027868127252884,5124
01/09/2014,137.17,137.34,137.03,137.33,37942,346800,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137330,0.7724782629211369,5125
02/09/2014,137.01,137.01,136.22,136.24,64455,363700,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136240,0.7767210996784213,5126
03/09/2014,135.94,136.3,135.87,136.12,60944,358648,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136120,0.7290525815643678,5127
04/09/2014,136.2,136.49,135.72,135.88,56986,349681,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135880,0.7728788175940964,5128
05/09/2014,135.89,136.63,135.82,135.94,58586,322207,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135940,0.8085330337627705,5129
08/09/2014,136.13,136.23,135.63,135.68,33594,325567,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135680,0.8537665567075462,5130
09/09/2014,135.49,135.56,135.23,135.33,41858,328522,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135330,0.897974572776004,5131
10/09/2014,135.2,135.32,135.03,135.07,44009,327823,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135070,0.9607346147708528,5132
11/09/2014,135.2,135.44,135.03,135.2,49200,327690,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135200,1.0185730214466115,5133
12/09/2014,135.13,135.13,134.61,134.68,40143,324022,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134680,1.1128698636193612,5134
15/09/2014,134.78,134.89,134.66,134.71,39081,316599,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134710,1.1903538689617241,5135
16/09/2014,134.88,134.93,134.51,134.59,49996,310220,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134590,1.2539533484220067,5136
17/09/2014,134.66,134.99,134.28,134.55,42880,307238,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134550,1.2861950344661475,5137
18/09/2014,134.45,134.51,133.99,134.04,41835,305888,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134040,1.3270610385429347,5138
19/09/2014,133.98,134.53,133.93,134.45,40108,303994,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134450,1.2971580474323852,5139
22/09/2014,133.98,134.53,133.93,133.31,40108,305999,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133310,1.3545413738058592,5140
23/09/2014,134.95,135.41,134.83,135.39,42767,313122,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135390,1.2960487388026076,5141
24/09/2014,133.98,134.53,133.93,133.52,40108,308746,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,133520,1.3245216746754669,5142
25/09/2014,135.18,135.68,135.18,135.6,41453,313857,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135600,1.2530263365222636,5143
26/09/2014,135.71,135.81,135.3,135.46,51300,322788,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135460,1.1571967565421641,5144
29/09/2014,133.98,134.53,133.93,134.4,40108,323339,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134400,1.1500975321039837,5145
30/09/2014,135.66,135.87,135.43,135.48,57490,334192,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135480,1.113714056667296,5146
01/10/2014,135.77,136.43,135.74,136.21,69069,337633,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136210,1.0693123958966873,5147
02/10/2014,136.32,136.62,136.17,136.18,57054,341078,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136180,1.0074103765025295,5148
03/10/2014,136.23,136.28,135.85,136.2,55001,340300,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136200,0.9401253462623781,5149
06/10/2014,133.98,134.53,133.93,134.85,40108,339259,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,134850,0.8381811657899108,5150
07/10/2014,136.39,136.97,136.15,136.93,67467,347933,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136930,0.8851596842858012,5151
08/10/2014,137.01,137.28,136.65,137.1,67404,357200,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137100,0.9475274842196449,5152
09/10/2014,137.19,137.59,136.93,137.06,65267,358788,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137060,1.0086728904943778,5153
10/10/2014,137.22,137.37,137.0,137.06,47672,361661,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137060,1.0627597721741362,5154
13/10/2014,137.22,137.37,137.0,137.14,47672,361661,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137140,1.1217303597649,5155
14/10/2014,138.14,138.3,137.66,137.92,55909,364945,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137920,1.231147838408654,5156
15/10/2014,137.92,139.68,137.85,138.58,98853,371910,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138580,1.3738391463407642,5157
16/10/2014,139.35,139.4,137.88,138.14,79697,359441,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138140,1.45917785071537,5158
17/10/2014,137.9,138.2,137.6,138.01,52014,361476,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138010,1.5093213706889377,5159
20/10/2014,137.92,138.29,137.82,138.18,46097,356822,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138180,1.55651855113209,5160
21/10/2014,138.16,138.16,137.65,137.98,46135,361636,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137980,1.5748504690980483,5161
22/10/2014,138.04,138.1,137.42,137.72,41536,354619,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137720,1.56829493400264,5162
23/10/2014,137.66,137.79,137.3,137.47,52269,364054,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137470,1.5135743567303446,5163
24/10/2014,133.98,134.53,133.93,135.95,40108,353543,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135950,1.4613204074916886,5164
27/10/2014,133.98,134.53,133.93,135.89,40108,357006,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135890,1.3120744389521786,5165
28/10/2014,137.34,137.39,137.02,137.23,47551,362592,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137230,1.2942130169920516,5166
29/10/2014,137.26,137.35,136.61,136.89,50434,357425,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136890,1.1180977894106572,5167
30/10/2014,136.91,137.26,136.8,137.01,42122,352699,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137010,1.091057132640172,5168
31/10/2014,136.87,137.06,136.7,137.03,51154,357978,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137030,1.0527308931306505,5169
03/11/2014,137.02,137.05,136.6,136.99,55926,359324,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136990,0.9143485841579507,5170
04/11/2014,137.15,137.3,137.01,137.08,42668,352970,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137080,0.8571464285746682,5171
05/11/2014,133.98,134.53,133.93,135.5,40108,350894,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135500,0.8977002098055794,5172
06/11/2014,137.05,137.07,136.55,136.65,47744,342866,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136650,0.883672639245804,5173
07/11/2014,136.59,137.29,136.4,137.19,54386,350302,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137190,0.8654093443865958,5174
10/11/2014,137.34,137.54,136.66,137.19,35382,343153,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137190,0.7271982765048455,5175
11/11/2014,137.34,137.54,136.66,136.85,35382,343153,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136850,0.7285904199330963,5176
12/11/2014,136.99,137.18,136.8,136.91,47129,358702,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136910,0.7305826442082287,5177
13/11/2014,136.84,137.19,136.84,137.03,41833,358299,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137030,0.7308207714742975,5178
14/11/2014,137.11,137.18,136.8,137.14,38935,362302,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137140,0.7304320639308537,5179
17/11/2014,137.29,137.52,137.14,137.28,48375,371131,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137280,0.7305949630392242,5180
18/11/2014,137.35,137.69,137.26,137.65,56767,383465,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137650,0.7213279420750929,5181
19/11/2014,137.55,137.62,137.14,137.31,48443,379776,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137310,0.6609331786837198,5182
20/11/2014,137.47,137.78,137.32,137.39,46543,383041,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137390,0.6294900052304037,5183
21/11/2014,137.34,137.5,137.19,137.49,177204,353713,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137490,0.6063621030525512,5184
24/11/2014,137.43,137.87,137.24,137.83,310772,335834,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137830,0.5835166378818877,5185
25/11/2014,136.36,136.73,136.14,136.69,97570,374568,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136690,0.5556983594406186,5186
26/11/2014,136.69,137.07,136.64,136.98,43235,381941,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136980,0.5359035983131688,5187
27/11/2014,137.03,137.31,137.03,137.28,10366,388220,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137280,0.5300512554005232,5188
28/11/2014,137.37,137.84,137.26,137.73,36540,393408,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137730,0.5052943036999833,5189
01/12/2014,137.81,137.99,137.14,137.23,70018,400692,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137230,0.44473775046083974,5190
02/12/2014,137.22,137.24,136.52,136.54,57422,401713,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136540,0.457685117395111,5191
03/12/2014,136.52,136.8,136.46,136.61,51615,404185,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136610,0.4657406288393205,5192
04/12/2014,136.65,137.09,136.62,136.97,43974,391868,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136970,0.46599964236572056,5193
05/12/2014,136.96,136.98,136.36,136.62,50468,388937,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136620,0.47429878067695963,5194
08/12/2014,136.47,137.33,136.47,137.18,38952,387626,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137180,0.47489928758806194,5195
09/12/2014,137.2,137.61,137.14,137.27,49816,390335,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137270,0.47686895476463304,5196
10/12/2014,137.38,138.04,137.29,137.9,48179,391590,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137900,0.3817381301603068,5197
11/12/2014,137.93,138.21,137.51,137.82,50298,390663,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137820,0.38872355217850274,5198
12/12/2014,138.24,138.7,138.17,138.59,45374,388148,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138590,0.47745785156205706,5199
15/12/2014,138.41,138.79,138.18,138.33,53604,397152,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138330,0.5228537080467559,5200
16/12/2014,138.47,139.31,138.47,138.76,82669,403993,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138760,0.5889915109899437,5201
17/12/2014,138.6,138.75,138.05,138.16,66490,406046,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138160,0.6002729934661968,5202
18/12/2014,137.95,138.05,137.43,137.58,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137580,0.5950120447113064,5203
19/12/2014,137.95,138.05,137.43,136.58,56294,408181,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136580,0.6174134217455381,5204
22/12/2014,137.95,138.05,137.43,136.84,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136840,0.6280705905269492,5205
23/12/2014,137.95,138.05,137.43,135.66,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135660,0.7166640310156186,5206
24/12/2014,137.95,138.05,137.43,135.66,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135660,0.79104508932903,5207
25/12/2014,137.95,138.05,137.43,135.66,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135660,0.8531250396932399,5208
26/12/2014,137.95,138.05,137.43,135.62,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,135620,0.9067840610374732,5209
29/12/2014,137.95,138.05,137.43,136.47,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136470,0.9034282853026906,5210
30/12/2014,137.95,138.05,137.43,136.78,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136780,0.9020325197491267,5211
31/12/2014,137.95,138.05,137.43,136.78,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,136780,0.9037750457672682,5212
01/01/2015,137.95,138.05,137.43,137.08,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137080,0.9026752830807786,5213
02/01/2015,137.95,138.05,137.43,137.5,56294,410888,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137500,0.8966803592612965,5214
05/01/2015,137.95,138.05,137.43,138.06,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138060,0.9188077419596308,5215
06/01/2015,137.95,138.05,137.43,138.6,72209,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138600,0.9597470152866271,5216
07/01/2015,137.95,138.05,137.43,138.58,56521,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138580,0.9927403151638198,5217
08/01/2015,137.95,138.05,137.43,137.85,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,137850,0.9982798538911217,5218
09/01/2015,137.95,138.05,137.43,138.36,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138360,1.0111244565753774,5219
12/01/2015,137.95,138.05,137.43,138.94,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,138940,1.0591565827038143,5220
13/01/2015,137.95,138.05,137.43,139.19,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,139190,1.1161167800390732,5221
14/01/2015,140.67,141.53,140.62,141.06,64591,408852,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141060,1.323651766900217,5222
15/01/2015,141.22,141.95,140.86,141.61,72144,408434,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141610,1.5458519765331133,5223
16/01/2015,141.97,142.09,141.28,141.32,78298,412879,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141320,1.6952490475889606,5224
19/01/2015,137.95,138.05,137.43,140.09,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,140090,1.7503134957347624,5225
20/01/2015,141.53,142.02,141.26,141.73,58010,409002,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141730,1.9017129997323947,5226
21/01/2015,141.6,143.28,141.6,142.58,74958,413960,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142580,2.104987173361815,5227
22/01/2015,142.35,143.25,141.92,142.59,112506,414773,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142590,2.2707749778473563,5228
23/01/2015,137.95,138.05,137.43,142.05,66722,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142050,2.3456215949475356,5229
26/01/2015,137.95,138.05,137.43,141.88,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141880,2.3981068922556656,5230
27/01/2015,137.95,138.05,137.43,142.49,66836,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142490,2.406446758192945,5231
28/01/2015,137.95,138.05,137.43,143.21,67953,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143210,2.425042473858386,5232
29/01/2015,137.95,138.05,137.43,143.24,57138,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143240,2.4061100695279367,5233
30/01/2015,137.95,138.05,137.43,144.24,71842,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,144240,2.40778134389668,5234
02/02/2015,137.95,138.05,137.43,144.69,75668,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,144690,2.4534924087954155,5235
03/02/2015,137.95,138.05,137.43,144.0,82096,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,144000,2.4320144599384936,5236
04/02/2015,137.95,138.05,137.43,143.77,71055,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143770,2.3623235031108245,5237
05/02/2015,137.95,138.05,137.43,143.3,61634,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143300,2.2588170207765144,5238
06/02/2015,137.95,138.05,137.43,142.48,66192,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142480,2.131509402594695,5239
09/02/2015,137.95,138.05,137.43,142.54,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142540,2.0212930679846606,5240
10/02/2015,137.95,138.05,137.43,142.13,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142130,1.9227513273127061,5241
11/02/2015,137.95,138.05,137.43,142.19,56294,408040,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142190,1.8062583794544382,5242
12/02/2015,143.46,144.57,143.32,144.43,53329,368210,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,144430,1.6652379209438035,5243
13/02/2015,144.25,144.37,143.88,144.43,28392,351054,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,144430,1.5239491461383463,5244
16/02/2015,144.25,144.37,143.88,143.99,28392,351054,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143990,1.3723730056665924,5245
17/02/2015,143.95,143.95,142.79,143.07,63455,359195,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143070,1.17475203057877,5246
18/02/2015,142.99,143.86,142.87,143.79,70906,371491,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143790,1.135960973514885,5247
19/02/2015,143.67,144.11,143.4,143.67,60489,380915,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143670,1.1150037369214696,5248
20/02/2015,143.78,144.92,143.66,143.99,241186,342830,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143990,1.0790641006672335,5249
23/02/2015,142.44,143.34,142.29,143.25,299287,281025,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143250,0.8837228072282519,5250
24/02/2015,143.19,143.88,142.79,143.47,135107,381825,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143470,0.8309548724301103,5251
25/02/2015,143.68,143.73,142.72,143.5,64389,389832,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143500,0.8199394286665252,5252
26/02/2015,143.64,143.93,142.9,143.01,60814,382222,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143010,0.8091110348289529,5253
27/02/2015,142.95,143.71,142.67,143.64,64587,382411,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,143640,0.7671483993869415,5254
02/03/2015,143.59,144.05,142.6,142.7,53775,376814,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,142700,0.7163700161336052,5255
03/03/2015,142.54,142.77,141.96,141.99,70010,390194,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141990,0.7493125738626072,5256
04/03/2015,142.04,142.29,140.95,141.09,55209,370007,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,141090,0.8791093978275115,5257
05/03/2015,141.12,141.16,140.33,140.82,74204,365554,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,140820,1.0099485135467892,5258
06/03/2015,140.81,141.07,139.72,139.98,73430,357787,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,139980,1.1744173023314428,5259
