Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,gbpusd,assetClass
03/11/1998,166.02,166.18,164.9,165.32,6442,50794,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103325,165.32,164.68,1.52141293977846,2242,0.003,,1.33,,fx
04/11/1998,165.6,165.88,164.8,165.76,7834,51415,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103600,165.76,165.16,1.6111019003543086,2243,0.003,,1.33,,fx
05/11/1998,165.72,166.26,164.6,165.84,5550,51542,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103650,165.84,165.26,1.6591254724478135,2244,0.003,,1.33,,fx
06/11/1998,165.82,166.24,165.34,165.66,7068,51810,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103538,165.66,165.1,1.7239810517109633,2245,0.003,,1.33,,fx
09/11/1998,165.56,166.46,165.32,165.92,4440,51014,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103700,165.92,165.38,1.7777693888667718,2246,0.003,,1.33,,fx
10/11/1998,166,166.14,165.46,165.76,3084,50100,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103600,165.76,165.22,1.8334732067831527,2247,0.003,,1.33,,fx
11/11/1998,165.72,166.04,165.12,166.02,7025,50912,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103763,166.02,165.48,1.8224807269191121,2248,0.003,,1.33,,fx
12/11/1998,166.04,166.14,164.96,165.94,5347,51423,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103713,165.94,165.4,1.7658097292719623,2249,0.003,,1.33,,fx
13/11/1998,165.82,166.96,165.62,166.26,5729,50733,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103913,166.26,165.68,1.744400565616966,2250,0.003,,1.33,,fx
16/11/1998,166.2,167.7,166.08,167.44,3857,50056,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104650,167.44,166.84,1.7314090600793244,2251,0.003,,1.33,,fx
17/11/1998,167.38,167.78,167.08,167.46,4160,49790,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104663,167.46,166.86,1.6486022362367212,2252,0.003,,1.33,,fx
18/11/1998,167.48,167.5,166.64,166.7,4415,49205,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104188,166.7,166.1,1.558960337316072,2253,0.003,,1.33,,fx
19/11/1998,166.82,167,166.34,166.46,5111,49264,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104038,166.46,165.88,1.490967471137864,2254,0.003,,1.33,,fx
20/11/1998,166.46,166.46,165.2,165.42,5112,51787,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103388,165.42,164.8,1.4288260915839754,2255,0.003,,1.33,,fx
23/11/1998,165.42,165.6,164.24,165.44,3983,52387,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103400,165.44,164.82,1.3413068254471219,2256,0.003,,1.33,,fx
24/11/1998,165.52,166.06,165,165.68,247,52050,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103550,165.68,165.1,1.1201476093165492,2257,0.003,,1.33,,fx
25/11/1998,165.8,166.32,165.58,165.68,2748,51222,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103550,165.68,165.1,0.9711553257113328,2258,0.003,,1.33,,fx
26/11/1998,165.9,166,165.36,165.9,2748,51222,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103688,165.9,165.32,0.8177791062734493,2259,0.003,,1.33,,fx
27/11/1998,165.78,166.04,164.96,165.24,5008,51923,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103275,165.24,164.66,0.688716680977973,2260,0.003,,1.33,,fx
30/11/1998,165.18,165.36,164.38,164.68,5214,53066,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102925,164.68,164.12,0.7444443117681493,2261,0.003,,1.33,,fx
01/12/1998,164.68,165.44,164.56,165.34,11258,52748,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103338,165.34,164.78,0.7218106861617062,2262,0.003,,1.33,,fx
02/12/1998,165.3,166.8,164.9,166.62,5593,47267,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104138,166.62,166.04,0.7079340835538466,2263,0.003,,1.33,,fx
03/12/1998,166.54,167.2,165.98,166.48,9549,47193,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104050,166.48,165.94,0.6764042183910505,2264,0.003,,1.33,,fx
04/12/1998,166.46,166.82,165.9,166.46,8433,42525,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104038,166.46,165.94,0.650089224638069,2265,0.003,,1.33,,fx
07/12/1998,165.8,165.8,164.42,164.68,7408,38236,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102925,165.18,164.68,0.6999219003982897,2266,0.003,,1.33,,fx
08/12/1998,164.62,165.28,164.22,165.22,9191,33421,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103263,165.7,165.22,0.7038067916626579,2267,0.003,,1.33,,fx
09/12/1998,165.22,165.58,165,165.14,8134,36062,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103213,165.6,165.14,0.720493349488484,2268,0.003,,1.33,,fx
10/12/1998,165.06,166.82,164.96,166.52,14784,37971,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104075,166.98,166.52,0.7309874599862525,2269,0.003,,1.33,,fx
11/12/1998,166.54,168.7,166.2,168.62,6563,44034,BP1 Curncy,Future,CME,USD,0.01,6.25,625,105388,169.08,168.62,0.9052565013983024,2270,0.003,,1.33,,fx
14/12/1998,168.26,169,167.68,168.86,4348,44764,BP1 Curncy,Future,CME,USD,0.01,6.25,625,105538,168.86,168.86,1.0653869406576975,2271,0.003,,1.33,,fx
15/12/1998,168.86,168.9,167.86,168.28,6295,46342,BP1 Curncy,Future,CME,USD,0.01,6.25,625,105175,168.28,167.98,1.1423210290124357,2272,0.003,,1.33,,fx
16/12/1998,168.18,168.42,166.4,166.68,8310,45367,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104175,166.68,166.38,1.1441299459956664,2273,0.003,,1.33,,fx
17/12/1998,166.62,167.9,166.24,167.08,3618,45859,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104425,167.08,166.78,1.152370310848069,2274,0.003,,1.33,,fx
18/12/1998,166.94,168.28,166.88,167.66,2392,42725,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104788,167.66,167.36,1.18227351600949,2275,0.003,,1.33,,fx
21/12/1998,167.9,168.16,167.54,167.92,2944,42813,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104950,167.92,167.62,1.2037452665150756,2276,0.003,,1.33,,fx
22/12/1998,167.98,168.1,167.26,167.56,2380,42677,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104725,167.56,167.26,1.2075440640645174,2277,0.003,,1.33,,fx
23/12/1998,167.6,167.88,167.16,167.38,2046,42835,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104613,167.38,167.12,1.2218565109390427,2278,0.003,,1.33,,fx
24/12/1998,167.46,167.52,166.74,167.38,1899,42748,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104613,167.38,167.12,1.2362534799374605,2279,0.003,,1.33,,fx
25/12/1998,167.46,167.52,166.74,167,1899,42748,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104375,167,166.74,1.22025953523182,2280,0.003,,1.33,,fx
28/12/1998,167.06,167.4,166.9,167.28,3842,42728,BP1 Curncy,Future,CME,USD,0.01,6.25,625,104550,167.28,167.08,1.2065615055427332,2281,0.003,,1.33,,fx
29/12/1998,167.22,168.26,167.18,168.02,9109,44608,BP1 Curncy,Future,CME,USD,0.01,6.25,625,105013,168.02,167.82,1.2217866698640956,2282,0.003,,1.33,,fx
30/12/1998,167.88,167.98,165.58,165.74,4437,40558,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103588,165.74,165.54,1.2197420492290978,2283,0.003,,1.33,,fx
31/12/1998,165.76,166.3,164.9,165.74,5204,39914,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103588,165.74,165.54,1.2245772059467144,2284,0.003,,1.33,,fx
01/01/1999,165.76,166.3,164.9,165.68,5204,39914,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103550,165.68,165.48,1.2056876322902228,2285,0.003,,1.33,,fx
04/01/1999,165.8,166.8,165.1,165.34,4546,40364,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103338,165.34,165.1,1.1657026493311315,2286,0.003,,1.33,,fx
05/01/1999,165.68,165.76,165,165.14,7189,41733,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103213,165.14,164.88,1.176399591971601,2287,0.003,,1.33,,fx
06/01/1999,165.14,166.24,164.6,165.14,6203,42298,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103213,165.14,164.88,1.2191116984609125,2288,0.003,,1.33,,fx
07/01/1999,165.14,165.48,164.32,164.78,9133,43395,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102988,164.78,164.54,1.2767798035125502,2289,0.003,,1.33,,fx
08/01/1999,164.8,164.92,163.3,164.18,21371,47899,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102613,164.18,163.96,1.3663757413894222,2290,0.003,,1.33,,fx
11/01/1999,163.8,164.24,162.7,162.74,11483,49691,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101713,162.74,162.52,1.5215527157011184,2291,0.003,,1.33,,fx
12/01/1999,162.8,163.12,162.12,162.84,13927,56205,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101775,162.84,162.62,1.6686221861136592,2292,0.003,,1.33,,fx
13/01/1999,162.84,165.76,162.82,164.54,18126,58526,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102838,164.54,164.32,1.6908873410108411,2293,0.003,,1.33,,fx
14/01/1999,164.5,165.64,164.18,165.46,6168,54324,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103413,165.46,165.24,1.699038159270519,2294,0.003,,1.33,,fx
15/01/1999,165.44,166.24,164.7,165.46,10492,52242,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103413,165.46,165.24,1.6341285139151718,2295,0.003,,1.33,,fx
18/01/1999,164.8,165.42,164.74,164.96,415,52242,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103100,164.96,164.72,1.5491016751622548,2296,0.003,,1.33,,fx
19/01/1999,165,166.02,164.52,165.3,7928,50627,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103313,165.3,165.06,1.4793692349524379,2297,0.003,,1.33,,fx
20/01/1999,165.24,165.64,164.26,164.32,5277,50707,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102700,164.32,164.08,1.5013274126553375,2298,0.003,,1.33,,fx
21/01/1999,164.32,165.4,164.02,165.06,6546,50617,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103163,165.06,164.82,1.4830068554540312,2299,0.003,,1.33,,fx
22/01/1999,164.94,165.56,164.8,165.24,6369,49399,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103275,165.24,165,1.428028944614545,2300,0.003,,1.33,,fx
25/01/1999,165.28,165.9,165.2,165.48,3363,49120,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103425,165.48,165.24,1.3443600708107222,2301,0.003,,1.33,,fx
26/01/1999,165.54,166.1,165.52,165.72,4045,48912,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103575,165.72,165.44,1.276109713147802,2302,0.003,,1.33,,fx
27/01/1999,165.76,165.76,164.18,164.26,19344,55052,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102663,164.26,163.98,1.2298780427302922,2303,0.003,,1.33,,fx
28/01/1999,164.44,164.9,164.28,164.82,7560,53982,BP1 Curncy,Future,CME,USD,0.01,6.25,625,103013,164.82,164.54,1.154803302150069,2304,0.003,,1.33,,fx
29/01/1999,164.74,164.9,164,164.5,4236,54250,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102813,164.5,164.3,1.1002593633578603,2305,0.003,,1.33,,fx
01/02/1999,164.58,164.62,163.66,164.02,6422,54811,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102513,164.02,163.82,1.0227655319393745,2306,0.003,,1.33,,fx
02/02/1999,164.06,164.68,163.62,163.8,4676,54723,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102375,163.8,163.6,0.8300827267948226,2307,0.003,,1.33,,fx
03/02/1999,163.74,163.96,163.22,163.48,6719,54254,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102175,163.48,163.28,0.8475061454977257,2308,0.003,,1.33,,fx
04/02/1999,163.4,164.46,162.92,164.4,11207,52705,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102750,164.4,164.24,0.8223081336435765,2309,0.003,,1.33,,fx
05/02/1999,164.36,164.44,163,163.12,9183,53644,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101950,163.12,163.02,0.8497646733005889,2310,0.003,,1.33,,fx
08/02/1999,163.14,164.06,162.8,163.86,7359,52859,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102413,163.86,163.76,0.844990729726046,2311,0.003,,1.33,,fx
09/02/1999,163.76,164.04,163.18,163.48,3566,52745,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102175,163.48,163.38,0.8581165421955158,2312,0.003,,1.33,,fx
10/02/1999,163.52,163.72,162.36,162.88,8117,54256,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101800,162.88,162.78,0.8991848159988449,2313,0.003,,1.33,,fx
11/02/1999,162.88,162.88,161.8,162.1,4655,55065,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101313,162.1,162.02,0.9996746137232987,2314,0.003,,1.33,,fx
12/02/1999,162.14,163.14,162.06,162.1,5274,54124,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101313,162.1,162.02,1.0876322907993565,2315,0.003,,1.33,,fx
15/02/1999,163.14,163.22,162.3,163.04,412,54124,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101900,163.04,163,1.072895148646625,2316,0.003,,1.33,,fx
16/02/1999,162.7,163.42,162.3,163.3,7134,54032,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102063,163.3,163.26,1.0529007550521903,2317,0.003,,1.33,,fx
17/02/1999,163.38,163.88,163.12,163.4,5283,54485,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102125,163.4,163.34,1.0616703819874849,2318,0.003,,1.33,,fx
18/02/1999,163.5,163.78,163.14,163.46,3574,54548,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102163,163.46,163.4,1.0332202088564737,2319,0.003,,1.33,,fx
19/02/1999,163.48,163.52,161.96,162.08,13456,58997,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101300,162.08,162,1.0634202681235783,2320,0.003,,1.33,,fx
22/02/1999,161.98,162.64,161.68,162.56,11545,61966,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101600,162.56,162.48,1.0745709221154192,2321,0.003,,1.33,,fx
23/02/1999,162.58,162.68,160.9,161.26,8630,65280,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100788,161.26,161.18,1.1458929560198519,2322,0.003,,1.33,,fx
24/02/1999,161.24,161.48,159.4,159.56,15432,68719,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99725,159.56,159.48,1.4004937224621294,2323,0.003,,1.33,,fx
25/02/1999,159.64,160.66,159.54,160.34,7372,67021,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100213,160.34,160.26,1.493565309359594,2324,0.003,,1.33,,fx
26/02/1999,160.2,160.6,159.68,160.12,4912,67540,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100075,160.12,160.02,1.5644436710821539,2325,0.003,,1.33,,fx
01/03/1999,159.9,161.18,159.5,160.84,7459,67625,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100525,160.84,160.72,1.5436428775213114,2326,0.003,,1.33,,fx
02/03/1999,160.86,161.6,160.4,161.38,8594,66136,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100863,161.38,161.28,1.4547705431861808,2327,0.003,,1.33,,fx
03/03/1999,161.48,162.16,161.14,161.28,9255,65136,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100800,161.28,161.14,1.4459354526818187,2328,0.003,,1.33,,fx
04/03/1999,161.28,161.44,161.02,161.02,6569,62266,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100638,161.02,160.88,1.4027149864894581,2329,0.003,,1.33,,fx
05/03/1999,161.04,161.06,160.46,160.6,14562,52124,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100375,160.6,160.46,1.3825517470684638,2330,0.003,,1.33,,fx
08/03/1999,160.18,161.16,160.04,160.76,13894,44830,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100475,160.76,160.62,1.3671391053298156,2331,0.003,,1.33,,fx
09/03/1999,160.64,161.84,160.32,161.68,31419,46572,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101050,161.86,161.68,1.32690115180269,2332,0.003,,1.33,,fx
10/03/1999,161.7,162.78,161.42,162.52,21071,44305,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101575,162.68,162.52,1.298403121782789,2333,0.003,,1.33,,fx
11/03/1999,162.46,164.2,162.1,163.48,17349,44711,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102175,163.64,163.48,1.2406460682464093,2334,0.003,,1.33,,fx
12/03/1999,163.46,163.66,162.5,162.9,15291,51892,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101813,163.06,162.9,1.2331936857830852,2335,0.003,,1.33,,fx
15/03/1999,162.9,162.92,161.76,162.12,10189,54359,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101325,162.54,162.12,1.1713968869069267,2336,0.003,,1.33,,fx
16/03/1999,162.9,162.8,161.76,162.78,10189,53836,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101738,162.76,162.78,1.1407792658187188,2337,0.003,,1.33,,fx
17/03/1999,162.76,163.16,162.3,162.9,4725,53623,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101813,162.9,162.92,1.141500182503371,2338,0.003,,1.33,,fx
18/03/1999,162.86,163.14,162.5,162.84,3283,53455,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101775,162.84,162.88,1.156314259470687,2339,0.003,,1.33,,fx
19/03/1999,162.88,163,162.52,162.7,5561,54599,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101688,162.7,162.74,1.1661143454461287,2340,0.003,,1.33,,fx
22/03/1999,162.8,162.88,162.4,162.72,2220,54491,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101700,162.72,162.76,1.155436425478232,2341,0.003,,1.33,,fx
23/03/1999,162.66,163.84,162.1,163.7,20801,60533,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102313,163.7,163.74,1.1775539619575472,2342,0.003,,1.33,,fx
24/03/1999,163.7,164.66,163.3,163.46,19378,54661,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102163,163.46,163.5,1.1806681724015085,2343,0.003,,1.33,,fx
25/03/1999,163.38,163.72,162.1,162.28,22428,53736,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101425,162.28,162.32,1.141231498567183,2344,0.003,,1.33,,fx
26/03/1999,162.3,162.62,161.62,162.24,7626,53178,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101400,162.24,162.28,1.142641967833859,2345,0.003,,1.33,,fx
29/03/1999,162.2,162.22,161.14,161.56,7956,53317,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100975,161.56,161.6,1.136851206911098,2346,0.003,,1.33,,fx
30/03/1999,161.58,161.72,161.02,161.14,3963,53049,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100713,161.14,161.18,1.139834490904368,2347,0.003,,1.33,,fx
31/03/1999,161.1,161.58,160.42,161.08,12082,57022,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100675,161.08,161.12,1.0479395656820596,2348,0.003,,1.33,,fx
01/04/1999,161.14,161.3,160,161.08,264,57020,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100675,161.08,161.12,1.0107238330301926,2349,0.003,,1.33,,fx
02/04/1999,160.2,160.44,160.1,160.26,114,57020,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100163,160.26,160.3,1.0003979208238005,2350,0.003,,1.33,,fx
05/04/1999,160.32,160.52,159.76,159.92,10380,59990,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99950,159.92,159.96,1.0590089706837122,2351,0.003,,1.33,,fx
06/04/1999,159.92,160.18,158.3,159.02,19034,67029,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99388,159.02,159.06,1.2056660676386377,2352,0.003,,1.33,,fx
07/04/1999,159.12,159.78,158.7,159.42,13631,69040,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99638,159.42,159.44,1.2957865050444084,2353,0.003,,1.33,,fx
08/04/1999,159.48,161.14,159.46,160.4,14114,68356,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100250,160.4,160.4,1.3164512903972292,2354,0.003,,1.33,,fx
09/04/1999,160.42,160.96,160.06,160.82,9871,66330,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100513,160.82,160.82,1.3092119767205503,2355,0.003,,1.33,,fx
12/04/1999,160.76,161.8,160.76,161.26,9853,65915,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100788,161.26,161.2,1.2972031452276611,2356,0.003,,1.33,,fx
13/04/1999,161.3,161.6,161.04,161.48,4857,63729,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100925,161.48,161.42,1.2984051755860089,2357,0.003,,1.33,,fx
14/04/1999,161.4,162.04,160.96,161,8804,63708,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100625,161,160.94,1.297077741176366,2358,0.003,,1.33,,fx
15/04/1999,161,161.54,160.66,160.86,6908,63779,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100538,160.86,160.8,1.2525483357227465,2359,0.003,,1.33,,fx
16/04/1999,160.82,161.5,160.24,161.36,7550,63799,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100850,161.36,161.3,1.2233560397482286,2360,0.003,,1.33,,fx
19/04/1999,161.22,162.24,160.48,160.96,12262,64134,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100600,160.96,160.9,1.2222809278783342,2361,0.003,,1.33,,fx
20/04/1999,160.94,161.9,160.8,160.9,12239,65856,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100563,160.9,160.88,1.1971566313513167,2362,0.003,,1.33,,fx
21/04/1999,160.94,161.24,160.36,160.58,4919,65641,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100363,160.58,160.56,1.1667321886313082,2363,0.003,,1.33,,fx
22/04/1999,160.52,161.44,160.4,161.36,9981,64743,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100850,161.36,161.36,1.1232144348498423,2364,0.003,,1.33,,fx
23/04/1999,161.54,162,161.16,161.36,6955,63648,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100850,161.36,161.32,1.0830063096099833,2365,0.003,,1.33,,fx
26/04/1999,161.28,161.68,160.94,161.12,3889,63577,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100700,161.12,161.08,1.036247718126164,2366,0.003,,1.33,,fx
27/04/1999,161.06,161.88,160.86,161.82,10369,60411,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101138,161.82,161.76,0.9027018703065762,2367,0.003,,1.33,,fx
28/04/1999,161.74,162.14,161.22,161.28,8793,60163,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100800,161.28,161.22,0.7554539474084171,2368,0.003,,1.33,,fx
29/04/1999,161.34,161.66,160.62,160.74,9033,59905,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100463,160.74,160.68,0.7064342384975446,2369,0.003,,1.33,,fx
30/04/1999,160.74,161.26,160.5,160.86,8118,59687,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100538,160.86,160.8,0.6507820935778632,2370,0.003,,1.33,,fx
03/05/1999,160.86,161.16,160.52,160.86,5394,60429,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100538,160.86,160.8,0.634516088570583,2371,0.003,,1.33,,fx
04/05/1999,160.88,162.9,160.78,162.88,32232,59475,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101800,162.88,162.84,0.7533675508375239,2372,0.003,,1.33,,fx
05/05/1999,162.8,163.86,162.5,163.7,37787,55930,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102313,163.7,163.66,0.9380120823608598,2373,0.003,,1.33,,fx
06/05/1999,163.7,164.3,163.2,164.1,20765,57342,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102563,164.1,164.06,1.1232969331340328,2374,0.003,,1.33,,fx
07/05/1999,163.98,163.98,162.98,163.02,9957,57354,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101888,163.02,162.96,1.168655637896963,2375,0.003,,1.33,,fx
10/05/1999,162.9,163.5,162.3,162.54,10700,55878,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101588,162.54,162.48,1.1625116486821634,2376,0.003,,1.33,,fx
11/05/1999,162.5,162.68,161.84,162.26,9134,54654,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101413,162.26,162.2,1.0690076395058024,2377,0.003,,1.33,,fx
12/05/1999,162.24,162.28,161.54,161.68,6587,53815,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101050,161.68,161.62,0.9795747376566685,2378,0.003,,1.33,,fx
13/05/1999,161.7,162.12,161.66,162.02,3195,53542,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101263,162.02,161.96,0.9522933721575264,2379,0.003,,1.33,,fx
14/05/1999,162,162.42,161.32,161.8,9620,54805,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101125,161.8,161.74,0.9374966666546074,2380,0.003,,1.33,,fx
17/05/1999,161.98,162.1,161.44,161.78,3302,54505,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101113,161.78,161.72,0.9337358655718294,2381,0.003,,1.33,,fx
18/05/1999,161.82,162.54,161.6,162.34,6000,55870,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101463,162.34,162.28,0.9413798383163513,2382,0.003,,1.33,,fx
19/05/1999,162.2,162.24,161.5,161.66,8754,54809,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101038,161.66,161.6,0.9293137252771695,2383,0.003,,1.33,,fx
20/05/1999,161.7,162.28,160.6,160.66,24755,55756,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100413,160.66,160.6,0.9381456887508791,2384,0.003,,1.33,,fx
21/05/1999,160.64,160.86,159.98,160.06,25509,55882,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100038,160.06,160,0.994731454541965,2385,0.003,,1.33,,fx
24/05/1999,160.38,160.44,159.24,159.58,18550,59157,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99738,159.58,159.52,1.0723948277827287,2386,0.003,,1.33,,fx
25/05/1999,159.58,160.44,159.58,160.12,6689,58488,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100075,160.12,160.06,1.1056051133452376,2387,0.003,,1.33,,fx
26/05/1999,160.14,160.5,159.36,159.62,13873,61694,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99763,159.62,159.56,1.1581893915310748,2388,0.003,,1.33,,fx
27/05/1999,159.46,160.18,158.74,159.92,5469,62352,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99950,159.92,159.88,1.2039114031585143,2389,0.003,,1.33,,fx
28/05/1999,159.8,160.42,159.6,159.92,5878,60794,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99950,159.92,159.88,1.24518700067704,2390,0.003,,1.33,,fx
