Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ewma_2d_8d_forecast,ewma_2d_8d_fcastxret,ewma_4d_16d_forecast,ewma_4d_16d_fcastxret,ewma_8d_32d_forecast,ewma_8d_32d_fcastxret,ewma_16d_64d_forecast,ewma_16d_64d_fcastxret,ewma_32d_128d_forecast,ewma_32d_128d_fcastxret,ewma_64d_256d_forecast,ewma_64d_256d_fcastxret
2017-02-28,166.04,166.22,165.7,166.05,964851,1528464,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166050,166.05,162.81,1.457088993,42,0.002,,1.1308,,11.98024916446633,-0.0026685363434665373,14.711202822832782,-0.0026960177883061875,11.099452695045443,-0.001840731195771066,4.5499171564225485,-0.0006712788524259317,0.26077069332215247,2.6945891866800027e-05,-0.7925981094624263,0.0001678908003331533
2017-03-01,165.78,165.9,164.75,164.93,1406475,1372386,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164930,164.93,161.7,1.422931013,43,0.002,,1.1308,,0.4588666617571051,-0.08080625753810493,9.08293082608528,-0.0992264207261232,9.176240755328267,-0.07486532380879812,4.258091826714349,-0.03068899256364509,0.3919375192864451,-0.0017588869408058506,-0.6718347215932117,0.005346039642263894
2017-03-02,164.99,164.99,164.42,164.61,1294596,1163974,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164610,164.61,161.4,1.343974206,44,0.002,,1.1308,,-4.880044278092713,-0.0008903009262248705,5.200149547634574,-0.017622857359771878,7.883413342562883,-0.017803898876522953,4.15695348850141,-0.00826162241283295,0.4773355837643832,-0.0007604438620727431,-0.6379870580345088,0.0013035051895338588
2017-03-03,161.59,161.6,160.63,160.71,1535914,1224904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160710,163.98,160.71,1.433094786,45,0.002,,1.1308,,-20.0,0.11561978424495242,-5.986029588416629,-0.12320383473528265,0.7474572690013448,-0.18677669665266572,1.1014123918682714,-0.09848805422000807,-0.11544610895538847,-0.011309208290390001,-0.49116087649265555,0.015115421458809243
2017-03-06,160.91,161.29,160.81,160.88,1264538,1640121,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160880,164.09,160.88,1.512663545,46,0.002,,1.1308,,-20.0,-0.0211561197187482,-10.389344761209331,-0.00633205793062556,-1.916199457070554,0.0007906647733820515,0.0662057234138531,0.001165080621103898,-0.4675008141314877,-0.00012211958510619235,-0.623733240048065,-0.000519552915212196
2017-03-07,160.92,161.55,160.84,161.3,955361,1688652,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161300,164.39,161.3,1.559563721,47,0.002,,1.1308,,-16.929012604174883,-0.05221282943809413,-11.57244413561181,-0.027122854299528983,-3.595109825460833,-0.005002509771069671,-0.733048662889873,0.00017283940722165734,-0.7598892556842803,-0.0012204770135208758,-0.7380920281643626,-0.001628343863874972
2017-03-08,161.27,161.29,160.46,160.5,731439,1700160,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160500,164.0,160.5,1.637802186,48,0.002,,1.1308,,-16.964819032598104,0.08396286474482459,-13.305912598019555,0.05739587915988626,-5.461801204742726,0.0178306748937925,-1.6853654590568787,0.0036357032257403063,-1.1240209040175544,0.003768824578719391,-0.8765510238310505,0.0036607168166863185
2017-03-09,160.53,160.66,159.57,159.99,921291,1680580,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159990,159.99,161.35,1.783292834,49,0.002,,1.1308,,-17.108935256122287,0.053906901598908624,-14.889630085393797,0.04228046993763126,-7.2993598896418845,0.017355256164602657,-2.70448085724845,0.005355366879246034,-1.5431312394207066,0.003571655209027661,-1.0444798838876403,0.0027853023187154238
2017-03-10,159.63,159.85,158.87,159.01,941355,1681650,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159010,159.01,160.38,1.999657304,50,0.002,,1.1308,,-19.14458869515785,0.10479877836739881,-16.969099492598858,0.09120468456582398,-9.308162578696157,0.044711373784918886,-3.8590244614900633,0.016565980624436077,-2.0267482896163203,0.009452269608302514,-1.231566216659476,0.006397839153759019
2017-03-13,159.09,159.68,158.94,159.19,603305,1654368,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159190,159.19,160.56,2.177819093,51,0.002,,1.1308,,-16.419610606597924,-0.02167175627399894,-17.340895833251366,-0.019209093193308185,-10.77562822508877,-0.01053687984507506,-4.900928276607004,-0.004368432193373016,-2.515537089820339,-0.0022942877311549863,-1.440395865499062,-0.0013941382240029926
2017-03-14,159.03,159.66,158.73,159.56,728154,1657343,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159560,159.56,160.96,2.305374156,52,0.002,,1.1308,,-11.631013377068077,-0.03816355251235151,-16.04970742819288,-0.04030486499342303,-11.460990114556962,-0.025045432773935852,-5.694125219004736,-0.011391063900650752,-2.937633615968192,-0.005846778838077305,-1.6305041559269546,-0.003347864000468958
2017-03-15,159.55,160.45,159.42,160.09,678357,1652588,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160090,160.09,161.55,2.375401931,53,0.002,,1.1308,,-6.0577016448272385,-0.03863397524345651,-13.466428436350352,-0.05331126182590879,-11.356078576870043,-0.03806922010977082,-6.18669571651106,-0.01891380274550283,-3.264480032460292,-0.009757745152062555,-1.789531147995348,-0.0054159388483408346
2017-03-16,160.23,160.38,159.16,159.72,797754,1672146,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159720,159.72,161.17,2.450139588,54,0.002,,1.1308,,-5.652501299710298,0.014000559738810175,-12.42667596545523,0.031123608729150636,-11.571550581408289,0.026246168239377827,-6.777267865185762,0.01429869083083975,-3.6428274144346164,0.007544866087890131,-1.97447001785554,0.0041359642998206715
2017-03-17,159.33,159.89,159.09,159.82,634353,1674875,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159820,159.82,161.28,2.511795374,55,0.002,,1.1308,,-4.272756107964817,-0.0035390065738232484,-11.194297824246878,-0.0077802879823789485,-11.597439055042866,-0.007244897684328002,-7.294702324019935,-0.004243218047324064,-4.013610452142287,-0.002280758461329039,-2.1651326711296797,-0.0012362071236261005
2017-03-20,159.93,159.96,159.38,159.78,521599,1658666,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159780,159.78,161.23,2.566085995,56,0.002,,1.1308,,-3.5504542624081252,0.0010693920930956668,-10.206476139968274,0.0028017263982590534,-11.58016625465175,0.0029026252171292536,-7.776885491205961,0.0018257295267220851,-4.384290854791413,0.0010045327123366968,-2.3616597974546734,0.0005418927971791096
2017-03-21,159.69,159.84,159.12,159.56,881146,1644743,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159560,159.56,161.01,2.625223038,57,0.002,,1.1308,,-4.110602100238177,0.004888596430903777,-9.827285116008536,0.01405322788079279,-11.69072679004698,0.015944652497330354,-8.280653078056776,0.01070794096924115,-4.771212333921978,0.006036700388372344,-2.5682501119271537,0.0032517533824010523
2017-03-22,159.72,160.33,159.65,160.2,829609,1630306,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160200,160.2,161.72,2.652399417,58,0.002,,1.1308,,-0.04259132522715171,-0.016487749712662446,-7.498726589383144,-0.039417538695446425,-10.865473381513047,-0.046891859774567744,-8.355060315974846,-0.033213950676587556,-4.984411561317856,-0.019137477398533786,-2.705019297171818,-0.0103013291027411
2017-03-23,160.12,160.47,159.88,160.03,745141,1628921,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160030,160.03,161.57,2.666248801,59,0.002,,1.1308,,0.07048322527274006,4.5196787070007034e-05,-6.454525140660628,0.007957450188483255,-10.466586433249981,0.011530152776885447,-8.598392231248077,0.008866168874629174,-5.288862460147595,0.005289325626866154,-2.891888823151067,0.0028704948846389943
2017-03-24,159.94,160.35,159.73,160.22,537388,1631036,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160220,160.22,161.78,2.645217823,60,0.002,,1.1308,,1.2256768975638832,8.368313942273434e-05,-5.127266508019115,-0.007663311733584199,-9.874968660155899,-0.012426741375476046,-8.732388770494596,-0.010208676647735308,-5.557000346302397,-0.006279346793901208,-3.070165431982586,-0.003433474201079078
2017-03-27,160.51,161.0,160.23,160.26,710739,1628219,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160260,160.26,161.86,2.605175106,61,0.002,,1.1308,,1.6262118530386234,0.0003059984764857087,-4.097248634584201,-0.001280056549249167,-9.317842891074559,-0.0024653523056179906,-8.845283480513084,-0.0021800995557338435,-5.822919564114753,-0.0013873424906505275,-3.2537503111260007,-0.0007664874377684787
2017-03-28,160.22,160.71,160.14,160.6,672586,1625379,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160600,160.6,162.23,2.553997716,62,0.002,,1.1308,,3.645934431576542,0.00345009378530586,-2.3980603473217226,-0.00869252799050662,-8.387639991095,-0.019768292667947492,-8.747945044132784,-0.018765733079835065,-5.997838017712051,-0.012353629425926388,-3.402281886036063,-0.006903002032839202
2017-03-29,160.24,161.24,160.18,161.15,791616,1635485,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161150,161.15,162.86,2.455001494,63,0.002,,1.1308,,7.159879483135215,0.012486076820468064,0.2164144097167723,-0.008212535436033596,-6.90196600746683,-0.028724794490052417,-8.32962992810465,-0.02995871590456542,-6.021443117339665,-0.02054054115654887,-3.486523430180385,-0.011651650294644477
2017-03-30,161.16,161.57,161.06,161.44,704625,1645287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161440,161.44,163.18,2.2943174,64,0.002,,1.1308,,9.049840896080706,0.012884672976166746,2.4923483450591797,0.00038945193185147844,-5.436203608107852,-0.012420540751879847,-7.901783086365385,-0.014989715663359708,-6.0603837192017505,-0.010835982029342552,-3.5912733099037184,-0.006274227705568355
2017-03-31,161.46,161.53,161.21,161.42,618281,1651044,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161420,161.42,163.17,2.052317795,65,0.002,,1.1308,,8.25096450179544,-0.0011211398533305175,3.617852478639908,-0.00030876466118187184,-4.3142428813588785,0.000673464272560678,-7.554205719771577,0.0009789126717502734,-6.129794610361497,0.0007507908472750141,-3.714539588358188,0.0004449050185709862
2017-04-03,161.4,162.18,161.34,162.09,622567,1668062,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162090,162.09,163.91,1.785396968,66,0.002,,1.1308,,11.264165511544148,0.034246971974990464,6.03551168257761,0.015016485941573196,-2.5166496543263452,-0.017906967727112234,-6.747106200684016,-0.031354961171149616,-5.93219267722718,-0.025442710871900722,-3.7037056410863136,-0.015417801537603724
