Date,FinalForecast,Multiplier,CARRY_forecast,ewma_EWMA004_forecast,ewma_EWMA008_forecast,ewma_EWMA016_forecast
2019-02-26,0.5109809220442385,1.3202251756576908,-20.0,0.3169295234989138,6.101774874805164,12.647710469465926
2019-02-27,-0.30813594339047146,1.3202264378587365,-20.0,-3.763454515909911,3.7484093108292433,11.1393562245788
2019-02-28,-2.929489925698583,1.320230995986494,-20.0,-7.689923293394928,1.398412676896157,10.017054320666409
2019-03-01,-5.371518024962205,1.3202328673401567,-20.0,-10.50853549694404,-0.7208475905060833,9.04383332796938
2019-03-04,-7.324834020323424,1.3206495398552365,0.0,-14.242845416867617,-4.361865688987644,3.648582571772248
2019-03-05,-4.937939930257445,1.3206465614425666,0.0,-17.4425239608418,-7.038947022190026,2.286450781335231
2019-03-06,-7.328008827752224,1.3206581947047866,0.0,-18.967387098774697,-9.201268294108434,1.0132000481577133
2019-03-07,-8.965654629487569,1.3206413983006957,0.0,-15.81940477352768,-9.340065333751186,0.2627340225150746
2019-03-08,-8.219789017780618,1.3206211432366726,0.0,-8.783853078516243,-7.214544487413236,0.2474034259282253
2019-03-11,-5.200420356790057,1.3206583179618,0.0,-7.124346128531521,-6.82332641335287,-0.0391027629637901
2019-03-12,-4.617905876957514,1.320649192199957,-9.051680938257675,-4.826562816476735,-6.065895031729895,-0.1106465660461132
2019-03-13,-6.621373082174866,1.3206569835156108,-12.78195550781295,-3.835652421441356,-5.653766623285074,-0.2426838711051692
2019-03-14,-7.433405837315238,1.3206691921006268,-7.124566344949206,-4.1344186968536585,-5.676603024044423,-0.5146198232703413
2019-03-15,-5.761508480599421,1.3206738893219574,-17.091001157324502,-4.282358763507844,-5.728153485932451,-0.7792621131632373
2019-03-18,-9.205361872193123,1.3206751534746237,-20.0,-3.9755108054941672,-5.631685466667419,-0.981625297548692
2019-03-19,-10.09957643330238,1.3206885280344636,-6.393990744664462,-4.834722038752981,-5.958578236674993,-1.3394518468801206
2019-03-20,-6.1169981595456235,1.3206850666557988,-20.0,-4.277703998934581,-5.83176509663768,-1.530132922516148
2019-03-21,-10.446427955792634,1.3206775420020007,-20.0,-1.372356549648862,-4.583857368609573,-1.292856034451686
2019-03-22,-8.99678254032349,1.3206737045979355,-20.0,3.0798070551777434,-2.3877914406852008,-0.6253990948665079
2019-03-25,-6.581391143924748,1.3206771746311228,-10.429022999451607,4.924317865880255,-1.052628935085381,-0.1566164599357742
2019-03-26,-2.2167442760970903,1.3206795412964127,-9.360081986515697,5.14101778853307,-0.2713273336492824,0.168981799610384
