Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ret_px,ret_net_for_var,ret_pct_for_sig,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,trades,pnl_usd,carry_pnl_usd,trade_pnl_usd,strategy_ret,current_position
2017-01-19,69.56,69.62,68.86,69.32,86923,125927,AD1 Curncy,Future,CME,USD,0.005,5,1000,69320,69.32,69.595,1.1180218766431145,8559,0.002,,0.6485,-0.003951433292621709,-0.2750000000000057,-0.003951433292621709,0.43523894041100053,0.6597264133040306,69.57812828449586,69.19867731293702,0.379450971558839,0.5751641345667503,4.313731009250628,4.313731009250628,-0.024920861656395617,1.61,0.6931999999999999,693.1999999999999,1116.052,1720.9745566692366,9938319.198149575,124403.91287586739,72.28689837032684,31.18262350626275,22.325235802607796,22,-11,-13993.831919815248,-13993.831919815248,0.0,-0.0014060884015138016,33.0
2017-01-20,69.25,69.875,69.205,69.84,57149,126889,AD1 Curncy,Future,CME,USD,0.005,5,1000,69840,69.84,70.115,1.128697885464725,8560,0.002,,0.6485,0.007501442585112761,0.5200000000000102,0.007501442585112761,0.4263287274158119,0.6529385326474552,69.68287697069752,69.27412704082678,0.4087499298707371,0.6260159409085385,4.6951195568140385,4.6951195568140385,0.03235920549351411,1.62,0.6984,698.4,1131.4080000000001,1744.6538164996148,9955959.907478796,124228.98997686969,71.20552444387876,33.43184503696553,23.935568590519527,24,2,17640.709329221627,17640.709329221627,0.0,0.001775019394879787,22.0
2017-01-23,69.855,70.535,69.755,70.335,80791,127297,AD1 Curncy,Future,CME,USD,0.005,5,1000,70335,70.335,70.61,1.156741183952782,8561,0.002,,0.6485,0.007087628865979134,0.49499999999999034,0.007087628865979134,0.4165285259338756,0.645390212146013,69.94372618241852,69.39893562425893,0.5447905581595904,0.8441258449645299,6.330943837233974,6.330943837233974,0.03327726490009834,1.64,0.7033499999999999,703.3499999999999,1153.4939999999997,1778.7108712413258,9974279.105628371,124449.49884348497,69.96612032659036,44.29515782967979,31.71317010137773,32,8,18319.198149575586,18319.198149575586,0.0,0.0018400232945709662,24.0
2017-01-24,70.42,70.715,70.065,70.635,68613,128800,AD1 Curncy,Future,CME,USD,0.005,5,1000,70635,70.635,70.915,1.17904700216704,8562,0.002,,0.6485,0.004265301770100427,0.30000000000001137,0.004265301770100427,0.3988783353428557,0.631568155738441,70.22023570945112,69.54435496258141,0.6758807468697086,1.0701628014785773,8.02622101108933,8.02622101108933,0.02700338595536046,1.67,0.70635,706.35,1179.6045,1818.9737856592135,9989082.498072473,124678.48882035464,68.5433126102859,55.01437758423409,39.38760803288575,39,7,14803.392444102336,14803.392444102336,0.0,0.001484156627996198,32.0
2017-01-25,70.585,71.35,70.45,71.155,88547,129099,AD1 Curncy,Future,CME,USD,0.005,5,1000,71155,71.155,71.405,1.2341036558243448,8563,0.002,,0.6485,0.007361789481135306,0.519999999999996,0.007361789481135306,0.3919335604594579,0.6260459731197525,70.59414142567067,69.73384261404242,0.8602988116282546,1.374178332848558,10.306337496364185,10.306337496364185,0.059087349412704604,1.73,0.71155,711.5500000000001,1230.9815,1898.1981495759446,10020354.664610637,124863.53122590593,65.78003000045085,67.79511897056076,48.53799478993924,49,10,31272.166538164758,31272.166538164758,0.0,0.003130634524662214,39.0
2017-01-26,71.175,71.55,70.915,71.255,69955,131866,AD1 Curncy,Future,CME,USD,0.005,5,1000,71255,71.255,71.51,1.2422055989189549,8564,0.002,,0.6485,0.0014053826154170057,0.09999999999999432,0.0014053826154170057,0.371288503137325,0.6093344755857205,70.8584848554024,69.91280230650801,0.9456825488943821,1.551992520996532,11.63994390747399,11.63994390747399,0.014484347546010651,1.74,0.71255,712.5500000000001,1239.8370000000002,1911.8535080956058,10027910.562837314,125254.43330763298,65.51466039487445,76.25869721135464,54.59750353914998,55,6,7555.898226676518,7555.898226676518,0.0,0.0007540549690683147,49.0
2017-01-27,71.275,71.415,70.95,71.235,62691,134770,AD1 Curncy,Future,CME,USD,0.005,5,1000,71235,71.235,71.48,1.2218961698874091,8565,0.002,,0.6485,-0.0002806820573993951,-0.01999999999999602,-0.0002806820573993951,0.3512404759407128,0.5926554445381504,71.00909091324144,70.0683549763306,0.9407359369108406,1.5873235377833157,11.904926533374868,11.904926533374868,-0.003267123403963354,1.72,0.71235,712.35,1225.242,1889.3477255204318,10026214.340786427,125348.88203546643,66.34505673164973,78.98330262428777,56.54818797404293,57,2,-1696.2220508863243,-1696.2220508863243,0.0,-0.0001691500976457046,55.0
2017-01-30,71.13,71.325,70.635,70.695,60836,138264,AD1 Curncy,Future,CME,USD,0.005,5,1000,70695,70.695,70.945,1.1875269470565546,8566,0.002,,0.6485,-0.007580543272267981,-0.5400000000000063,-0.007580543272267981,0.34801666643040435,0.5899293741037179,70.88345454794486,70.1420779202917,0.7413766276531675,1.25672099101616,9.425407432621201,9.425407432621201,-0.09024581073941942,1.68,0.70695,706.9499999999999,1187.676,1831.420200462606,9978750.963762525,125327.67925983034,68.4319629259158,64.49991319907852,46.17878836038144,46,-11,-47463.37702390186,-47463.37702390186,0.0,-0.004733928022147088,57.0
2017-01-31,70.69,70.765,69.955,70.645,83660,135560,AD1 Curncy,Future,CME,USD,0.005,5,1000,70645,70.645,70.895,1.1506694790361869,8567,0.002,,0.6485,-0.0007072635971425711,-0.04999999999999716,-0.0007072635971425711,0.3293400898665987,0.5738815991705943,70.78807272876692,70.20124522378678,0.5868275049801355,1.0225584960874357,7.669188720655767,7.669188720655767,-0.0066662475653299965,1.63,0.70645,706.45,1151.5135,1775.656900539707,9975204.317656126,124734.38704703157,70.24689680147038,53.87367086109064,38.570917719106255,39,-7,-3546.6461063991815,-3546.6461063991815,0.0,-0.0003554198435534366,46.0
2017-02-01,70.62,71.56,70.48,71.34,92592,135999,AD1 Curncy,Future,CME,USD,0.005,5,1000,71340,71.34,71.595,1.140265210372284,8568,0.002,,0.6485,0.009837922004388266,0.6950000000000074,0.009837922004388266,0.3376473823062426,0.5810743345788407,71.00884363726016,70.33521637392951,0.6736272633306442,1.1592789824711243,8.694592368533431,8.694592368533431,0.07544888047074567,1.6,0.7134,713.4000000000001,1141.4400000000003,1760.1233616037014,10017000.77101002,124690.05397070159,70.84165615363047,61.59393229676249,44.0982479315413,44,5,41796.453353894045,41796.453353894045,0.0,0.004190034812611734,39.0
2017-02-02,71.415,71.685,70.79,70.83,103566,135598,AD1 Curncy,Future,CME,USD,0.005,5,1000,70830,70.83,71.085,1.1144397695637491,8569,0.002,,0.6485,-0.007148864592094295,-0.5100000000000051,-0.007148864592094295,0.33345563191131083,0.5774561731519638,70.9373061823561,70.39342621229075,0.5438799700653476,0.9418549759311685,7.063912319483764,7.063912319483764,-0.06215646352610192,1.57,0.7083,708.3000000000001,1112.0310000000002,1714.7740940632232,9982397.841171933,125212.50963762526,73.0198281342876,51.58056635243813,36.929166861760706,37,-7,-34602.92983808825,-34602.92983808825,0.0,-0.003454420203124254,44.0
2017-02-03,70.835,70.895,69.285,69.36,131834,130981,AD1 Curncy,Future,CME,USD,0.005,5,1000,69360,69.36,69.62,1.0610313378903002,8570,0.002,,0.6485,-0.020753917831427326,-1.4699999999999989,-0.020753917831427326,0.4322364085647533,0.6574468864971172,70.30638370941367,70.2718466579036,0.03453705151007114,0.05253207858977757,0.39399058942333176,0.39399058942333176,-0.14660385584697325,1.53,0.6936,693.6,1061.208,1636.4040092521204,9898527.37085582,124779.97301464918,76.2525466261091,3.004278579025081,2.1509167655501393,2,-35,-83870.47031611405,-83870.47031611405,0.0,-0.008401836076918735,37.0
2017-02-06,69.245,69.575,68.645,68.89,100231,126404,AD1 Curncy,Future,CME,USD,0.005,5,1000,68890,68.89,69.16,1.0314777829172743,8571,0.002,,0.6485,-0.006776239907727799,-0.46999999999999886,-0.006776239907727799,0.42081281891260447,0.6487008701339967,69.7398302256482,70.10927646285612,-0.36944623720791014,-0.5695170982761234,-4.271378237070926,-4.271378237070926,-0.0026697747553195788,1.5,0.6889000000000001,688.9000000000001,1033.3500000000001,1593.4464148033928,9897077.872012334,123731.59213569775,77.65029999516133,-33.167380150136076,-23.746224645203583,-24,-26,-1449.498843484962,-1449.498843484962,0.0,-0.00014643580698202782,2.0
2017-02-07,68.925,69.985,68.915,69.505,140171,123104,AD1 Curncy,Future,CME,USD,0.005,5,1000,69505,69.505,69.75,0.9187111442950416,8572,0.002,,0.6485,0.008927275366526377,0.6149999999999949,0.008927275366526377,0.41851077464705794,0.6469240872367158,69.64589813538892,70.0381851142848,-0.39228697889588204,-0.6063879621046486,-4.547909715784865,-4.547909715784865,-0.03813176971692014,1.32,0.69505,695.05,917.466,1414.750963762529,9874317.656129528,123713.47340015418,87.44540669626993,-39.76938147147249,-28.4729352197119,-28,-4,-22760.215882806286,-22760.215882806286,0.0,-0.002299690492197627,-24.0
2017-02-08,69.725,70.045,69.27,69.335,69514,122851,AD1 Curncy,Future,CME,USD,0.005,5,1000,69335,69.335,69.58,0.8854618380550859,8573,0.002,,0.6485,-0.0024458672037983575,-0.1700000000000017,-0.0024458672037983575,0.39745073277424403,0.6304369379836845,69.52153888123335,69.9554574537807,-0.43391857254734134,-0.6882822791683741,-5.162117093762806,-5.162117093762806,0.01112358321967411,1.28,0.6933499999999999,693.3499999999999,887.4879999999999,1368.5242868157286,9881657.671549728,123428.97070161911,90.19128991039878,-46.55779993549864,-33.33311136575434,-33,-5,7340.015420200536,7340.015420200536,0.0,0.0007433440644523106,-28.0
2017-02-09,69.34,70.19,69.295,69.475,78940,125499,AD1 Curncy,Future,CME,USD,0.005,5,1000,69475,69.475,69.715,0.768075951095893,8574,0.002,,0.6485,0.002019182231196348,0.14000000000000057,0.002019182231196348,0.3770263688405011,0.6140247298281244,69.50292332874001,69.89893304745355,-0.3960097187135432,-0.6449409925629426,-4.8370574442220695,-4.8370574442220695,-0.01042325511108079,1.11,0.69475,694.75,771.1725,1189.1634541249036,9874533.538936004,123520.72089437161,103.87194499285178,-50.2434564773499,-35.97186148143102,-36,-3,-7124.1326137240085,-7124.1326137240085,0.0,-0.0007209450934770886,-33.0
2017-02-10,69.465,69.68,69.16,69.21,73913,126720,AD1 Curncy,Future,CME,USD,0.005,5,1000,69210,69.21,69.445,0.7577213647851413,8575,0.002,,0.6485,-0.0038143216984526385,-0.26500000000000057,-0.0038143216984526385,0.3604425110653389,0.600368645971239,69.385753997244,69.8178821006943,-0.43212810345031016,-0.7197712711183314,-5.398284533387486,-5.398284533387486,0.018450093166158102,1.09,0.6920999999999999,692.0999999999999,754.389,1163.282960678489,9889244.41017733,123431.66923670005,106.106315839706,-57.27920836922125,-41.00911628467504,-41,-5,14710.87124132617,14710.87124132617,0.0,0.0014897788521675615,-36.0
2017-02-13,69.24,69.805,68.975,69.7,56170,126547,AD1 Curncy,Future,CME,USD,0.005,5,1000,69700,69.7,69.935,0.7536960041368495,8576,0.002,,0.6485,0.0070799017483023086,0.4900000000000091,0.0070799017483023086,0.35393751046721295,0.5949264748413983,69.51145239834639,69.80401361825967,-0.29256121991328143,-0.4917602969195067,-3.6882022268963,-3.6882022268963,-0.03821932410576337,1.08,0.6970000000000001,697.0000000000001,752.7600000000002,1160.7710100231307,9858265.227447953,123615.55512721662,106.49435078909606,-39.277270173221986,-28.120607559649446,-28,13,-30979.182729376054,-30979.182729376054,0.0,-0.0031326137209728997,-41.0
2017-02-14,69.705,70.375,69.28,69.96,119406,125073,AD1 Curncy,Future,CME,USD,0.005,5,1000,69960,69.96,70.19,0.7297643455151624,8577,0.002,,0.6485,0.0037302725968435535,0.2599999999999909,0.0037302725968435535,0.33845980719871466,0.581772985965071,69.69087143900784,69.82236495728795,-0.13149351828010936,-0.22602204202036305,-1.6951653151527228,-1.6951653151527228,-0.013757999698608638,1.04,0.6996,699.6,727.5840000000001,1121.9491133384736,9847039.321511175,123228.31534309941,109.83413942582568,-18.618702357430788,-13.330081748404814,-13,15,-11225.905936776786,-11225.905936776786,0.0,-0.0011387303625713953,-28.0
2017-02-15,69.925,69.95,68.705,69.07,102564,126925,AD1 Curncy,Future,CME,USD,0.005,5,1000,69070,69.07,69.305,0.7403840782448731,8578,0.002,,0.6485,-0.012721555174385335,-0.8900000000000006,-0.012721555174385335,0.3629808987014869,0.6024789612106691,69.44252286340469,69.73385143290113,-0.2913285694964429,-0.4835497805782697,-3.6266233543370228,-3.6266233543370228,0.021565139086419667,1.07,0.6907,690.6999999999999,739.049,1139.628373168851,9864880.493446412,123087.9915188897,108.00713146218989,-39.17011853957269,-28.04389222210337,-28,-15,17841.171935235172,17841.171935235172,0.0,0.0018118310847262036,-13.0
2017-02-16,69.095,69.42,68.455,69.025,106497,123972,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7675528211911693,8579,0.002,,0.6485,-0.000651512957868694,-0.044999999999987494,-0.000651512957868694,0.34346976904194704,0.586062939488539,69.27551371804282,69.65045714667747,-0.37494342863465135,-0.6397664881554649,-4.798248661165987,-4.798248661165987,0.0023627921086597985,1.11,0.69025,690.25,766.1775000000001,1181.461063993832,9866823.4387047,123311.00616808014,104.37162080588371,-50.08009897955556,-35.85490548965406,-36,-8,1942.945258287818,1942.945258287818,0.0,0.00019695578264517093,-28.0
2017-02-17,68.8,68.895,68.17,69.025,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7922558509209864,8580,0.002,,0.6485,0.0,0.0,0.0,0.3249038355802202,0.5700033645341229,69.17530823082569,69.5768739529507,-0.40156572212501374,-0.7044971084569348,-5.283728313427011,-5.283728313427011,-0.0,1.15,0.69025,690.25,793.7874999999999,1224.0362374710871,9866823.4387047,123335.29298380874,100.76114514274913,-53.23945154840722,-38.116847659754725,-38,-2,0.0,-0.0,0.0,0.0,-36.0
2017-02-20,68.8,68.895,68.17,68.845,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,68845,68.845,69.085,0.8239754749496823,8581,0.002,,0.6485,-0.0026077508149222606,-0.18000000000000682,-0.0026077508149222606,0.3090928174407489,0.5559611654070353,69.04318493849541,69.4907711349565,-0.44758619646108855,-0.8050673757642725,-6.0380053182320435,-6.0380053182320435,0.013778646815167111,1.2,0.68845,688.45,826.14,1273.9244410177332,9877370.855821121,123335.29298380874,96.8152341007577,-58.45708983862553,-41.852421901557825,-42,-4,10547.417116422914,10547.417116422914,0.0,0.0010689779929626026,-38.0
2017-02-21,68.785,69.26,68.52,68.585,108457,122486,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.82,0.8663824694201627,8582,0.002,,0.6485,-0.0037765996078147346,-0.2600000000000051,-0.0037765996078147346,0.29603915163314104,0.5440948002261564,68.85991096309724,69.38420982496162,-0.5242988618643807,-0.9636167477550834,-7.227125608163126,-7.227125608163126,0.022803128516818417,1.26,0.68585,685.8499999999999,864.1709999999999,1332.5690053970702,9894209.714726288,123467.13569776402,92.65346499708966,-66.96182295655125,-47.941395533228224,-48,-6,16838.8589051661,16838.8589051661,0.0,0.0017047916040575008,-42.0
2017-02-22,68.625,68.695,67.985,68.01,80479,123615,AD1 Curncy,Future,CME,USD,0.005,5,1000,68010,68.01,68.25,0.9423577257701048,8583,0.002,,0.6485,-0.008383757381351442,-0.5749999999999886,-0.008383757381351442,0.29790865695026786,0.5458100923858663,68.51994657785835,69.22253808084848,-0.7025915029901313,-1.2872453492366474,-9.654340119274854,-9.654340119274854,0.060590467663391635,1.39,0.6801,680.1,945.3389999999999,1457.7316885119506,9936769.46800308,123677.62143407861,84.84251416687557,-81.9098488341412,-58.64345215888882,-59,-11,42559.75327679176,42559.75327679176,0.0,0.004301480815940955,-48.0
2017-02-23,68.105,68.455,67.855,68.09,68622,121929,AD1 Curncy,Future,CME,USD,0.005,5,1000,68090,68.09,68.325,0.9994508908989096,8584,0.002,,0.6485,0.00117629760329363,0.0799999999999983,0.00117629760329363,0.28215143225025335,0.5311792844701809,68.34796794671502,69.08929830663101,-0.7413303599159917,-1.3956311580475578,-10.467233685356684,-10.467233685356684,-0.01135637714368455,1.47,0.6809000000000001,680.9000000000001,1000.9230000000001,1543.4433307633,9929491.133384729,124209.6183500385,80.4756584672347,-84.23575231594988,-60.308685479460976,-60,-1,-7278.334618349883,-7278.334618349883,0.0,-0.0007324648762141965,-59.0
2017-02-24,68.12,68.275,67.215,67.29,85560,123428,AD1 Curncy,Future,CME,USD,0.005,5,1000,67290,67.29,67.525,1.114642132398854,8585,0.002,,0.6485,-0.011749155529446331,-0.7999999999999972,-0.011749155529446331,0.30149459807456375,0.5490852375310811,67.92478076802901,68.87761615290971,-0.9528353848807001,-1.7353141548023583,-13.014856161017686,-13.014856161017686,0.12298115653231538,1.66,0.6729,672.9000000000001,1117.0140000000001,1722.4579799537396,10003508.095605237,124118.63916730911,72.05902298449254,-93.78378192466378,-67.14460845502482,-67,-7,74016.9622205086,74016.9622205086,0.0,0.007454255331539631,-60.0
2017-02-27,67.305,67.48,67.015,67.385,70606,124385,AD1 Curncy,Future,CME,USD,0.005,5,1000,67385,67.385,67.615,1.1935617216209276,8586,0.002,,0.6485,0.0014117996730569349,0.09499999999999886,0.0014117996730569349,0.2856854306110738,0.534495491665808,67.70886846081741,68.70201425256738,-0.9931457917499671,-1.8580994736826126,-13.935746052619594,-13.935746052619594,-0.018374369673007804,1.77,0.6738500000000001,673.85,1192.7145,1839.1896684656901,9993693.138010789,125043.85119506548,67.98855677532214,-94.74712617049985,-67.83431589555036,-68,-1,-9814.957594448611,-9814.957594448611,0.0,-0.0009811515620965548,-67.0
2017-02-28,67.41,67.61,67.065,67.375,78694,124421,AD1 Curncy,Future,CME,USD,0.005,5,1000,67375,67.375,67.605,1.2460986785371768,8587,0.002,,0.6485,-0.00014840097944657238,-0.010000000000005116,-0.00014840097944657238,0.27024838030777254,0.5198541913919446,67.57532107649044,68.54589492873592,-0.9705738522454794,-1.8670116896560989,-14.002587672420741,-14.002587672420741,0.0020680783635274526,1.85,0.67375,673.75,1246.4375,1922.0316114109485,9994741.711642247,124921.16422513487,64.99433385147667,-91.00888579658853,-65.15791832375409,-65,3,1048.5736314577455,1048.5736314577455,0.0,0.00010492353697248508,-68.0
2017-03-01,67.35,67.86,66.975,67.54,93790,127970,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.775,1.2451070904352588,8588,0.002,,0.6485,0.002448979591836764,0.16500000000000625,0.002448979591836764,0.25711198137221736,0.5070621080027745,67.56119264589427,68.42755434888464,-0.8663617029903747,-1.7085908990573482,-12.814431742930111,-12.814431742930111,-0.03429205144266345,1.84,0.6754000000000001,675.4000000000001,1242.7360000000003,1916.3238242097154,9978203.546646101,124934.27139552809,65.19475978808045,-83.54337993010816,-59.81298065930606,-60,5,-16538.164996145577,-16538.164996145577,0.0,-0.0016546865815332983,-65.0
