,AD1,RX1
2020-07-09,15.21281272483006,7.338279410603395
2020-07-10,15.253557718215971,7.338758476587144
2020-07-13,13.720539032944314,7.389908069763446
2020-07-14,14.130337341418286,6.8872566722529225
2020-07-15,14.11760310815244,6.902824733397946
2020-07-16,14.619214786779455,7.265217647503884
2020-07-17,14.946670525005965,7.2168215244657175
2020-07-20,14.579366210238796,7.475648972719657
2020-07-21,14.426429620324921,7.469998629512406
2020-07-22,14.428227575334793,7.407054980209702
2020-07-23,14.615182231094458,8.199054025299711
2020-07-24,14.363085208471274,7.671799203372251
2020-07-27,14.078835049485175,7.337675468715682
2020-07-28,13.988557786562222,6.998495457956415
2020-07-29,12.395201242304374,7.618100013718965
2020-07-30,12.288384936970512,7.772864081939384
2020-07-31,12.328998472621803,7.773736378351462
2020-08-03,12.35792358911946,7.86808239184724
2020-08-04,12.37752861824495,8.58771188373824
2020-08-05,11.833908642840633,8.324845216541037
2020-08-06,13.056328216551414,8.013400093093791
2020-08-07,12.762762047391282,8.015295179264482
2020-08-10,13.14277943121411,8.018873216943428
2020-08-11,13.005522978966184,7.923600882349269
2020-08-12,12.521573758512952,7.651993703946176
2020-08-13,12.556400577070267,7.579850776205929
2020-08-14,12.917447880354995,7.5765679240835455
2020-08-17,12.947097954348482,7.4222016678733755
2020-08-18,12.70648019295129,7.281241292200681
2020-08-19,12.732558476712189,7.272938266812535
2020-08-20,12.415982039096802,6.862076156355962
2020-08-21,12.38801421534181,7.204357883950227
2020-08-24,12.450525215289321,7.801034537229579
2020-08-25,12.708965738759465,7.962684201231314
2020-08-26,12.876585638668638,8.143185371598197
2020-08-27,12.569434862398296,7.770701575159841
2020-08-28,11.8777868942874,7.788606855928102
2020-08-31,11.840181709816239,7.80062708307531
2020-09-01,11.837395480538516,7.98449141675019
2020-09-02,11.978878088424267,7.55816692398331
2020-09-03,11.974660004298775,7.441379247278823
2020-09-04,12.209328462517288,7.946003044846176
2020-09-07,12.286780471586143,7.96888181877039
2020-09-08,13.99107995280779,7.295865315485904
2020-09-09,13.681489823781746,7.386459984762425
2020-09-10,13.305570470375208,7.515231524893738
2020-09-11,13.746168483829436,7.530125210262918
2020-09-14,13.160341989001836,7.569436254025233
2020-09-15,13.172737015835137,7.7096164522537185
2020-09-16,12.750873444036825,7.792335096258183
2020-09-17,12.67814218332502,7.773790701174386
2020-09-18,12.450938674700625,7.778872996276995
2020-09-21,12.440691375978123,7.84749902065345
2020-09-22,13.082710118783247,7.832803614734236
2020-09-23,13.150184022287876,7.840038015936715
2020-09-24,13.15698475086647,8.016811721631429
2020-09-25,12.14629736487801,7.837565477345344
2020-09-28,12.602374142085242,7.025149035152102
2020-09-29,12.430291692778697,6.9057926141471535
2020-09-30,12.181518731184845,6.676598072651688
2020-10-01,12.21226355292939,6.059833941267652
2020-10-02,12.204605873811195,6.290442227911624
2020-10-05,12.184294289601096,6.398102977108695
2020-10-06,12.60580830609043,6.064827061680042
2020-10-07,12.437936561312068,6.001073246748238
2020-10-08,12.527849183789366,5.87386531878014
2020-10-09,12.23845078549917,5.5244644694522425
2020-10-12,12.518046533072171,5.745859935966843
2020-10-13,10.685192152015793,5.8204846856581245
2020-10-14,10.723653707257906,5.791546692599621
2020-10-15,10.698036315981417,5.853202158081067
2020-10-16,10.482317820024134,6.387372821471779
2020-10-19,10.496454241032154,6.9316244030042276
2020-10-20,14.735232197522052,7.2104383083875945
2020-10-21,14.695151806545514,7.140516608595997
2020-10-22,14.89968848028019,7.135615136580226
2020-10-23,15.025263658392971,7.155588463051184
2020-10-26,14.796335986957947,7.102516916701193
2020-10-27,14.079402920377387,7.065364365074742
2020-10-28,13.971223216595014,7.239937091613441
2020-10-29,14.166936854483383,7.042485998418126
2020-10-30,14.227815358719106,6.89498719884996
2020-11-02,13.763754296209237,6.8495308799186345
2020-11-03,13.7718754895654,6.786409578167604
2020-11-04,14.692690866126915,6.798774880875373
2020-11-05,15.387395133064558,7.145461501894365
2020-11-06,15.405014714793477,7.183134159339177
2020-11-09,16.171985064041056,7.13704112548691
2020-11-10,15.81664530405381,7.1505321334341145
2020-11-11,15.938897952308437,7.129540660050663
2020-11-12,15.940069689005107,6.933620068658753
2020-11-13,16.16612852258298,6.923680964388741
2020-11-16,16.170074069109187,6.705601391152697
2020-11-17,15.649204920162227,6.447854780463759
2020-11-18,15.52649898179955,6.387990102818233
2020-11-19,15.507850518455319,6.288113403775454
2020-11-20,15.49505965324929,5.757102830297406
2020-11-23,15.629182025760377,5.528596348620457
2020-11-24,13.0277801916627,5.157546707227641
2020-11-25,13.041097476524968,5.205981659760419
2020-11-26,13.786548670613882,5.231864379650068
2020-11-27,13.556576673647925,5.40291065436753
2020-11-30,13.511288405365669,5.881366357828608
2020-12-01,13.71778020658894,6.04264478115854
2020-12-02,13.66679460996559,6.383937041295693
2020-12-03,13.560750496636395,6.59759760126767
2020-12-04,13.640687975453048,6.6226500312661
2020-12-07,13.79458634964164,6.61968920484774
2020-12-08,14.118604182284678,6.682236296650388
2020-12-09,12.658281192289547,6.707335662817416
2020-12-10,11.910142752491854,6.333442248907795
2020-12-11,11.796654177680955,6.145501370128779
2020-12-14,12.186437608410158,6.079724313016867
2020-12-15,12.177278477156198,6.333667230321861
2020-12-16,12.233726105607147,6.424044819225943
2020-12-17,12.502772253601787,6.621225183976424
2020-12-18,13.376338903331094,6.639041474474163
2020-12-21,13.415041161244408,6.910009735772007
2020-12-22,13.95275199601555,6.946340830570636
2020-12-23,13.871334719643047,8.080972412134223
2020-12-24,14.199532351846992,8.038080142315374
2020-12-25,14.346687584907947,8.015531640501797
2020-12-28,14.239478060177913,7.754685711557767
2020-12-29,13.29419302497013,7.672165614184648
2020-12-30,13.42996406332688,7.65812734762224
2020-12-31,12.336106325818834,7.646821079581601
2021-01-01,14.90125353586488,8.426969235688588
2021-01-04,15.035455737610315,8.040719408845625
2021-01-05,14.836817485397239,8.087303186588256
2021-01-06,15.037778728010856,7.7565550171719675
2021-01-07,15.741207148833084,7.56066744932882
2021-01-08,16.056273342614496,7.919513142525454
2021-01-11,15.846152252459039,7.977497093507827
2021-01-12,15.637462974772737,8.335663510809502
2021-01-13,16.16903648255683,8.291310356694341
2021-01-14,16.53391299930851,8.34832013707776
2021-01-15,16.792532915729552,8.278156124067333
2021-01-18,16.076468120353223,8.26764371621883
2021-01-19,16.176885823673427,7.9209042826907465
2021-01-20,15.981074081302179,8.157217142290422
2021-01-21,15.774112801067822,7.930804022793622
2021-01-22,14.635808281555637,7.742838047173982
2021-01-25,14.284054990642995,7.686270680800736
2021-01-26,13.919108319459303,7.467801250122748
2021-01-27,13.927885814294088,6.63561615699421
2021-01-28,13.59352868888572,6.982546207670884
2021-01-29,14.322303696376878,6.987635444001183
2021-02-01,14.519175278676466,6.831393055725952
2021-02-02,15.576736936779712,6.813190844865562
2021-02-03,16.156506797979112,6.793522508879643
2021-02-04,16.15337933569934,6.823596498823309
2021-02-05,14.127596694555688,5.978138770550867
2021-02-08,13.891266007778228,5.974888902474093
2021-02-09,13.975203171762866,6.376238540799401
2021-02-10,13.570878722717364,6.263601025206146
2021-02-11,12.908557123854788,6.2549014516050745
2021-02-12,12.447812921355226,5.818340431409918
2021-02-15,12.587205749288206,6.04926762230908
2021-02-16,12.612163155489695,5.734817823138891
2021-02-17,12.153941496541767,5.8397038837484105
2021-02-18,11.76435944002741,5.781239790716736
2021-02-19,11.391970224278927,5.791275312877019
2021-02-22,11.573882061787867,5.631913222915122
2021-02-23,11.303033309929313,5.5609359432456555
2021-02-24,11.521183124989594,5.250074426907324
2021-02-25,11.63014591245418,5.192582158325936
2021-02-26,11.631870827586011,5.170489820353411
2021-03-01,11.707064384794116,5.223186734768138
2021-03-02,11.6332368497116,5.2091777091750435
2021-03-03,11.633229200771707,5.226880518245534
2021-03-04,11.924694654261698,4.850961381178266
2021-03-05,11.39878495981373,4.890748914309392
2021-03-08,10.891917752357987,5.114659471294992
2021-03-09,9.457851050531039,5.2317257210420784
2021-03-10,7.84334185886694,5.005945503393296
2021-03-11,8.194542550946862,4.874784722928751
2021-03-12,8.29043163611296,5.272662066155507
2021-03-15,8.440329352876054,5.283062830777554
2021-03-16,8.574312035126193,4.941635963292637
2021-03-17,8.504932757818406,5.349961972239339
2021-03-18,8.290143566678667,5.355260226838057
2021-03-19,8.089117063506942,5.483817438061884
2021-03-22,7.961538014015475,5.158279514807938
2021-03-23,8.040051922812259,5.048624671761992
2021-03-24,7.605586363401404,4.959280373047186
2021-03-25,7.4699420491415855,5.266316147441082
2021-03-26,7.982555121023855,5.983914115587223
2021-03-29,9.055127415338275,6.031332170033847
2021-03-30,9.57546972715505,6.092002375480217
2021-03-31,9.86129963949986,6.245774389377411
2021-04-01,9.859325008841695,6.4161401616859255
2021-04-02,9.858304973243486,6.504889606822732
2021-04-05,9.853392617052052,6.493433868305044
2021-04-06,9.838481210912263,6.462818910243047
2021-04-07,9.863437307716364,6.779606818490114
2021-04-08,9.960531385667046,6.956846384892285
2021-04-09,9.724680573147529,7.086889413946848
2021-04-12,9.966366167971513,7.016234348450315
2021-04-13,10.057670913338871,6.877163925050088
2021-04-14,10.033970325785916,6.864196475009096
2021-04-15,10.129365763249323,7.070922811677913
2021-04-16,10.066834074317022,7.023811673956818
2021-04-19,9.94099847582884,7.121102431376968
2021-04-20,9.59748170951978,7.022415877774751
2021-04-21,9.840002519521649,6.653712458314668
2021-04-22,9.713702083965144,6.688948423442966
2021-04-23,9.69304636652129,6.828910435313723
2021-04-26,9.751679567645978,6.839944856518409
2021-04-27,9.816779687526035,6.7026994476339405
2021-04-28,9.831936921979755,6.671949270687308
2021-04-29,10.3201065548201,6.417785728283043
2021-04-30,10.694922734229559,6.513376938547327
2021-05-03,9.16593774104887,6.557513904073818
2021-05-04,8.953070488754191,6.570477881797919
2021-05-05,8.647885646448628,6.325803259937203
2021-05-06,9.02262226928058,5.947168778042871
2021-05-07,9.079383880067425,5.965057021458426
2021-05-10,8.883042070679037,6.201154909296983
2021-05-11,8.672723648584588,6.497941029183648
2021-05-12,8.90383850364711,6.272808656840979
2021-05-13,8.748306577938395,6.247520824562768
2021-05-14,8.728114652143107,6.088292272550501
2021-05-17,8.731475061164044,6.0338513020521045
2021-05-18,8.398082537684763,6.068312166412791
2021-05-19,8.602619032426304,6.06751619676772
2021-05-20,9.480619588032107,6.120049827282664
2021-05-21,9.464663044602242,6.2763714535903485
2021-05-24,9.463469256969852,6.569330608640055
2021-05-25,9.578957614208571,6.631955796380409
2021-05-26,9.421096302354536,6.66539213103826
2021-05-27,9.417874936159679,6.6247139724231605
2021-05-28,9.39263319898832,6.396690583349733
2021-05-31,9.320540516863574,6.423700219022306
2021-06-01,9.444041475887131,6.868113804876288
2021-06-02,9.42184421134484,6.8826692106563625
2021-06-03,8.773304702781664,7.01444148225983
2021-06-04,8.595271467280861,6.540444162002566
2021-06-07,8.490439976409467,6.558862431215079
2021-06-08,9.601058888182608,6.5132847863392795
2021-06-09,9.952540467776053,6.842633719299155
2021-06-10,9.55457796349559,6.834107407011854
2021-06-11,9.421236074154045,6.74520401411684
2021-06-14,10.452036038287092,6.596309394283659
2021-06-15,10.762202276509628,6.51254821951186
2021-06-16,10.613641823860851,7.164489491537021
2021-06-17,10.804863291234913,7.087778248479316
2021-06-18,12.17225809993503,7.148008447206651
2021-06-21,12.293286029348211,7.141541086552452
2021-06-22,12.246905981489746,7.144366149734853
2021-06-23,12.211354726941224,7.424932524444026
2021-06-24,11.676743143140147,6.955799548852851
2021-06-25,12.429160674181764,6.844765626439646
2021-06-28,12.553873643032764,6.551345582509318
2021-06-29,12.624045903137631,6.498818058677499
2021-06-30,12.807910979587927,6.432506692016318
2021-07-01,12.834858159194754,6.4303119134479045
2021-07-02,13.311733039422785,6.476812551341888
2021-07-05,13.963952377679842,6.531643314318609
2021-07-06,13.951260744394977,6.291570280939592
2021-07-07,14.046696793827987,6.234734937941813
2021-07-08,14.761219126766282,6.050481020643668
2021-07-09,14.690254865635014,5.493664641238205
2021-07-12,14.545889945119663,5.236853415216026
2021-07-13,13.892626955710908,5.495775470206236
2021-07-14,14.30717202705204,5.249192108708877
2021-07-15,14.214857769773179,5.197738073877322
2021-07-16,14.204501410513574,5.227581693332663
2021-07-19,13.07936785922284,5.235894830585284
2021-07-20,13.002400938711084,5.199013150795211
2021-07-21,12.996621745015787,4.477520908735146
2021-07-22,13.162763089562915,4.876070895306531
2021-07-23,12.150158234332983,4.719455681319125
2021-07-26,12.080451273127876,4.661132248640116
2021-07-27,11.967917107187704,5.102126930062956
2021-07-28,12.06562694970293,4.878163288934542
2021-07-29,12.396232136103533,4.883388850598211
2021-07-30,12.041874126136456,4.775482297052748
2021-08-02,12.254577530924463,4.964859440850276
2021-08-03,12.231333907543855,4.946953569933076
2021-08-04,12.176713929636856,4.925677911611103
2021-08-05,12.725509248967423,4.928803936789379
2021-08-06,12.288943848262472,4.863121546081785
2021-08-09,11.795651039106755,4.858497294995113
2021-08-10,11.44411058153025,4.658268616765247
2021-08-11,12.3959888766853,4.735167380207164
2021-08-12,12.148936587146277,4.978444965351554
2021-08-13,11.853374135475688,4.979183570227042
2021-08-16,11.976347296764747,4.958994519966627
2021-08-17,11.747547850967715,4.922902772725137
2021-08-18,11.19296119811548,5.389010847757208
2021-08-19,11.366941337541823,5.420177731557045
2021-08-20,11.379447597916137,5.4202888126484865
2021-08-23,11.479962304604067,5.512037259894767
2021-08-24,12.312821886312648,5.523161517677132
2021-08-25,12.742008296623311,5.599457980153811
2021-08-26,13.444140815067273,5.596656597428982
2021-08-27,13.464876610816837,5.959625206109777
2021-08-30,13.520134245479904,6.6257111707308
2021-08-31,13.834795998754371,6.088333890404871
2021-09-01,13.789882555806871,6.110600932966381
2021-09-02,13.725930262027441,6.241845755649303
2021-09-03,13.541428323381169,6.298354474549581
2021-09-06,14.10663480045329,5.97630804806598
2021-09-07,14.118422429922301,6.0100415176343125
2021-09-08,13.916629389771934,6.174307191918117
2021-09-09,13.52799013363104,6.234983977129114
2021-09-10,14.513438350693736,6.297471213438636
2021-09-13,14.263807091207733,6.282073858625783
2021-09-14,14.618283131894172,6.716349959602533
2021-09-15,13.810593908677127,6.684544955433214
2021-09-16,13.13240490310501,6.8224123008358895
2021-09-17,13.274876579282202,6.849191534306612
2021-09-20,13.020633917544904,6.815400791405381
2021-09-21,13.009760640644668,6.622152009651281
2021-09-22,12.417567851366803,6.397176410430694
2021-09-23,12.692827572095885,6.397311766697459
2021-09-24,12.604821126886579,6.527896977439945
2021-09-27,12.34801505684052,6.487406452180193
2021-09-28,11.91255475940795,6.487068181564096
2021-09-29,11.79879835771428,6.651380360852959
2021-09-30,11.022638897063784,6.191339712885703
2021-10-01,11.209729696394643,6.007477275385358
2021-10-04,10.988002814211702,5.405758607300067
2021-10-05,10.304721237815205,5.406484241951131
2021-10-06,11.799031923140397,5.409209101229913
2021-10-07,10.87554496931975,5.421648744943582
2021-10-08,10.658417727291106,5.378292503663414
2021-10-11,10.236300472054802,5.419173322721549
2021-10-12,10.229495633821292,5.3476280263698275
2021-10-13,10.101655634159373,5.200651747448864
2021-10-14,10.329349292586306,5.276401129383762
2021-10-15,9.66773159835995,5.584379568207315
2021-10-18,9.707288691988957,5.578307339167276
2021-10-19,9.369861804669187,5.5731290696520555
2021-10-20,9.146643681302503,5.348395603365597
2021-10-21,10.408064140995773,5.002683002236724
2021-10-22,10.758300675297171,4.903107935237294
2021-10-25,11.551163824638067,5.022492752215336
2021-10-26,12.283392181824562,5.099286845458166
2021-10-27,12.2852750555661,5.699533947638379
2021-10-28,12.118673178057282,5.74730864048723
2021-10-29,11.989184693635917,6.336015244074224
2021-11-01,14.279852550849773,6.418138851830281
2021-11-02,14.461557160223512,6.488963862661206
2021-11-03,14.309987279248496,6.411283685545886
2021-11-04,14.522580549123113,6.419000002235313
2021-11-05,14.839228718650782,6.501086954990412
2021-11-08,14.76680749440373,6.4526300473664175
2021-11-09,14.563773018178743,6.4190674237256555
2021-11-10,14.162481113759965,6.478703304425635
2021-11-11,14.236049910221285,6.554204430747696
2021-11-12,14.377401872862736,6.665612164350552
2021-11-15,15.043724345809533,6.580782038442731
2021-11-16,15.211393089192818,6.584426878172627
2021-11-17,15.200509066401171,6.287793537800843
2021-11-18,15.560504897278415,6.663528091957785
2021-11-19,15.455431681874696,6.132992376553456
2021-11-22,15.548254859695312,6.134042697296773
2021-11-23,15.90062380106589,6.050407947033962
2021-11-24,15.907037820436788,6.019892589662752
2021-11-25,14.954655696153877,6.584275613576107
2021-11-26,14.331071233687378,6.540526877819092
2021-11-29,14.241894118625407,6.535394947238103
2021-11-30,14.140722398571542,6.614976737857592
