Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days,Standard Cost,Instrument_Weights,Exchange rate,assetClass
07/04/2005,109.7656,110,109.375,109.4688,932540,1868631,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109469,109.4688,109.2188,0.5638538714967366,5287,,0.002,,1,rates
08/04/2005,109.4531,109.4844,109.125,109.3438,706673,1868291,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109344,109.3438,109.0781,0.5205754036658141,5288,,0.002,,1,rates
11/04/2005,109.4219,109.75,109.3125,109.625,547398,1894736,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109625,109.625,109.375,0.4762390181779886,5289,,0.002,,1,rates
12/04/2005,109.7031,110.3438,109.4688,110.2188,1003343,1884530,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110219,110.2188,110.0156,0.514037572461216,5290,,0.002,,1,rates
13/04/2005,110.2344,110.5313,110.0625,110.2344,956745,1881765,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110234,110.2344,110.0469,0.5663039165517672,5291,,0.002,,1,rates
14/04/2005,110.2969,110.6719,110.2344,110.3906,930721,1848667,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110391,110.3906,110.2031,0.6232040547861655,5292,,0.002,,1,rates
15/04/2005,110.6563,111.2188,110.5625,110.9531,1142253,1800154,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110953,110.9531,110.7969,0.7145426528687242,5293,,0.002,,1,rates
18/04/2005,111.125,111.4844,110.9219,111.1094,1008474,1851166,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111109,111.1094,110.9688,0.8021263860320047,5294,,0.002,,1,rates
19/04/2005,110.9063,111.5781,110.75,111.4375,1190641,1820182,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111438,111.4375,111.3281,0.8965717211144941,5295,,0.002,,1,rates
20/04/2005,111.3281,111.5625,110.75,111.3906,1190314,1874752,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111391,111.3906,111.2813,0.9721197231320351,5296,,0.002,,1,rates
21/04/2005,111.5625,111.5781,110.6563,110.7656,1153608,1875228,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110766,110.7656,110.6406,1.0012393444638326,5297,,0.002,,1,rates
22/04/2005,110.7813,111.1563,110.7813,111.0469,618611,1771059,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111047,111.0469,110.9375,1.0362905574382963,5298,,0.002,,1,rates
25/04/2005,111.0313,111.1875,110.9063,111.0313,483689,1851479,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111031,111.0313,110.9375,1.0624011104266846,5299,,0.002,,1,rates
26/04/2005,111,111.2188,110.7344,110.9688,785418,1863638,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110969,110.9688,110.9063,1.0525565124666467,5300,,0.002,,1,rates
27/04/2005,110.9688,111.4219,110.7813,111.2031,917152,1893058,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111203,111.2031,111.1875,1.0389587904416893,5301,,0.002,,1,rates
28/04/2005,111.2344,111.8906,111.1875,111.6719,923000,1908852,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111672,111.6719,111.7031,1.0377976046591078,5302,,0.002,,1,rates
29/04/2005,111.7969,111.8594,111.3438,111.4219,1040355,1858946,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111422,111.4219,111.4531,1.012150383804844,5303,,0.002,,1,rates
02/05/2005,111.375,111.6094,111.2656,111.5,528709,1863996,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111500,111.5,111.5469,0.9484649307713416,5304,,0.002,,1,rates
03/05/2005,111.5156,111.7344,111.25,111.375,698858,1869347,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111375,111.375,111.4219,0.889472365752039,5305,,0.002,,1,rates
04/05/2005,111.625,111.7188,111.1406,111.5781,1012114,1857094,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,111.5781,111.6406,0.8418249124590207,5306,,0.002,,1,rates
05/05/2005,111.5625,112.0469,111.4063,111.8281,867829,1835036,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111828,111.8281,111.9219,0.8322534894710498,5307,,0.002,,1,rates
06/05/2005,111.8125,111.9219,110.9219,111.0156,1139087,1834863,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111016,111.0156,111.125,0.799710030221453,5308,,0.002,,1,rates
09/05/2005,111.0313,111.0313,110.7969,110.9219,582000,1772389,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110922,110.9219,111.125,0.7621761348731565,5309,,0.002,,1,rates
10/05/2005,110.8906,111.4688,110.875,111.375,817752,1762961,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111375,111.375,111.5313,0.7189428035457748,5310,,0.002,,1,rates
11/05/2005,111.4219,111.8438,111.2031,111.5,1209030,1808499,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111500,111.5,111.6406,0.6872609505156404,5311,,0.002,,1,rates
12/05/2005,111.4844,111.7813,111.1563,111.6563,971324,1771368,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111656,111.6563,111.8125,0.6296478095759125,5312,,0.002,,1,rates
13/05/2005,111.7344,112.0781,111.5313,111.9688,900018,1798927,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111969,111.9688,112.1406,0.5521448986487544,5313,,0.002,,1,rates
16/05/2005,111.9688,112.1406,111.7813,111.9844,656278,1800929,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111984,111.9844,112.2344,0.48178481597486184,5314,,0.002,,1,rates
17/05/2005,111.9219,112.2344,111.7344,112.0781,786585,1826357,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112078,112.0781,112.3438,0.46365608131171493,5315,,0.002,,1,rates
18/05/2005,112.0625,112.5938,111.9844,112.4375,1060074,1844258,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112438,112.4375,112.75,0.46279048535748785,5316,,0.002,,1,rates
19/05/2005,112.3125,112.4531,112.0781,112.125,811774,1774684,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112125,112.125,112.4531,0.43688262924667415,5317,,0.002,,1,rates
20/05/2005,112.125,112.1563,112,112.0469,610845,1594964,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112047,112.0469,112.3281,0.4394173129697211,5318,,0.002,,1,rates
23/05/2005,111.9844,112.6875,111.9063,112.5313,909069,1583006,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112531,112.5313,112.7969,0.47746413014059874,5319,,0.002,,1,rates
24/05/2005,112.5781,113.2344,112.5469,113,1386170,1402029,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113000,113,113.2031,0.5571435853867891,5320,,0.002,,1,rates
25/05/2005,113.1094,113.4219,112.5625,112.7188,1598473,1119018,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112719,112.7188,112.8438,0.5965967791881703,5321,,0.002,,1,rates
26/05/2005,112.7344,112.9375,112.5,112.6875,1085872,1082337,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112688,112.5469,112.6875,0.5990213541862319,5322,,0.002,,1,rates
27/05/2005,112.7188,112.875,112.6094,112.6875,534950,1268153,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112688,112.5469,112.6875,0.6089247006851543,5323,,0.002,,1,rates
30/05/2005,112.7188,112.875,112.6094,112.8281,534950,1268153,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112828,112.625,112.8281,0.6188339227164067,5324,,0.002,,1,rates
31/05/2005,112.8281,113.4219,112.8281,113.2656,774809,1390996,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113266,112.8438,113.2656,0.6470890633480584,5325,,0.002,,1,rates
01/06/2005,113.375,114.1094,113.3125,113.9219,1127885,1483616,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113922,113.5313,113.9219,0.7343213300534324,5326,,0.002,,1,rates
02/06/2005,114.0156,114.1094,113.7813,114.0156,629872,1505475,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,114016,113.5781,114.0156,0.8235663715845064,5327,,0.002,,1,rates
03/06/2005,113.9531,114.6563,113.2969,113.375,1218329,1568147,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113375,112.9844,113.375,0.8412258505726117,5328,,0.002,,1,rates
06/06/2005,113.3438,113.6875,113.3125,113.5625,474496,1569825,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113563,113.1406,113.5625,0.8647129186450823,5329,,0.002,,1,rates
07/06/2005,113.5781,114.0781,113.5313,113.9375,661943,1593090,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113938,113.5781,113.9375,0.8969110151914724,5330,,0.002,,1,rates
08/06/2005,113.9531,114.0625,113.6875,113.7188,461394,1602824,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113719,113.375,113.7188,0.9130509706136614,5331,,0.002,,1,rates
09/06/2005,113.75,113.7656,113.1875,113.5625,767352,1622520,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113563,113.1563,113.5625,0.92352587388693,5332,,0.002,,1,rates
10/06/2005,113.6875,113.6875,112.9219,112.9688,598106,1610243,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112969,112.5313,112.9688,0.8649389132218307,5333,,0.002,,1,rates
13/06/2005,112.9688,113.0313,112.5625,112.7031,652762,1595193,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112703,112.2656,112.7031,0.784095659558682,5334,,0.002,,1,rates
14/06/2005,112.6406,112.9688,112.375,112.4063,784012,1644756,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112406,112,112.4063,0.7345071960882833,5335,,0.002,,1,rates
15/06/2005,112.5469,112.7031,112.1719,112.375,978795,1670575,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112375,111.9688,112.375,0.6901048744735638,5336,,0.002,,1,rates
16/06/2005,112.4219,112.8125,112.1875,112.7031,792915,1625889,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112703,112.2969,112.7031,0.6467950117609755,5337,,0.002,,1,rates
17/06/2005,112.7188,112.7969,112.4219,112.5781,551219,1641324,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112578,112.1719,112.5781,0.622671959573341,5338,,0.002,,1,rates
20/06/2005,112.5938,112.6875,112.1094,112.3906,574456,1647185,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112391,112.0469,112.3906,0.6030819647766954,5339,,0.002,,1,rates
21/06/2005,112.3125,112.9219,112.2031,112.7969,690138,1642285,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112797,112.5469,112.7969,0.5786564129420397,5340,,0.002,,1,rates
22/06/2005,112.875,113.6875,112.7969,113.6406,809146,1642698,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113641,113.6406,112.7656,0.585651286323466,5341,,0.002,,1,rates
23/06/2005,113.5938,113.6406,113.2969,113.5,640942,1638028,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113500,113.5,112.6406,0.56606383253633,5342,,0.002,,1,rates
24/06/2005,113.5313,113.9375,113.5313,113.8281,583613,1600583,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113828,113.8281,112.9531,0.5480777032250583,5343,,0.002,,1,rates
27/06/2005,113.7656,114,113.75,113.9375,458995,1618284,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113938,113.9375,113.0469,0.5584715557416602,5344,,0.002,,1,rates
28/06/2005,113.9063,113.9219,113.3594,113.4375,659111,1650697,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113438,113.4375,112.5625,0.5599587963167713,5345,,0.002,,1,rates
29/06/2005,113.4219,113.7344,113.125,113.2656,701844,1666192,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113266,113.2656,112.4063,0.5517360178919039,5346,,0.002,,1,rates
30/06/2005,113.3438,113.7031,113.1563,113.4688,879139,1656824,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113469,113.4688,112.6094,0.5433394649503928,5347,,0.002,,1,rates
01/07/2005,113.6719,113.6719,112.625,113.4688,804055,1702845,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,113469,113.4688,112.6094,0.5329053849161306,5348,,0.002,,1,rates
04/07/2005,113.6719,113.6719,112.625,112.75,804055,1702845,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112750,112.75,112,0.5358019904211567,5349,,0.002,,1,rates
05/07/2005,112.6563,112.7188,112.1406,112.1563,678253,1680138,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112156,112.1563,111.4063,0.5797215855384633,5350,,0.002,,1,rates
06/07/2005,112.2031,112.4531,112.1719,112.4063,591491,1707613,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112406,112.4063,111.6719,0.5823673788418884,5351,,0.002,,1,rates
07/07/2005,112.4063,113.5469,112.3438,112.625,1131331,1725061,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112625,112.625,111.9063,0.5631485135134879,5352,,0.002,,1,rates
08/07/2005,112.5,112.8125,112.0469,112.0781,701160,1674992,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112078,112.0781,111.3906,0.5957891067923298,5353,,0.002,,1,rates
11/07/2005,112.1719,112.25,111.7031,112.125,715200,1700729,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112125,112.125,111.3906,0.6134357251897024,5354,,0.002,,1,rates
12/07/2005,112.125,112.2344,111.8281,111.875,612977,1690026,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111875,111.875,111.1406,0.6197954412053553,5355,,0.002,,1,rates
13/07/2005,111.875,111.875,111.6406,111.7656,563832,1688573,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111766,111.7656,111.0313,0.636555721891024,5356,,0.002,,1,rates
14/07/2005,111.7813,112.0313,111.5313,111.625,729566,1680900,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111625,111.625,110.9063,0.6614344257537038,5357,,0.002,,1,rates
15/07/2005,111.6406,111.875,111.4375,111.7031,482380,1675458,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111703,111.7031,110.9844,0.6921164830229697,5358,,0.002,,1,rates
18/07/2005,111.7188,111.8125,111.4375,111.5156,437692,1685079,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111516,111.5156,110.75,0.7318181105338767,5359,,0.002,,1,rates
19/07/2005,111.5,111.8594,111.3438,111.75,668632,1705491,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111750,111.75,110.9844,0.752656198786681,5360,,0.002,,1,rates
20/07/2005,111.7813,112.0313,111.2813,111.8906,871015,1696851,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111891,111.8906,111.125,0.7656342317138111,5361,,0.002,,1,rates
21/07/2005,111.875,111.9844,111.0156,111.0938,1255460,1817747,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111094,111.0938,110.3594,0.823086579734238,5362,,0.002,,1,rates
22/07/2005,111.0938,111.5625,111,111.4219,602607,1705929,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111422,111.4219,110.6875,0.8531910823130807,5363,,0.002,,1,rates
25/07/2005,111.4375,111.5313,111.2188,111.2813,416738,1735944,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111281,111.2813,110.5625,0.8873150817147912,5364,,0.002,,1,rates
26/07/2005,111.2344,111.4063,111.2344,111.3125,408592,1724838,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111313,111.3125,110.5938,0.912868076908418,5365,,0.002,,1,rates
27/07/2005,111.3906,111.4844,111.0938,111.1563,559108,1731999,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111156,111.1563,110.4375,0.9070374041010567,5366,,0.002,,1,rates
28/07/2005,111.2031,111.6875,111.0781,111.6406,582498,1736185,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111641,111.6406,110.9219,0.8801621733739277,5367,,0.002,,1,rates
29/07/2005,111.6563,111.6875,110.875,110.9844,795665,1757344,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110984,110.9844,110.2656,0.847238660141411,5368,,0.002,,1,rates
01/08/2005,111.0313,111.0469,110.5,110.6875,741571,1784456,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110688,110.6875,109.9688,0.8032425519344055,5369,,0.002,,1,rates
02/08/2005,110.6875,110.8438,110.4844,110.5938,649544,1796977,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110594,110.5938,109.875,0.7893837759531129,5370,,0.002,,1,rates
03/08/2005,110.5781,110.9063,110.5625,110.8281,542665,1775711,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110828,110.8281,110.1094,0.7592201974644149,5371,,0.002,,1,rates
04/08/2005,110.8281,110.9375,110.5938,110.6719,406024,1784610,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110672,110.6719,109.9375,0.7020961692231377,5372,,0.002,,1,rates
05/08/2005,110.6719,110.7813,110.0625,110.1094,970049,1758398,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110109,110.1094,109.375,0.6610152738308568,5373,,0.002,,1,rates
08/08/2005,110.0938,110.2031,109.8594,109.9531,538563,1773483,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109953,109.9531,109.2344,0.6808847479108178,5374,,0.002,,1,rates
09/08/2005,109.9219,110.2344,109.7813,110.1875,616423,1783043,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110188,110.1875,109.4688,0.7044212778852605,5375,,0.002,,1,rates
10/08/2005,110.2031,110.4063,110.0313,110.1875,604317,1806071,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110188,110.1875,109.4688,0.7031049983732287,5376,,0.002,,1,rates
11/08/2005,110.1719,110.6875,110.0625,110.625,713900,1779385,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110625,110.625,109.9063,0.6511072405812585,5377,,0.002,,1,rates
12/08/2005,110.6563,111.2031,110.5781,111.1719,639738,1787989,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111172,111.1719,110.4531,0.6226120930434708,5378,,0.002,,1,rates
15/08/2005,111.1406,111.1719,110.8125,110.9531,487354,1757918,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110953,110.9531,110.2188,0.5874045695576929,5379,,0.002,,1,rates
16/08/2005,110.8438,111.5,110.8281,111.3281,976176,1771073,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111328,111.3281,110.5938,0.5663459466061688,5380,,0.002,,1,rates
17/08/2005,111.4375,111.4688,110.9063,110.9531,783451,1748267,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110953,110.9531,110.2188,0.5470008969254125,5381,,0.002,,1,rates
18/08/2005,110.9844,111.6563,110.9844,111.5781,908171,1673805,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,111.5781,110.7969,0.5449339237655677,5382,,0.002,,1,rates
19/08/2005,111.6094,111.6563,111.3125,111.5781,472957,1656468,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,111.5781,110.7813,0.53897582469334,5383,,0.002,,1,rates
22/08/2005,111.5781,111.7188,111.1875,111.5938,618196,1592397,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111594,111.5938,110.7969,0.5422005241641404,5384,,0.002,,1,rates
23/08/2005,111.5469,111.8438,111.4063,111.7188,686002,1537660,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111719,111.7188,110.9219,0.5404864582983256,5385,,0.002,,1,rates
24/08/2005,111.7344,111.9844,111.5625,111.75,823656,1502352,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111750,111.75,110.9375,0.5317103626385282,5386,,0.002,,1,rates
25/08/2005,111.7656,111.9375,111.6563,111.8594,797003,1353621,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111859,111.8594,111.0313,0.5578784678917291,5387,,0.002,,1,rates
26/08/2005,111.8438,111.9688,111.5,111.5781,822166,1132001,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,111.5781,110.7344,0.5631253857450955,5388,,0.002,,1,rates
29/08/2005,111.8594,112.0156,111.6719,111.7344,728776,943721,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111734,111.7344,110.875,0.5779344794212509,5389,,0.002,,1,rates
30/08/2005,110.9063,111.6094,110.7656,111.5781,1426800,1134015,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,112.4531,111.5781,0.5849880792836057,5390,,0.002,,1,rates
31/08/2005,111.5,112.2344,111.4219,112.0781,1129307,1285188,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112078,112.9219,112.0781,0.6181104002554529,5391,,0.002,,1,rates
01/09/2005,112.0938,112.4844,111.875,112.2813,1275404,1354656,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112281,113.125,112.2813,0.6530258982133196,5392,,0.002,,1,rates
02/09/2005,112.1094,112.625,112.0156,112.2813,742803,1343723,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112281,113.125,112.2813,0.6903866440896439,5393,,0.002,,1,rates
05/09/2005,112.1094,112.625,112.0156,112.2031,742803,1343723,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,112203,113.1094,112.2031,0.7102791766181923,5394,,0.002,,1,rates
06/09/2005,112.0625,112.1875,111.7813,111.8594,641242,1376415,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111859,112.875,111.8594,0.7062798746041099,5395,,0.002,,1,rates
07/09/2005,111.8281,111.875,111.2969,111.5156,866759,1401955,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111516,112.5781,111.5156,0.7002707592573195,5396,,0.002,,1,rates
08/09/2005,111.5,111.7813,111.4375,111.5156,646207,1432370,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111516,112.5,111.5156,0.6872863196932699,5397,,0.002,,1,rates
09/09/2005,111.4844,111.7813,111.4688,111.5781,447196,1461059,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111578,112.5625,111.5781,0.6361926511711994,5398,,0.002,,1,rates
12/09/2005,111.5625,111.6406,111.0156,111.2188,814368,1503290,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111219,112.25,111.2188,0.5599164938669755,5399,,0.002,,1,rates
13/09/2005,111.1875,111.6563,111.0313,111.5156,772584,1551173,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111516,112.5469,111.5156,0.4913530674620204,5400,,0.002,,1,rates
14/09/2005,111.5,111.7344,111.2344,111.2813,743688,1559050,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111281,112.2656,111.2813,0.40862180204239995,5401,,0.002,,1,rates
15/09/2005,111.2813,111.5625,110.7969,110.9531,1187216,1592544,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110953,111.8281,110.9531,0.3812536711574814,5402,,0.002,,1,rates
16/09/2005,110.9375,111.0156,110.4844,110.6094,829271,1548694,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110609,111.4219,110.6094,0.4212283962068982,5403,,0.002,,1,rates
19/09/2005,110.5156,110.875,110.5,110.7656,569438,1579295,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110766,111.4688,110.7656,0.43402885764776983,5404,,0.002,,1,rates
20/09/2005,110.7656,110.8125,110.25,110.7188,812911,1544740,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110719,111.375,110.7188,0.4634817436221242,5405,,0.002,,1,rates
21/09/2005,110.6719,111.2656,110.6406,111.1094,873758,1563192,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111109,111.6875,111.1094,0.45634844666220914,5406,,0.002,,1,rates
22/09/2005,111.2813,111.5625,111.1094,111.2344,772267,1569671,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,111234,111.2344,111.0625,0.46025464933845567,5407,,0.002,,1,rates
23/09/2005,111.2031,111.2188,110.625,110.6719,681973,1562084,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110672,110.6719,110.4844,0.4905362642771317,5408,,0.002,,1,rates
26/09/2005,110.5156,110.5469,110.2031,110.3594,695454,1588475,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110359,110.3594,110.1875,0.5391718255846184,5409,,0.002,,1,rates
27/09/2005,110.3594,110.5625,110.0938,110.2656,968912,1575300,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110266,110.2656,110.0938,0.5841789307260178,5410,,0.002,,1,rates
28/09/2005,110.4063,110.5625,110,110.4375,769087,1570725,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110438,110.4375,110.2813,0.6080885199575323,5411,,0.002,,1,rates
29/09/2005,110.4375,110.5938,110.125,110.25,763007,1602327,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,110250,110.25,110.1406,0.6341344409803119,5412,,0.002,,1,rates
30/09/2005,110.2031,110.3594,109.8438,109.9219,716537,1580747,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109922,109.9219,109.8125,0.6844426314678844,5413,,0.002,,1,rates
03/10/2005,109.8906,110.0781,109.4688,109.5625,682994,1606147,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109563,109.5625,109.4844,0.7483145877708097,5414,,0.002,,1,rates
04/10/2005,109.5938,109.7969,109.3906,109.6094,532541,1628393,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109609,109.6094,109.5156,0.7989454855644738,5415,,0.002,,1,rates
05/10/2005,109.6563,109.9375,109.5938,109.6719,647496,1615192,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109672,109.6719,109.6094,0.8124789730020241,5416,,0.002,,1,rates
06/10/2005,109.7813,109.9063,109.4844,109.6719,599975,1647382,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109672,109.6719,109.625,0.7999163576089187,5417,,0.002,,1,rates
07/10/2005,109.5469,109.8125,109.1406,109.6719,882733,1642379,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109672,109.6719,109.625,0.7726019127404579,5418,,0.002,,1,rates
10/10/2005,109.5469,109.8125,109.1406,109.7344,882733,1639967,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109734,109.7344,109.6875,0.7328017239131704,5419,,0.002,,1,rates
11/10/2005,109.7188,109.8281,109.4219,109.625,595753,1607909,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109625,109.625,109.5781,0.7123473479771121,5420,,0.002,,1,rates
12/10/2005,109.5625,109.5938,109.125,109.2344,797424,1636512,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109234,109.2344,109.1563,0.7279398311467311,5421,,0.002,,1,rates
13/10/2005,109.2188,109.2344,108.7969,109,875686,1623881,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,109000,109,108.8906,0.7477427929686079,5422,,0.002,,1,rates
14/10/2005,109.0469,109.3594,108.7031,108.9219,1023912,1667332,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,108922,108.9219,108.7969,0.7541925787465593,5423,,0.002,,1,rates
17/10/2005,108.9219,109.1094,108.8125,108.8906,558418,1661861,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,108891,108.8906,108.75,0.7719117260215846,5424,,0.002,,1,rates
18/10/2005,108.8281,109.0625,108.7344,108.9844,674658,1661271,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,108984,108.9844,108.8438,0.7507005316610511,5425,,0.002,,1,rates
