,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series,smoothed_forecast,price_diff,distance,net_exp_ret,stdev,stdev_yearly,raw_carry,cum_series_carry
20,30/01/2017,161.93,162.22,161.35,162.07,814240,1708279,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162070,162.07,158.96,0.8429754840133626,4456,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001359283286994195,0.21999999999999886,0.0483999999999995,162.73038056323787,163.7200275387494,-0.9896469755115334,0.7181154775241807,0.8474169443220856,-1.167839494055938,30.0,-82.57446404494317,-20.0,1.6207,1620.7,0.005201304893029942,842.9754840133627,745.4682384270982,125000.0,167.67984678159317,-335.35969356318634,-335.0,-347.82798641676663,12.0,4.257132669737248,748.8000000000011,-0.014358669724416497,-13.3035395929289,-3.109999999999985,0.08333333333333333,-37.31999999999982,0.8474169443220856,13.55867110915337,-2.752482134831439,15153.599999999982
21,31/01/2017,162.07,162.29,161.49,162.13,1001325,1717559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162130,162.13,159.01,0.8460053191209337,4457,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0003702104029124076,0.060000000000002274,0.0036000000000002727,162.6597475557981,163.6711036144802,-1.0113560586820824,0.6794930192796304,0.8243136655907327,-1.2269068206667524,30.0,-85.16175690195826,-20.0,1.6213,1621.3,0.00521806771800983,846.0053191209337,748.1476115324847,125000.0,167.07932775987013,-334.15865551974025,-334.0,-335.35969356318634,1.0,3.7621457538661596,751.2000000000057,-0.0022923291828121986,-11.756705480831748,-3.1200000000000045,0.08333333333333333,-37.440000000000055,0.8243136655907327,13.189018649451723,-2.8387252300652754,15904.799999999988
22,01/02/2017,161.9,162.02,161.51,161.61,737846,1700070,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,158.48,0.8756725034590649,4458,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.003207302781718213,-0.5199999999999818,0.2703999999999811,162.53624784335125,163.60768504172694,-1.0714371983756905,0.6573798831023521,0.8107896663761521,-1.3214736729002852,30.0,-86.85976514077579,-20.0,1.6161,1616.1000000000001,0.0054184301928040645,875.6725034590648,774.3831831084761,125000.0,161.4187946311457,-322.8375892622914,-323.0,-334.15865551974025,11.0,4.330575303180192,751.1999999999989,-0.022657635973338138,-13.533047822438098,-3.130000000000024,0.08333333333333333,-37.56000000000029,0.8107896663761521,12.972634662018434,-2.8953255046925266,16655.999999999985
23,02/02/2017,161.94,162.56,161.63,162.37,856473,1691350,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162370,162.37,159.24,0.8212222597938718,4459,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.004702679289647849,0.7599999999999909,0.5775999999999861,162.5166892735452,163.56960242505843,-1.0529131515132235,0.6530674569887107,0.8081258917945339,-1.3029073343697877,30.0,-87.14607552495727,-20.0,1.6237000000000001,1623.7,0.005057721622183111,821.2222597938718,726.2312166553518,125000.0,172.1214912458402,-344.2429824916804,-344.0,-322.8375892622914,-21.0,3.3965486222944317,751.1999999999989,-0.025167864677380344,-10.614214444670099,-3.1299999999999955,0.08333333333333333,-37.559999999999945,0.8081258917945339,12.930014268712542,-2.9048691841652423,17407.199999999983
24,03/02/2017,162.15,162.68,162.01,162.49,657266,1685955,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162490,162.49,159.36,0.7859321429451142,4460,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0007390527806860892,0.12000000000000455,0.01440000000000109,162.51354935901048,163.53638388890278,-1.0228345298922932,0.6185448917460777,0.7864762499567789,-1.30052818498779,30.0,-89.54497990736546,-20.0,1.6249000000000002,1624.9000000000003,0.004836803144471131,785.9321429451142,695.0231189822375,125000.0,179.85013244314047,-359.70026488628093,-360.0,-344.2429824916804,-15.0,2.5666106442622367,753.5999999999967,-0.03622471402800831,-8.02065826331949,-3.1299999999999955,0.08333333333333333,-37.559999999999945,0.7864762499567789,12.583619999308462,-2.9848326635788487,18160.79999999998
25,06/02/2017,162.5,163.48,162.44,163.19,938640,1713899,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,160.05,0.7164384132505565,4461,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0043079574127637965,0.6999999999999886,0.48999999999998406,162.59313178736218,163.5257259230904,-0.932594135728209,0.611596519219262,0.7820463664126712,-1.1925049150296756,30.0,-90.33991210019767,-20.0,1.6319,1631.8999999999999,0.004390210265644687,716.4384132505564,633.567751371203,125000.0,197.29539536926865,-394.5907907385373,-395.0,-359.70026488628093,-35.0,0.8041213734226358,763.2000000000016,-0.037160942111532404,-2.512879291945737,-3.1399999999999864,0.08333333333333333,-37.679999999999836,0.7820463664126712,12.51274186260274,-3.011330403339922,18923.99999999998
26,07/02/2017,163.49,163.74,162.97,163.38,965267,1705739,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163380,163.38,160.2,0.721030974818447,4462,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001164287027391353,0.18999999999999773,0.03609999999999913,162.68570451826074,163.52124204853376,-0.8355375302730295,0.5804885992614639,0.761898024187925,-1.0966527064610696,30.0,-93.91020547173919,-20.0,1.6338,1633.8,0.00441321443762056,721.030974818447,637.6290898642085,125000.0,196.03873472369398,-392.07746944738795,-392.0,-394.5907907385373,3.0,0.6990464894472287,767.9999999999973,-0.0335668727570479,2.1845202795225895,-3.180000000000007,0.08333333333333333,-38.16000000000008,0.761898024187925,12.1903683870068,-3.1303401823913064,19691.999999999978
27,08/02/2017,163.53,164.41,163.44,164.22,993921,1701976,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164220,164.22,161.02,0.7700751045499596,4463,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.005141388174807249,0.8400000000000034,0.7056000000000058,162.8662098690536,163.54274229319427,-0.6765324241406745,0.5872513776797634,0.7663232853566199,-0.8828290058103091,30.0,-93.95512491375423,-20.0,1.6422,1642.2,0.004689289395627571,770.0751045499596,681.0002693225678,125000.0,183.55352505858048,-367.10705011716095,-367.0,-392.07746944738795,25.0,2.599397774278133,772.7999999999997,-0.03340858522968985,8.123118044619165,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.7663232853566199,12.261172565705918,-3.131837497125141,20464.799999999977
28,09/02/2017,164.21,164.46,163.97,164.23,771865,1715433,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164230,164.23,161.01,0.806459959729945,4464,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,6.089392278640915e-05,0.009999999999990905,9.99999999998181e-05,163.02665576681198,163.5638886841729,-0.5372329173609103,0.5555134653727491,0.745327757012141,-0.7208008990763496,30.0,-97.20555731137195,-20.0,1.6422999999999999,1642.3,0.004910552029044298,806.459959729945,713.1764765917447,125000.0,175.27218592145994,-350.5443718429199,-351.0,-367.10705011716095,17.0,3.8662800484029347,770.4000000000019,-0.04094198117128947,12.08212515125917,-3.219999999999999,0.08333333333333333,-38.639999999999986,0.745327757012141,11.925244112194257,-3.240185243712398,21235.19999999998
29,10/02/2017,163.96,164.17,163.76,163.91,639537,1730715,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163910,163.91,160.7,0.8310936569650947,4465,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0019484868781586284,-0.3199999999999932,0.10239999999999563,163.13057861777529,163.5745382631214,-0.4439596453461263,0.5310208456228706,0.7287117712942961,-0.6092390199181092,30.0,-99.1132610246137,-20.0,1.6391,1639.1,0.005070426801080439,831.0936569650947,734.960786138216,125000.0,170.07710119719587,-340.15420239439175,-340.0,-350.5443718429199,10.0,4.223237110330449,767.9999999999973,-0.044806818988076466,13.197615969782651,-3.210000000000008,0.08333333333333333,-38.520000000000095,0.7287117712942961,11.659388340708738,-3.3037753674871237,22003.199999999975
30,13/02/2017,163.93,164.03,163.68,163.76,512868,1743253,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163760,163.76,160.56,0.8469744191223294,4466,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0009151363553169256,-0.15000000000000568,0.022500000000001706,163.20462819215464,163.58024477810227,-0.3756165859476255,0.5035332323459587,0.7096007555984976,-0.5293350986229147,30.0,-101.46550638784606,-20.0,1.6376,1637.6,0.005172047014669818,846.9744191223294,749.0046154247696,125000.0,166.8881571966162,-333.7763143932324,-334.0,-340.15420239439175,6.0,4.232634313037147,767.9999999999973,-0.05359465280850041,13.226982228241084,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.7096007555984976,11.353612089575961,-3.3821835462615355,22771.19999999997
31,14/02/2017,163.97,164.07,163.26,163.42,740039,1754219,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163420,163.42,160.22,0.8512083567773546,4467,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.002076209086467995,-0.3400000000000034,0.11560000000000233,163.22996605190116,163.57531416954527,-0.34534811764410733,0.48256386843536647,0.6946681714569672,-0.49714112699274676,30.0,-103.64660849364961,-20.0,1.6341999999999999,1634.1999999999998,0.00520871592692054,851.2083567773547,752.7488121483505,125000.0,166.05805015254572,-332.11610030509144,-332.0,-333.7763143932324,2.0,3.720802048236454,765.5999999999995,-0.05632685355374742,11.627506400738918,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.6946681714569672,11.114690743311476,-3.45488694978832,23536.79999999997
