,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
15,23/01/2017,162.77,163.38,162.45,163.13,794009,1708741,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,159.98,0.539948454312245,4451,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.005175919650009186,0.8400000000000034,0.7056000000000058,163.0092035393444,163.41191113136097,-0.40270759201655437,0.8575704807886488,0.9260510141394203,-0.4348654511120975,7.5,-3.2614908833407315,-3.2614908833407315,1.6313,1631.3,0.33,538.3290000000001,608.7424332,125000.0,205.34136144067966,-66.97189783115508,-67.0,-87.0,20.0,3.2614908833407315,0.007397484379550486,-0.019534483372202066
16,24/01/2017,163.14,163.23,162.48,162.76,723034,1715412,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162760,162.76,159.63,0.5519833934526632,4452,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.002268129712499234,-0.37000000000000455,0.13690000000000335,162.90952212360665,163.33521570414203,-0.42569358053538053,0.8186153196649383,0.9047736289619289,-0.4704973342600516,7.5,-3.528730006950387,-3.528730006950387,1.6276,1627.6,0.34,553.384,625.7666272,125000.0,199.75497983859245,-70.48813913942107,-70.0,-67.0,-3.0,3.528730006950387,0.02168057266496927,0.002146089292767203
17,25/01/2017,162.44,162.49,161.52,161.76,1048098,1741948,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161760,161.76,158.64,0.6477635885471852,4453,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.0061440157286802854,-1.0,1.0,162.44971327416397,163.14989620953708,-0.7001829353731068,0.828419896980347,0.9101757506000404,-0.7692832234999732,7.5,-5.769624176249799,-5.769624176249799,1.6176,1617.6,0.4,647.04,731.672832,125000.0,170.84138501947277,-98.56905853123503,-99.0,-70.0,-29.0,5.769624176249799,0.011770375730479177,0.01391646502324638
18,26/01/2017,161.6,161.88,161.31,161.43,875402,1719559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161430,161.43,158.32,0.7573557068165119,4454,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.002040059347180878,-0.3299999999999841,0.10889999999998949,162.0418279644984,162.9475554790033,-0.9057275145049175,0.7895269295760033,0.888553278974313,-1.0193283125919352,7.5,-7.644962344439515,-7.644962344439515,1.6143,1614.3000000000002,0.47,758.721,857.9617068,125000.0,145.69414812954912,-111.38262762555958,-111.0,-99.0,-12.0,7.644962344439515,-0.019890256982374014,-0.005973791959127634
19,27/01/2017,161.54,161.93,161.49,161.85,699866,1720039,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161850,161.85,158.74,0.8127580615703233,4455,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0026017468871957217,0.4199999999999875,0.17639999999998948,161.96509677869903,162.81843130500292,-0.8533345263038825,0.7563849333827053,0.8697039343263345,-0.9811781833146108,7.5,-7.358836374859581,-7.358836374859581,1.6185,1618.5,0.5,809.25,915.0999,125000.0,136.59710814087074,-100.51957680876674,-101.0,-111.0,10.0,7.358836374859581,-0.010002743296071578,-0.015976535255199212
20,30/01/2017,161.93,162.22,161.35,162.07,814240,1708279,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162070,162.07,158.96,0.8429754840133626,4456,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.001359283286994195,0.21999999999999886,0.0483999999999995,162.00705806721942,162.73038056323787,-0.7233224960184543,0.7181154775241807,0.8474169443220856,-0.8535615211200385,7.5,-6.401711408400288,-6.401711408400288,1.6207,1620.7,0.52,842.764,952.9975312,125000.0,131.16508270761403,-83.96810063531002,-84.0,-101.0,17.0,6.401711408400288,-0.002369980159832827,-0.01834651541503204
21,31/01/2017,162.07,162.29,161.49,162.13,1001325,1717559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162130,162.13,159.01,0.8460053191209337,4457,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0003702104029124076,0.060000000000002274,0.0036000000000002727,162.05623484033165,162.6597475557981,-0.6035127154664508,0.6794930192796304,0.8243136655907327,-0.7321396461794091,7.5,-5.491047346345568,-5.491047346345568,1.6213,1621.3,0.52,843.076,953.3503408,125000.0,131.11654199977184,-71.99671400098545,-72.0,-84.0,12.0,5.491047346345568,0.017611451428480553,-0.0007350639865514874
22,01/02/2017,161.9,162.02,161.51,161.61,737846,1700070,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,158.48,0.8756725034590649,4458,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.003207302781718213,-0.5199999999999818,0.2703999999999811,161.87774090419902,162.53624784335125,-0.6585069391522325,0.6573798831023521,0.8107896663761521,-0.8121797384214926,7.5,-6.091348038161194,-6.091348038161194,1.6161,1616.1000000000001,0.54,872.6940000000002,986.8423752000002,125000.0,126.66663201878278,-77.15705404480984,-77.0,-72.0,-5.0,6.091348038161194,-0.028645656265097703,-0.02938072025164919
23,02/02/2017,161.94,162.56,161.63,162.37,856473,1691350,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162370,162.37,159.24,0.8212222597938718,4459,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.004702679289647849,0.7599999999999909,0.5775999999999861,162.07464454251942,162.5166892735452,-0.44204473102578845,0.6530674569887107,0.8081258917945339,-0.546999836924144,7.5,-4.10249877693108,-4.10249877693108,1.6237000000000001,1623.7,0.51,828.087,936.4007796,125000.0,133.48985041789047,-54.76419480721084,-55.0,-77.0,22.0,4.10249877693108,-0.0030319631288521945,-0.032412683380501385
24,03/02/2017,162.15,162.68,162.01,162.49,657266,1685955,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162490,162.49,159.36,0.7859321429451142,4460,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0007390527806860892,0.12000000000000455,0.01440000000000109,162.24078672551167,162.51354935901048,-0.27276263349881447,0.6185448917460777,0.7864762499567789,-0.34681610984922207,7.5,-2.6011208238691657,-2.6011208238691657,1.6249000000000002,1624.9000000000003,0.48,779.9520000000001,881.9697216000002,125000.0,141.7282214328569,-36.86522280989443,-37.0,-55.0,18.0,2.6011208238691657,-0.011205517734681446,-0.04361820111518283
25,06/02/2017,162.5,163.48,162.44,163.19,938640,1713899,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,160.05,0.7164384132505565,4461,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0043079574127637965,0.6999999999999886,0.48999999999998406,162.620472035307,162.59313178736218,0.027340247944806606,0.611596519219262,0.7820463664126712,0.034959881049277414,7.5,0.2621991078695806,0.2621991078695806,1.6319,1631.8999999999999,0.44,718.036,811.9551088,125000.0,153.9493977502516,4.036539474717519,4.0,-37.0,41.0,0.2621991078695806,0.0003052750198861387,-0.04331292609529669
26,07/02/2017,163.49,163.74,162.97,163.38,965267,1705739,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163380,163.38,160.2,0.721030974818447,4462,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.001164287027391353,0.18999999999999773,0.03609999999999913,162.9242832211842,162.68570451826074,0.23857870292346206,0.5804885992614639,0.761898024187925,0.31313731673966877,7.5,2.348529875547516,2.348529875547516,1.6338,1633.8,0.44,718.872,812.9004576,125000.0,153.7703649091906,36.113429596307746,36.0,4.0,32.0,2.348529875547516,0.012074703730321538,-0.03123822236497515
27,08/02/2017,163.53,164.41,163.44,164.22,993921,1701976,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164220,164.22,161.02,0.7700751045499596,4463,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.005141388174807249,0.8400000000000034,0.7056000000000058,163.4425699327105,162.8662098690536,0.5763600636569208,0.5872513776797634,0.7663232853566199,0.7521108580025767,7.5,5.640831435019325,5.640831435019325,1.6422,1642.2,0.47,771.834,872.7898872,125000.0,143.21889131989477,80.78736242458788,81.0,36.0,45.0,5.640831435019325,0.00034349235385521627,-0.030894730011119934
28,09/02/2017,164.21,164.46,163.97,164.23,771865,1715433,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164230,164.23,161.01,0.806459959729945,4464,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,6.089392278640915e-05,0.009999999999990905,9.99999999998181e-05,163.75754195962628,163.02665576681198,0.730886192814296,0.5555134653727491,0.745327757012141,0.9806238744472121,7.5,7.35467905835409,7.35467905835409,1.6422999999999999,1642.3,0.49,804.727,909.9852916,125000.0,137.36485760139732,101.02744415547885,101.0,81.0,20.0,7.35467905835409,-0.014330495638271002,-0.04522522564939094
29,10/02/2017,163.96,164.17,163.76,163.91,639537,1730715,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163910,163.91,160.7,0.8310936569650947,4465,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.0019484868781586284,-0.3199999999999932,0.10239999999999563,163.8185251757758,163.13057861777529,0.6879465580005046,0.5310208456228706,0.7287117712942961,0.9440585223134428,7.5,7.080438917350821,7.080438917350821,1.6391,1639.1,0.51,835.9409999999999,945.2820827999999,125000.0,132.23565988867594,93.6286512537348,94.0,101.0,-7.0,7.080438917350821,-0.006479567064868549,-0.051704792714259484
30,13/02/2017,163.93,164.03,163.68,163.76,512868,1743253,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163760,163.76,160.56,0.8469744191223294,4466,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.0009151363553169256,-0.15000000000000568,0.022500000000001706,163.79511510546547,163.20462819215464,0.5904869133108264,0.5035332323459587,0.7096007555984976,0.8321396343677689,7.5,6.241047257758267,6.241047257758267,1.6376,1637.6,0.52,851.552,962.9350016000001,125000.0,129.811461617141,81.01594665512503,81.0,94.0,-13.0,6.241047257758267,-0.012957719025633876,-0.06466251173989336
31,14/02/2017,163.97,164.07,163.26,163.42,740039,1754219,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163420,163.42,160.22,0.8512083567773546,4467,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.002076209086467995,-0.3400000000000034,0.11560000000000233,163.64506906327927,163.22996605190116,0.41510301137810757,0.48256386843536647,0.6946681714569672,0.597555823678359,7.5,4.481668677587693,4.481668677587693,1.6341999999999999,1634.1999999999998,0.52,849.7839999999999,960.9357471999999,125000.0,130.08153808850207,58.29823547836702,58.0,81.0,-23.0,4.481668677587693,-0.003290908342371752,-0.06795342008226511
32,15/02/2017,163.52,163.55,163.13,163.3,665674,1746602,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.11,0.847630619224911,4468,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.0007343042467260474,-0.11999999999997613,0.01439999999999427,163.50704143796756,163.23820533991278,0.26883609805477704,0.4572577133848058,0.6762083357847682,0.3975640107168768,7.5,2.981730080376576,2.981730080376576,1.6330000000000002,1633.0000000000002,0.52,849.1600000000002,960.2301280000003,125000.0,130.17712770620332,38.81530574586094,39.0,58.0,-19.0,2.981730080376576,0.009859976995733688,-0.05809344308653142
33,16/02/2017,163.48,163.88,163.32,163.84,754372,1748981,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163840,163.84,160.65,0.8454531329298753,4469,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.003306797305572484,0.539999999999992,0.2915999999999914,163.64022486278054,163.30900471168775,0.33122015109279346,0.44830324239103203,0.6695545103955555,0.49468735696682437,7.5,3.710155177251183,3.710155177251183,1.6384,1638.4,0.52,851.9680000000001,963.4054144000002,125000.0,129.74807711439823,48.13855000443703,48.0,39.0,9.0,3.710155177251183,0.013360544156361072,-0.04473289893017035
34,17/02/2017,163.79,164.64,163.62,164.43,751339,1742367,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164430,164.43,161.23,0.8905195112859303,4470,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.00360107421875,0.5900000000000034,0.348100000000004,163.95613491766832,163.4408865103127,0.5152484073556138,0.4428868509104359,0.6654974462088009,0.7742304802082648,7.5,5.806728601561986,5.806728601561986,1.6443,1644.3000000000002,0.54,887.9220000000001,1004.0621976000002,125000.0,124.49427963604869,72.29044942934998,72.0,48.0,24.0,5.806728601561986,0.005297143405913063,-0.039435755524257286
35,20/02/2017,164.28,164.68,164.18,164.58,597814,1722583,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164580,164.58,161.38,0.9379187953376296,4471,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0009122422915526229,0.15000000000000568,0.022500000000001706,164.205680950601,163.57489986204064,0.6307810885603544,0.4201632373477097,0.6481999979541112,0.9731272609553604,7.5,7.298454457165203,7.298454457165203,1.6458000000000002,1645.8000000000002,0.57,938.106,1060.8102648,125000.0,117.8344555551288,86.00094073539648,86.0,72.0,14.0,7.298454457165203,-0.007538809440504615,-0.0469745649647619
36,21/02/2017,164.57,164.64,164.09,164.41,692504,1701228,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164410,164.41,161.22,0.9621827615622642,4472,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.001032932312553303,-0.17000000000001592,0.02890000000000541,164.28740857036058,163.67314693709469,0.6142616332658974,0.3990138731667527,0.6316754492354065,0.9724323369056259,7.5,7.293242526792194,7.293242526792194,1.6441,1644.1,0.59,970.0189999999999,1096.8974852,125000.0,113.95777790228816,83.11217120557077,83.0,86.0,-3.0,7.293242526792194,0.025728852658229554,-0.021245712306532345
37,22/02/2017,164.35,165.53,164.31,164.99,1140900,1712331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164990,164.99,161.78,1.0338388010940458,4473,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.0035277659509762582,0.5800000000000125,0.3364000000000145,164.56844514221638,163.82807082684823,0.7403743153681432,0.39562933948206414,0.6289907308395444,1.1770830301106818,7.5,8.828122725830113,8.828122725830113,1.6499000000000001,1649.9,0.63,1039.4370000000001,1175.3953596000001,125000.0,106.34719541732653,93.88460926919964,94.0,83.0,11.0,8.828122725830113,0.03477956101454262,0.013533848708010273
38,23/02/2017,165.1,165.8,164.84,165.64,781978,1693507,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165640,165.64,162.4,1.14746924431444,4474,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.003939632705012297,0.6499999999999773,0.42249999999997045,164.99706708532983,164.04123896486607,0.9558281204637638,0.39708180761816714,0.630144275240335,1.516840123794212,7.5,11.37630092845659,11.37630092845659,1.6563999999999999,1656.3999999999999,0.69,1142.9159999999997,1292.4094127999997,125000.0,96.71857753588162,110.02996434204508,110.0,94.0,16.0,11.37630092845659,0.03914810148044362,0.0526819501884539
39,24/02/2017,165.72,166.4,165.6,166.21,841355,1651201,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166210,166.21,162.95,1.272212901462456,4475,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,0.003441197778314642,0.5700000000000216,0.3249000000000246,165.4822402511979,164.29638732194064,1.1858529292572655,0.3931800882874567,0.6270407389376361,1.8911896079773014,7.5,14.18392205982976,14.18392205982976,1.6621000000000001,1662.1000000000001,0.77,1279.8170000000002,1447.2170636000003,125000.0,86.37266871982449,122.51032012214864,123.0,110.0,13.0,14.18392205982976,-0.011093856373129112,0.041588093815324786
40,27/02/2017,166.22,166.32,165.9,166.08,640091,1624074,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166080,166.08,162.84,1.3781034068533584,4476,0.002,,1.1308,,1.1308,1000,36,0.05405405405405406,0.4,0.11764705882352941,-0.0007821430720172939,-0.12999999999999545,0.01689999999999882,165.72134415071875,164.50622410759468,1.2151200431240738,0.37284062405570223,0.6106067671224273,1.9900205968081597,7.5,14.925154476061198,14.925154476061198,1.6608,1660.8,0.83,1378.464,1558.7670911999999,125000.0,80.19158263327853,119.68717584815086,120.0,123.0,-3.0,14.925154476061198,-0.0026960177883061875,0.0388920760270186
