Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,usdjpy,assetClass
03/11/2016,96.92,97.665,96.81,97.235,122459,157061,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,121544,97.235,97.62,0.8693401233254786,6939,0.002,,0.006938181,,fx
04/11/2016,97.23,97.385,96.89,97.095,124299,159490,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,121369,97.095,97.495,0.7365897207335077,6940,0.002,,0.006938181,,fx
07/11/2016,96.44,96.44,95.705,95.745,115687,159442,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,119681,95.745,96.145,0.595716165655819,6941,0.002,,0.006938181,,fx
08/11/2016,95.77,96.015,95.195,95.325,108877,161024,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,119156,95.325,95.725,0.5880899166145619,6942,0.002,,0.006938181,,fx
09/11/2016,95.23,98.965,94.545,94.595,581035,161513,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,118244,94.595,94.985,0.6769821514317088,6943,0.002,,0.006938181,,fx
10/11/2016,94.74,95.39,93.605,93.73,278010,168472,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,117163,93.73,94.12,0.8446378908683257,6944,0.002,,0.006938181,,fx
11/11/2016,93.73,94.42,93.615,93.755,158180,169144,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,117194,93.755,94.15,0.9382536082303324,6945,0.002,,0.006938181,,fx
14/11/2016,93.73,93.8,92.225,92.265,184552,167735,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,115331,92.265,92.665,1.1890187831530128,6946,0.002,,0.006938181,,fx
15/11/2016,92.43,92.89,91.55,91.565,161063,167153,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114456,91.565,91.975,1.4418261568895157,6947,0.002,,0.006938181,,fx
16/11/2016,91.81,92.015,91.205,91.705,141040,169690,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114631,91.705,92.115,1.6361540779189738,6948,0.002,,0.006938181,,fx
17/11/2016,91.905,92.205,90.835,91.075,157139,177995,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113844,91.075,91.475,1.8305769127129512,6949,0.002,,0.006938181,,fx
18/11/2016,90.825,91.155,90.18,90.47,169858,177567,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113088,90.47,90.865,2.0482284011696077,6950,0.002,,0.006938181,,fx
21/11/2016,90.225,90.615,89.87,90.06,150129,180311,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112575,90.06,90.46,2.2462905904382198,6951,0.002,,0.006938181,,fx
22/11/2016,90.315,90.765,89.875,90.05,148136,183071,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112563,90.05,90.455,2.40134123981261,6952,0.002,,0.006938181,,fx
23/11/2016,90.055,90.28,88.59,90.05,164012,182800,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112563,90.05,90.455,2.502512287687099,6953,0.002,,0.006938181,,fx
24/11/2016,90.055,90.28,88.59,88.89,164012,182800,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111113,88.89,89.295,2.6739847450372167,6954,0.002,,0.006938181,,fx
25/11/2016,88.905,89.03,87.86,88.41,229195,189008,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110513,88.41,88.815,2.832294240839381,6955,0.002,,0.006938181,,fx
28/11/2016,88.605,89.87,88.575,89.13,196857,190482,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111413,89.13,89.54,2.9154595406828654,6956,0.002,,0.006938181,,fx
29/11/2016,89.47,89.645,88.29,89.11,171297,195018,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111388,89.11,89.525,2.970188714547539,6957,0.002,,0.006938181,,fx
30/11/2016,88.96,89.3,87.355,87.535,209488,204929,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109419,87.535,87.92,3.104194299657442,6958,0.002,,0.006938181,,fx
01/12/2016,87.45,87.89,87.125,87.74,174389,207640,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109675,87.74,88.13,3.2122212849302993,6959,0.002,,0.006938181,,fx
02/12/2016,87.63,88.275,87.595,87.99,165650,210834,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109988,87.99,88.385,3.2545635652151743,6960,0.002,,0.006938181,,fx
05/12/2016,88.44,88.54,87.16,87.94,174820,217998,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109925,87.94,88.33,3.2777257359373864,6961,0.002,,0.006938181,,fx
06/12/2016,87.9,88.135,87.605,87.68,107139,219622,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109600,87.68,88.06,3.2343314997115686,6962,0.002,,0.006938181,,fx
07/12/2016,87.715,88.2,87.435,87.85,105010,220890,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109813,87.85,88.225,3.100241079339911,6963,0.002,,0.006938181,,fx
08/12/2016,88.005,88.43,87.43,87.71,171577,222791,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109638,87.71,88.08,2.890472236508581,6964,0.002,,0.006938181,,fx
09/12/2016,87.655,87.725,86.66,86.815,145330,216569,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108519,86.815,87.18,2.6650618035411155,6965,0.002,,0.006938181,,fx
12/12/2016,86.61,87.085,86.13,86.895,166403,207350,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108619,86.895,87.27,2.492111939037658,6966,0.002,,0.006938181,,fx
13/12/2016,87.08,87.145,86.61,86.78,124113,187951,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108475,86.78,87.15,2.300473175970739,6967,0.002,,0.006938181,,fx
14/12/2016,86.775,87.145,85.195,85.945,223774,161806,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107431,85.945,86.295,2.163007975026391,6968,0.002,,0.006938181,,fx
15/12/2016,85.645,85.745,84.615,85.15,198690,195228,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106438,84.81,85.15,2.101679447496207,6969,0.002,,0.006938181,,fx
16/12/2016,84.93,85.46,84.78,85.055,139498,212340,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106319,84.73,85.055,1.981581817646741,6970,0.002,,0.006938181,,fx
19/12/2016,85.15,86.135,85.15,85.61,133075,211349,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107013,85.53,85.61,1.9080098270261387,6971,0.002,,0.006938181,,fx
20/12/2016,85.75,85.805,84.9,85.21,122745,220154,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106513,85.21,85.62,1.8763554434137648,6972,0.002,,0.006938181,,fx
21/12/2016,85.15,85.7,85.005,85.365,119887,218467,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106706,85.365,85.765,1.7858129101416573,6973,0.002,,0.006938181,,fx
22/12/2016,85.41,85.575,85.135,85.35,68917,217338,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106688,85.35,85.755,1.711271286703371,6974,0.002,,0.006938181,,fx
23/12/2016,85.36,85.66,85.33,85.35,39923,216919,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106688,85.35,85.755,1.6528283082932498,6975,0.002,,0.006938181,,fx
26/12/2016,85.36,85.66,85.33,85.635,39923,216919,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107044,85.635,86.04,1.5857408100618544,6976,0.002,,0.006938181,,fx
27/12/2016,85.7,85.7,85.32,85.465,43949,219026,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106831,85.465,85.87,1.5016612467627537,6977,0.002,,0.006938181,,fx
28/12/2016,85.45,85.765,85.2,85.665,71612,221608,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107081,85.665,86.075,1.3800815193419456,6978,0.002,,0.006938181,,fx
29/12/2016,85.69,86.315,85.61,86.005,113078,209666,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107506,86.005,86.425,1.3182290203258475,6979,0.002,,0.006938181,,fx
30/12/2016,86.07,86.445,85.595,86.005,94328,212492,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107506,86.005,86.425,1.2749487898327412,6980,0.002,,0.006938181,,fx
02/01/2017,86.07,86.445,85.595,85.97,94328,212492,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107463,85.97,86.39,1.165558700093101,6981,0.002,,0.006938181,,fx
03/01/2017,85.56,85.665,84.54,85.245,154280,219461,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106556,85.245,85.665,1.0520087135393978,6982,0.002,,0.006938181,,fx
04/01/2017,85.195,85.665,84.845,85.265,136756,216165,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,106581,85.265,85.685,1.0405278308129058,6983,0.002,,0.006938181,,fx
05/01/2017,85.48,87.01,85.375,86.73,266589,205208,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108413,86.73,87.16,0.9981024496661508,6984,0.002,,0.006938181,,fx
06/01/2017,86.86,87.12,85.54,85.665,196578,204980,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107081,85.665,86.1,0.9290538197702164,6985,0.002,,0.006938181,,fx
09/01/2017,85.575,86.445,85.285,86.375,141624,199866,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,107969,86.375,86.81,0.8487560996519176,6986,0.002,,0.006938181,,fx
10/01/2017,86.47,87.01,86.14,86.58,172113,201571,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108225,86.58,87.02,0.7859284848909782,6987,0.002,,0.006938181,,fx
11/01/2017,86.53,87.72,85.735,86.825,281625,200620,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108531,86.825,87.265,0.7075511171378742,6988,0.002,,0.006938181,,fx
12/01/2017,86.81,88.085,86.81,87.37,232159,201209,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109213,87.37,87.82,0.6747514974885668,6989,0.002,,0.006938181,,fx
13/01/2017,87.33,87.765,86.785,87.37,184150,199644,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109213,87.37,87.82,0.7130239009760126,6990,0.002,,0.006938181,,fx
16/01/2017,87.33,87.765,86.785,87.52,184150,199644,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109400,87.52,87.97,0.7569517818393069,6991,0.002,,0.006938181,,fx
17/01/2017,87.565,88.98,87.525,88.915,290813,203079,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111144,88.915,89.37,0.9474189939143355,6992,0.002,,0.006938181,,fx
18/01/2017,88.835,88.935,87.285,88.175,148501,199950,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110219,88.175,88.625,1.0363914559806042,6993,0.002,,0.006938181,,fx
19/01/2017,87.43,87.555,86.62,87.26,190782,194478,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109075,87.26,87.705,1.037069870691562,6994,0.002,,0.006938181,,fx
20/01/2017,87.08,87.695,86.8,87.65,196123,190666,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109563,87.65,88.095,1.043451803724614,6995,0.002,,0.006938181,,fx
23/01/2017,87.56,88.88,87.54,88.635,215189,191514,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110794,88.635,89.075,1.12696032909892,6996,0.002,,0.006938181,,fx
24/01/2017,88.95,89.01,87.925,87.955,151156,188042,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109944,87.955,88.395,1.133396701672755,6997,0.002,,0.006938181,,fx
25/01/2017,87.94,88.59,87.85,88.16,155568,190518,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110200,88.16,88.595,1.1469609482000442,6998,0.002,,0.006938181,,fx
26/01/2017,88.37,88.585,87.185,87.585,157792,190361,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109481,87.585,88.015,1.1254212174541092,6999,0.002,,0.006938181,,fx
27/01/2017,87.45,87.54,86.785,87.04,136891,191082,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,108800,87.04,87.465,1.0863376163494696,7000,0.002,,0.006938181,,fx
30/01/2017,87.165,88.255,87.1,88.08,155837,192141,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110100,88.08,88.495,1.0831444579075267,7001,0.002,,0.006938181,,fx
31/01/2017,88.015,89.33,87.855,88.83,260595,195441,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111038,88.83,89.245,1.1010922607555236,7002,0.002,,0.006938181,,fx
01/02/2017,88.845,88.865,87.85,88.57,170698,193254,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110713,88.57,88.975,1.0993760351652384,7003,0.002,,0.006938181,,fx
02/02/2017,88.38,89.335,88.305,88.81,172156,193197,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111013,88.81,89.2,1.1162770340267556,7004,0.002,,0.006938181,,fx
03/02/2017,88.71,89.13,88.205,88.63,182404,191636,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110788,88.63,89.015,1.112508164777008,7005,0.002,,0.006938181,,fx
06/02/2017,88.895,89.675,88.76,89.545,140220,194474,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111931,89.545,89.93,1.1490761869267365,7006,0.002,,0.006938181,,fx
07/02/2017,89.545,89.71,88.915,89.25,128187,191812,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111563,89.25,89.63,1.0918864791552259,7007,0.002,,0.006938181,,fx
08/02/2017,89.105,89.67,88.935,89.3,129738,191960,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111625,89.3,89.68,1.010344413238329,7008,0.002,,0.006938181,,fx
09/02/2017,89.48,89.49,88.29,88.335,150652,190611,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110419,88.335,88.72,0.9853733218236967,7009,0.002,,0.006938181,,fx
10/02/2017,88.34,88.68,87.89,88.255,150651,192945,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110319,88.255,88.65,0.865371644648592,7010,0.002,,0.006938181,,fx
13/02/2017,88.055,88.225,87.655,88.07,103808,192126,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110088,88.07,88.465,0.79277666045474,7011,0.002,,0.006938181,,fx
14/02/2017,87.96,88.365,87.395,87.64,155522,194479,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109550,87.64,88.03,0.7337659708847317,7012,0.002,,0.006938181,,fx
15/02/2017,87.54,87.895,87.045,87.575,142784,195194,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109469,87.575,87.965,0.6914025600389373,7013,0.002,,0.006938181,,fx
16/02/2017,87.57,88.5,87.54,88.455,135495,194884,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110569,88.455,88.845,0.6721596412770601,7014,0.002,,0.006938181,,fx
17/02/2017,88.325,88.855,88.155,88.455,116694,192650,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110569,88.455,88.845,0.6493347236685273,7015,0.002,,0.006938181,,fx
20/02/2017,88.325,88.855,88.155,88.595,116694,192650,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110744,88.595,88.985,0.633143085483046,7016,0.002,,0.006938181,,fx
21/02/2017,88.595,88.71,87.935,88.095,131710,194619,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110119,88.095,88.495,0.6216744861219655,7017,0.002,,0.006938181,,fx
22/02/2017,88,88.62,87.965,88.445,142763,194897,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110556,88.445,88.85,0.6221556611451862,7018,0.002,,0.006938181,,fx
23/02/2017,88.275,88.89,88.175,88.73,118353,196534,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110913,88.73,89.135,0.5894791486515629,7019,0.002,,0.006938181,,fx
24/02/2017,88.75,89.375,88.565,89.34,131653,198217,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111675,89.34,89.74,0.6028966191326675,7020,0.002,,0.006938181,,fx
27/02/2017,89.13,89.39,88.65,88.675,128561,195223,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110844,88.675,89.06,0.6035569567391847,7021,0.002,,0.006938181,,fx
28/02/2017,88.73,89.565,88.6,89.16,176118,188112,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111450,89.16,89.555,0.6131798947793149,7022,0.002,,0.006938181,,fx
01/03/2017,88.66,88.705,87.685,87.98,235822,190612,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109975,87.98,88.38,0.617948689910073,7023,0.002,,0.006938181,,fx
02/03/2017,87.93,87.96,87.27,87.34,142327,197520,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109175,87.34,87.735,0.6340987699311892,7024,0.002,,0.006938181,,fx
03/03/2017,87.43,87.88,87.155,87.64,172529,189054,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109550,87.64,88.03,0.5882867073360012,7025,0.002,,0.006938181,,fx
06/03/2017,87.665,88.07,87.635,87.79,132793,176966,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109738,87.79,88.185,0.5990981416776165,7026,0.002,,0.006938181,,fx
07/03/2017,87.76,87.935,87.605,87.7,140761,142494,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109625,87.7,88.09,0.6125280265927427,7027,0.002,,0.006938181,,fx
08/03/2017,88.115,88.42,87.52,87.78,245146,142582,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109725,87.405,87.78,0.6244706425138163,7028,0.002,,0.006938181,,fx
09/03/2017,87.75,87.825,87.295,87.435,172497,182679,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109294,87.065,87.435,0.6455464739492558,7029,0.002,,0.006938181,,fx
10/03/2017,87.25,87.595,86.945,87.465,184925,201257,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109331,87.1,87.465,0.6646490302119441,7030,0.002,,0.006938181,,fx
13/03/2017,87.5,87.715,87.38,87.505,82104,201228,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109381,87.195,87.505,0.6273056140046294,7031,0.002,,0.006938181,,fx
14/03/2017,87.42,87.695,87.175,87.54,98568,201625,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109425,87.54,87.96,0.6007564675987797,7032,0.002,,0.006938181,,fx
15/03/2017,87.54,88.75,87.415,88.525,165763,197050,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110656,88.525,88.945,0.556327241853613,7033,0.002,,0.006938181,,fx
16/03/2017,88.51,88.94,88.43,88.65,146643,196515,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110813,88.65,89.065,0.565341931956618,7034,0.002,,0.006938181,,fx
17/03/2017,88.64,89.2,88.465,89.105,103851,193819,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111381,89.105,89.52,0.5987715201658766,7035,0.002,,0.006938181,,fx
20/03/2017,89.12,89.285,88.93,89.18,78349,191554,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111475,89.18,89.59,0.6329560279843536,7036,0.002,,0.006938181,,fx
21/03/2017,89.23,89.995,88.94,89.69,194268,190417,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112113,89.69,90.095,0.6887912117337753,7037,0.002,,0.006938181,,fx
22/03/2017,89.81,90.64,89.79,90.49,245301,192376,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113113,90.49,90.89,0.8028222613764626,7038,0.002,,0.006938181,,fx
23/03/2017,90.23,90.695,89.95,90.34,209146,191015,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112925,90.34,90.72,0.8926190396962431,7039,0.002,,0.006938181,,fx
24/03/2017,90.395,90.715,90.005,90.58,160473,194630,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113225,90.58,90.96,0.9876466136030289,7040,0.002,,0.006938181,,fx
27/03/2017,90.435,91.13,90.395,90.75,139634,193645,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113438,90.75,91.12,1.081253208100744,7041,0.002,,0.006938181,,fx
28/03/2017,90.68,91.065,90.23,90.33,143344,195296,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112913,90.33,90.705,1.1260251995528796,7042,0.002,,0.006938181,,fx
29/03/2017,90.33,90.625,90.13,90.35,142612,197235,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112938,90.35,90.73,1.169781924132896,7043,0.002,,0.006938181,,fx
30/03/2017,90.34,90.41,89.59,89.875,157445,195371,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112344,89.875,90.26,1.189068718239069,7044,0.002,,0.006938181,,fx
31/03/2017,89.65,90.15,89.38,90.115,146264,192546,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112644,90.115,90.49,1.2122894318992825,7045,0.002,,0.006938181,,fx
03/04/2017,90.015,90.47,89.875,90.375,134021,193092,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112969,90.375,90.755,1.2475017702170406,7046,0.002,,0.006938181,,fx
04/04/2017,90.435,90.935,90.43,90.625,141310,192109,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113281,90.625,91.005,1.2915262934584877,7047,0.002,,0.006938181,,fx
05/04/2017,90.57,90.71,89.955,90.405,183191,191249,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113006,90.405,90.78,1.3022623583701955,7048,0.002,,0.006938181,,fx
06/04/2017,90.71,90.905,90.21,90.535,157682,190922,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,113169,90.535,90.91,1.2785758679201793,7049,0.002,,0.006938181,,fx
07/04/2017,90.46,91.05,90.035,90.21,244774,190799,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112763,90.21,90.6,1.2482840555583183,7050,0.002,,0.006938181,,fx
10/04/2017,90.245,90.49,89.855,90.365,124080,189538,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112956,90.365,90.75,1.2215417853520494,7051,0.002,,0.006938181,,fx
11/04/2017,90.45,91.48,90.42,91.405,182792,195148,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114256,91.405,91.785,1.2267878110582122,7052,0.002,,0.006938181,,fx
12/04/2017,91.505,92.02,91.255,91.365,192194,194826,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114206,91.365,91.74,1.2164923277032742,7053,0.002,,0.006938181,,fx
13/04/2017,91.99,92.205,91.645,91.365,148284,197634,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114206,91.365,91.74,1.1604141861253046,7054,0.002,,0.006938181,,fx
14/04/2017,91.99,92.205,91.645,91.9,148284,197634,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114875,91.9,92.28,1.1129764897310717,7055,0.002,,0.006938181,,fx
17/04/2017,92.19,92.71,91.93,92.15,115438,195731,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,115188,92.15,92.535,1.0543237169045077,7056,0.002,,0.006938181,,fx
18/04/2017,91.975,92.545,91.785,92.465,157614,200569,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,115581,92.465,92.845,0.9849298621529207,7057,0.002,,0.006938181,,fx
19/04/2017,92.45,92.485,91.805,92.21,116755,198297,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,115263,92.21,92.59,0.9609423326578072,7058,0.002,,0.006938181,,fx
20/04/2017,92.07,92.18,91.53,91.675,148973,201264,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114594,91.675,92.055,0.8941961939979562,7059,0.002,,0.006938181,,fx
21/04/2017,91.68,92.045,91.58,91.765,110445,202972,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114706,91.765,92.145,0.8520004890611119,7060,0.002,,0.006938181,,fx
24/04/2017,90.9,91.385,90.75,91.3,163291,202537,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,114125,91.3,91.68,0.7847556944852301,7061,0.002,,0.006938181,,fx
25/04/2017,91.28,91.44,90.12,90.205,165733,200817,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112756,90.205,90.585,0.7578189647668617,7062,0.002,,0.006938181,,fx
26/04/2017,90.23,90.37,89.635,89.96,218209,197964,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112450,89.96,90.34,0.7776774717239764,7063,0.002,,0.006938181,,fx
27/04/2017,90.16,90.23,89.77,90.07,134787,196999,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112588,90.07,90.445,0.787658714182102,7064,0.002,,0.006938181,,fx
28/04/2017,90.03,90.195,89.68,89.94,135269,197268,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112425,89.94,90.32,0.8084163016006557,7065,0.002,,0.006938181,,fx
01/05/2017,89.91,90.07,89.485,89.57,93105,197176,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111963,89.57,89.95,0.8490439231043196,7066,0.002,,0.006938181,,fx
02/05/2017,89.57,89.605,89.18,89.43,115237,193214,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111788,89.43,89.81,0.8888844600736316,7067,0.002,,0.006938181,,fx
03/05/2017,89.42,89.46,88.81,88.94,121119,192926,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111175,88.94,89.315,0.9595705202643625,7068,0.002,,0.006938181,,fx
04/05/2017,88.875,89.175,88.595,89.085,145710,198260,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111356,89.085,89.46,1.000973567763123,7069,0.002,,0.006938181,,fx
05/05/2017,89.03,89.355,88.785,88.93,134681,190957,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111163,88.93,89.305,1.0562240923972803,7070,0.002,,0.006938181,,fx
08/05/2017,88.735,89.1,88.385,88.59,139107,195392,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110738,88.59,88.96,1.1331084826090103,7071,0.002,,0.006938181,,fx
09/05/2017,88.4,88.51,87.585,87.63,155180,199157,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109538,87.63,87.99,1.277147309446809,7072,0.002,,0.006938181,,fx
10/05/2017,87.86,88.125,87.55,87.575,143259,201371,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109469,87.575,87.935,1.4014642045710441,7073,0.002,,0.006938181,,fx
11/05/2017,87.63,88.25,87.545,87.93,150828,206627,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,109913,87.93,88.3,1.4813453063664805,7074,0.002,,0.006938181,,fx
12/05/2017,87.975,88.455,87.865,88.275,146544,209991,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110344,88.275,88.645,1.5327047715375723,7075,0.002,,0.006938181,,fx
15/05/2017,88.425,88.45,87.94,88.08,119416,214848,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110100,88.08,88.45,1.5873629337239656,7076,0.002,,0.006938181,,fx
16/05/2017,88.115,88.655,88,88.58,150887,214808,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,110725,88.58,88.95,1.589097175556238,7077,0.002,,0.006938181,,fx
17/05/2017,88.515,90.365,88.505,90.1,256816,214613,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112625,90.1,90.48,1.5623908495297112,7078,0.002,,0.006938181,,fx
18/05/2017,90.435,90.82,89.59,89.845,314365,207166,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112306,89.845,90.22,1.5326542880552698,7079,0.002,,0.006938181,,fx
19/05/2017,89.735,90.155,89.62,89.87,162887,204792,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112338,89.87,90.25,1.4719834125064888,7080,0.002,,0.006938181,,fx
22/05/2017,90.025,90.235,89.685,90.02,118666,202409,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,112525,90.02,90.4,1.3875133032494826,7081,0.002,,0.006938181,,fx
23/05/2017,89.925,90.29,89.48,89.575,164929,203665,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,111969,89.575,89.96,1.2605322949826983,7082,0.002,,0.006938181,,fx
