Date,FinalForecast,Multiplier,CARRY_forecast,EWMA004_forecast,EWMA008_forecast,EWMA016_forecast,EWMA032_forecast,EWMA064_forecast
2017-11-23,5.548983231289963,1.6470971803717043,9.181343859731465,10.50872236693504,8.752371545119756,2.4695209725771488,-4.076878331937193,-6.710706418888247
2017-11-24,5.5378054866158894,1.6510741119383208,8.85252767813418,11.522103319933638,9.54582056775286,3.185312359459213,-3.593842394456855,-6.47291569254939
2017-11-27,6.341697730498344,1.6515550475610814,9.320953775278957,12.751545739828265,10.650585953237975,4.03166124512718,-3.192311151946269,-6.416384863982195
2017-11-28,7.485537510683824,1.6545031011883637,9.299642287623138,14.83755220688731,12.02024721998942,5.006687069692728,-2.611128012897483,-6.158805071538873
2017-11-29,8.941183932287085,1.6560714793152345,9.431734710612009,13.976752873207325,12.45366393622937,5.682579960784071,-2.192293316808367,-6.038717205823497
2017-11-30,9.197263918185484,1.6564821317424239,9.661896401824016,12.282299386572076,12.466803320720953,6.210017678960381,-1.855913930155018,-5.996191820445857
2017-12-01,9.071091618953899,1.6609203049645997,9.327080650324142,13.396457727013525,12.935398570181531,6.775891019021244,-1.2643316628378851,-5.545874090016061
2017-12-04,9.881084476910079,1.664200296801559,9.170725265081362,10.685829899091733,12.115444016528077,6.88470632721645,-0.9132919205513216,-5.276870787893571
2017-12-05,9.082183834388193,1.6681625399063882,9.095144994897527,5.382371943807746,9.818063797890868,6.310063683422391,-0.7644123301238673,-4.9876622794913095
2017-12-06,6.909843369851453,1.6681330100818972,9.87002958883553,2.7180819771097937,8.608883827459463,6.1950331861608605,-0.6679026724607197,-5.02567749474674
2017-12-07,6.037365950650655,1.66943714202499,9.280625324957306,3.4719291567799404,8.314909034229064,6.244136121580004,-0.4195833381391913,-4.840746897642666
2017-12-08,6.1369764418939665,1.669829431607119,9.464011849124484,2.627676086365733,7.723416004455238,6.248923658532465,-0.2637534111713023,-4.814683140217186
2017-12-11,5.840931527348105,1.669983422694651,9.96830670231812,1.3347224232305115,6.944862996201571,6.16368718786556,-0.1560523718614912,-4.828036042561217
2017-12-12,5.407520927675452,1.6700625799330893,9.9524417880815,0.9331362113876118,6.458154413098366,6.15439855554108,-0.0310151780442218,-4.846646695985142
2017-12-13,5.200402957185008,1.675705245955999,8.83340762358756,5.533767017533812,7.073960855665438,5.9178998305623125,0.3567124987299532,-3.9810978949288782
2017-12-14,6.62836825715526,1.6756181219566133,8.97202085229718,9.31462554554976,8.779889630190697,6.739972594340013,0.802033099703483,-3.822550134648446
2017-12-15,8.597125636803256,1.6755267951764274,9.463952128835324,11.56926862533259,10.271951505055608,7.605513610686526,1.2656389351375592,-3.69731476798666
2017-12-18,10.187072817313142,1.6755508672461605,5.63279226629034,12.18079241382235,11.26083379903218,8.352864964647948,1.7061604782947333,-3.5785434507370155
2017-12-19,9.92390037199547,1.6746890426525527,6.654340426833594,14.272625158456048,12.505159188840818,9.03148383589668,2.1935959785838595,-3.2434035387779354
2017-12-20,11.559552728656483,1.6747392080355412,7.078838828796465,14.585317436782988,13.49595963345681,9.871206870669209,2.7062266248112903,-3.076952147801121
2017-12-21,12.450197960714908,1.6726419342675274,6.5182039483881535,16.184300058463325,14.660097253901288,10.631638812324796,3.233601992442192,-2.758863602799541
2017-12-22,13.511771746683815,1.672629237326678,6.701851258896343,16.804254413273025,15.84257326914911,11.64407979391362,3.847908474484419,-2.5507751543137087
2017-12-25,14.57625801364293,1.6725517044325418,6.359095071516115,16.752705954962963,16.725517977208874,12.583762412931694,4.460457500051569,-2.334702094286455
2017-12-26,15.197784527774827,1.671713933909144,6.493035290764966,17.102829400395912,17.612321366076106,13.5030995016305,5.087297047459485,-2.0786281611726825
2017-12-27,16.07524265779317,1.6710244641375722,7.198013840540013,17.576513302204507,18.544045724989054,14.479228588519426,5.756198598750864,-1.8081362951547508
2017-12-28,17.196088413656522,1.6709869163581244,7.392632756622579,16.808701299399164,19.005542800539335,15.332318905179434,6.405027031546193,-1.550700627964365
2017-12-29,17.654846243351972,1.6709763685927108,7.600916684845505,15.792738618638278,19.2484007119348,16.113609204506723,7.048478131656118,-1.2911897964775094
2018-01-01,17.958435244489234,1.670216685628878,8.05373245100644,13.405740218122816,18.69047354847552,16.506614876669797,7.555538386989554,-1.0425206038952806
2018-01-02,17.516970155482458,1.6638043628077528,7.558865668882127,8.094120533119733,16.07946290184629,15.608217732374907,7.507645450049726,-0.8169539188871097
2018-01-03,14.971219385609864,1.6625033874380737,8.215568041046955,3.3725141390512547,13.734545949702166,15.02474364153214,7.611746995921369,-0.6681549579843694
2018-01-04,13.099340944752432,1.6619675163632204,8.325556947779482,-0.8747489184136443,11.255175994191744,14.30145737267677,7.651541400729521,-0.5564592189633859
2018-01-05,11.107099249850025,1.661805531252379,8.237981042982582,-2.6040519404291955,9.63623209369178,13.905033863102108,7.820562182962183,-0.4402411032736733
2018-01-08,10.124016359405985,1.66169444647973,8.768874784810022,-2.936433078181565,8.540649181660402,13.627679646711778,8.02076307832672,-0.3117955330380386
2018-01-09,9.89050587815339,1.661816592871508,8.719735870368883,-5.263867860306769,6.442585636151403,12.582144894923212,7.823266976378092,-0.2234815137788089
2018-01-10,8.330973287853396,1.6617420748655367,9.230746324387749,-5.394668599830903,5.375031533701955,12.129236981250047,7.906464538480626,-0.1232038803233191
2018-01-11,8.06669539051485,1.6618879836263583,9.122743403144826,-6.13914463981093,4.171465389395791,11.59724566101745,7.951684510001117,-0.0401860726373133
2018-01-12,7.385304572012156,1.6618716656960173,9.37977237979386,-6.351360682716983,3.232269994424633,11.162624580277669,8.034506268027322,0.0436386561053045
2018-01-15,7.063287694650129,1.6618554701975066,9.299612918104073,-6.244362758125267,2.48474091603255,10.766110297423614,8.118834831534597,0.1288614202123359
2018-01-16,6.822214819776942,1.6670858636010448,7.918071060655322,-10.265908744643852,-0.7326111177299898,7.420259866455565,6.210124333482486,0.0591374747099633
2018-01-17,2.951304148537434,1.6691208650671585,8.451436165981441,-14.732675935290782,-3.64845005901389,5.838149659364661,5.657747274213846,-0.0314409438495805
2018-01-18,0.42706598203680224,1.669567623170629,8.359224998561661,-15.905381361932154,-5.4997770539763575,4.733753056525811,5.336521301364376,-0.1027266639782707
2018-01-19,-0.8578259072989778,1.6719657334074343,8.682552893945894,-13.680307792485891,-5.9427959125972345,3.974111203448877,5.04315454762343,-0.1311005648915257
2018-01-22,-0.5727580329384719,1.67278633372626,9.125890014986934,-13.367432988768416,-6.818091327728211,3.14506370750595,4.753943866480457,-0.1878567609701781
2018-01-23,-0.9335405073224917,1.6727700952334812,9.07993030265968,-12.88582916227752,-7.531880859990086,2.420226910293814,4.5216896208726505,-0.2487543711499463
2018-01-24,-1.2949597831292339,1.672852199150476,9.632563279171988,-11.639640995483973,-7.817322079306813,1.8386154642932664,4.318474508537172,-0.3000608135769956
2018-01-25,-1.1061260227087664,1.6728349187795464,9.584264830358563,-10.478565930230996,-7.9684608247154385,1.3247988422733117,4.131606479500359,-0.3513873784773461
2018-01-26,-1.0476694898502386,1.6728167140702623,9.854240191920123,-9.425241487955738,-8.018203854620708,0.8646663471159163,3.9524624863564863,-0.4029651868702542
2018-01-29,-0.8853228057504118,1.6730291014211056,10.06928634282628,-7.429796666866996,-7.540071265836511,0.6021652814789336,3.812768372011658,-0.4319213589940458
2018-01-30,-0.2558540609780556,1.6730337137441362,11.031335767655124,-5.650703685500934,-6.978443621695297,0.4344728576107178,3.7219232725967695,-0.4548308605303343
2018-01-31,0.5866271272160755,1.6730868793605598,11.314776197696863,-5.0843069884033945,-6.744832050258848,0.184697324911706,3.5938906106428905,-0.4903816396478762
2018-02-01,0.7736222743486667,1.6733942349281414,11.456367871467611,-6.117396874162121,-7.07540177562631,-0.2848233969183745,3.3354598758804714,-0.551901602742073
2018-02-02,0.2128304619753242,1.6751618879802954,11.52984461484998,-9.564816292648592,-8.217186791175045,-1.1983921571817215,2.687378793616606,-0.6449301490412698
