Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days,Standard Cost,Instrument_Weights,Exchange rate
12/11/2013,14.75,14.95,14.7,14.8,38743,129387,UX1 Index,Future,CBF,USD,0.05,50,1000,14800,13.35,14.8,1.2357521326447811,2052,,0.0004,,1
13/11/2013,14.75,15.05,14.6,14.65,54109,135988,UX1 Index,Future,CBF,USD,0.05,50,1000,14650,13.25,14.65,0.9649136403513828,2053,,0.0004,,1
14/11/2013,14.65,14.75,14.5,14.6,47446,147244,UX1 Index,Future,CBF,USD,0.05,50,1000,14600,13.05,14.6,0.8685812186181415,2054,,0.0004,,1
15/11/2013,14.55,14.6,14.3,14.35,62764,158618,UX1 Index,Future,CBF,USD,0.05,50,1000,14350,12.95,14.35,0.799129734984372,2055,,0.0004,,1
18/11/2013,14.3,14.45,14,14.3,66868,174736,UX1 Index,Future,CBF,USD,0.05,50,1000,14300,13.3,14.3,0.6848479149924784,2056,,0.0004,,1
19/11/2013,14.3,14.73,14.2,14.5,62362,187601,UX1 Index,Future,CBF,USD,0.05,50,1000,14500,13.6,14.5,0.37914377220640294,2057,,0.0004,,1
20/11/2013,14.5,14.75,13.95,14.15,117265,196252,UX1 Index,Future,CBF,USD,0.05,50,1000,14150,14.15,16,0.3062950647163266,2058,,0.0004,,1
21/11/2013,14.13,14.3,13.6,13.7,94731,204301,UX1 Index,Future,CBF,USD,0.05,50,1000,13700,13.7,15.5,0.33416562760042473,2059,,0.0004,,1
22/11/2013,13.7,13.8,13.55,13.6,40885,204301,UX1 Index,Future,CBF,USD,0.05,50,1000,13600,13.6,15.2,0.3671398462024954,2060,,0.0004,,1
25/11/2013,13.58,13.75,13.4,13.65,38403,198556,UX1 Index,Future,CBF,USD,0.05,50,1000,13650,13.65,15.05,0.3866738505117716,2061,,0.0004,,1
26/11/2013,13.65,13.8,13.55,13.75,41230,198108,UX1 Index,Future,CBF,USD,0.05,50,1000,13750,13.75,15,0.3957271787519027,2062,,0.0004,,1
27/11/2013,13.7,13.85,13.65,13.75,31574,191613,UX1 Index,Future,CBF,USD,0.05,50,1000,13750,13.75,15,0.3971250852518407,2063,,0.0004,,1
28/11/2013,13.7,13.85,13.65,13.85,31574,191613,UX1 Index,Future,CBF,USD,0.05,50,1000,13850,13.85,15.1,0.4007596952492689,2064,,0.0004,,1
29/11/2013,13.8,14,13.6,13.95,25625,181407,UX1 Index,Future,CBF,USD,0.05,50,1000,13950,13.95,15.15,0.3984658078216477,2065,,0.0004,,1
02/12/2013,13.95,14.3,13.9,14.3,51394,174795,UX1 Index,Future,CBF,USD,0.05,50,1000,14300,14.3,15.2,0.3917163089145345,2066,,0.0004,,1
03/12/2013,14.25,15.02,14.2,14.65,83415,166742,UX1 Index,Future,CBF,USD,0.05,50,1000,14650,14.65,15.5,0.3997603448771427,2067,,0.0004,,1
04/12/2013,14.6,15.15,14.2,14.25,87677,146675,UX1 Index,Future,CBF,USD,0.05,50,1000,14250,14.25,15.4,0.39237524557022524,2068,,0.0004,,1
05/12/2013,14.25,14.6,14.12,14.55,59887,145965,UX1 Index,Future,CBF,USD,0.05,50,1000,14550,14.55,15.5,0.394303182846602,2069,,0.0004,,1
06/12/2013,14.55,14.56,13.75,13.95,52134,138592,UX1 Index,Future,CBF,USD,0.05,50,1000,13950,13.95,15,0.3917588544027629,2070,,0.0004,,1
09/12/2013,13.9,13.95,13.7,13.75,44716,126935,UX1 Index,Future,CBF,USD,0.05,50,1000,13750,13.75,14.8,0.39783790669438085,2071,,0.0004,,1
10/12/2013,13.75,13.95,13.6,13.95,48346,120085,UX1 Index,Future,CBF,USD,0.05,50,1000,13950,13.95,14.9,0.39866443700974963,2072,,0.0004,,1
11/12/2013,13.85,15,13.8,14.9,90781,114502,UX1 Index,Future,CBF,USD,0.05,50,1000,14900,14.9,15.45,0.41633319989677786,2073,,0.0004,,1
12/12/2013,15.45,15.7,15.16,15.5,111863,124765,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.4,15.5,0.49307707308588816,2074,,0.0004,,1
13/12/2013,15.5,15.65,15.25,15.5,48520,136021,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.5,15.5,0.5364466422701608,2075,,0.0004,,1
16/12/2013,15.6,15.75,15.1,15.75,76116,136859,UX1 Index,Future,CBF,USD,0.05,50,1000,15750,15.9,15.75,0.6039660586514123,2076,,0.0004,,1
17/12/2013,15.68,15.85,15.25,15.55,90588,145271,UX1 Index,Future,CBF,USD,0.05,50,1000,15550,16.25,15.55,0.6447092367904425,2077,,0.0004,,1
18/12/2013,15.55,15.6,14.25,14.5,147184,154111,UX1 Index,Future,CBF,USD,0.05,50,1000,14500,14.5,15.55,0.6427480066113905,2078,,0.0004,,1
19/12/2013,14.45,14.65,14.2,14.45,83181,157028,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,14.45,15.6,0.6412097940634698,2079,,0.0004,,1
20/12/2013,14.45,14.55,14.19,14.45,58561,155301,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,14.45,15.45,0.6414306925430446,2080,,0.0004,,1
23/12/2013,14.35,14.45,13.85,13.9,44731,147617,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,15,0.6481512169262045,2081,,0.0004,,1
24/12/2013,13.9,13.93,13.35,13.9,44108,147617,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,15,0.653528882302018,2082,,0.0004,,1
25/12/2013,13.9,13.93,13.35,13.4,44108,148997,UX1 Index,Future,CBF,USD,0.05,50,1000,13400,13.4,14.6,0.6787672649759499,2083,,0.0004,,1
26/12/2013,13.45,13.6,13.3,13.4,47530,152543,UX1 Index,Future,CBF,USD,0.05,50,1000,13400,13.4,14.5,0.6922969016274259,2084,,0.0004,,1
27/12/2013,13.35,13.77,13.35,13.7,54617,152039,UX1 Index,Future,CBF,USD,0.05,50,1000,13700,13.7,14.65,0.6884463184128928,2085,,0.0004,,1
30/12/2013,13.7,14,13.6,13.9,37384,142936,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,14.85,0.6805328794429633,2086,,0.0004,,1
31/12/2013,13.85,14.18,13.65,13.9,46642,142936,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,14.85,0.6761286859784381,2087,,0.0004,,1
01/01/2014,13.85,14.18,13.65,13.95,46642,138777,UX1 Index,Future,CBF,USD,0.05,50,1000,13950,13.95,14.75,0.6704351820543587,2088,,0.0004,,1
02/01/2014,13.8,14.5,13.8,14.2,69708,135108,UX1 Index,Future,CBF,USD,0.05,50,1000,14200,14.2,15.05,0.6639653605444524,2089,,0.0004,,1
03/01/2014,14.2,14.35,13.9,14.05,48049,131846,UX1 Index,Future,CBF,USD,0.05,50,1000,14050,14.05,14.9,0.6618912297371252,2090,,0.0004,,1
06/01/2014,14,14.13,13.7,13.9,53653,128313,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,14.75,0.6675078027031548,2091,,0.0004,,1
07/01/2014,14.7,14.75,14.4,14.45,41136,124795,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,13.65,14.45,0.6645299090356498,2092,,0.0004,,1
08/01/2014,13.61,13.8,13.55,13.7,49857,115941,UX1 Index,Future,CBF,USD,0.05,50,1000,13700,13.7,14.45,0.6755429914789042,2093,,0.0004,,1
09/01/2014,14.46,14.6,14.35,14.55,48382,109415,UX1 Index,Future,CBF,USD,0.05,50,1000,14550,13.65,14.55,0.6755429914789042,2094,,0.0004,,1
10/01/2014,14.59,14.63,14.2,14.3,54957,117053,UX1 Index,Future,CBF,USD,0.05,50,1000,14300,13.25,14.3,0.6719064915122221,2095,,0.0004,,1
13/01/2014,14.25,14.9,14.1,14.55,88902,125105,UX1 Index,Future,CBF,USD,0.05,50,1000,14550,13.8,14.55,0.663620122260914,2096,,0.0004,,1
14/01/2014,14.55,14.65,14.05,14.1,69740,136274,UX1 Index,Future,CBF,USD,0.05,50,1000,14100,13.1,14.1,0.6606940794873141,2097,,0.0004,,1
15/01/2014,14.1,14.38,14,14.15,52319,147976,UX1 Index,Future,CBF,USD,0.05,50,1000,14150,13.15,14.15,0.6510696327349291,2098,,0.0004,,1
16/01/2014,14.13,14.42,14.1,14.3,56173,155325,UX1 Index,Future,CBF,USD,0.05,50,1000,14300,13.45,14.3,0.6019066926605864,2099,,0.0004,,1
17/01/2014,14.3,14.4,14.05,14.3,62946,155325,UX1 Index,Future,CBF,USD,0.05,50,1000,14300,13.45,14.3,0.5439592509275081,2100,,0.0004,,1
20/01/2014,14.3,14.4,14.05,14.25,62946,164759,UX1 Index,Future,CBF,USD,0.05,50,1000,14250,13.45,14.25,0.440047345940898,2101,,0.0004,,1
21/01/2014,14.2,14.35,14,14.1,65911,164759,UX1 Index,Future,CBF,USD,0.05,50,1000,14100,13.25,14.1,0.3298737132140729,2102,,0.0004,,1
22/01/2014,14.1,14.2,13.8,13.85,66445,190512,UX1 Index,Future,CBF,USD,0.05,50,1000,13850,13.85,14.8,0.32206365830838346,2103,,0.0004,,1
23/01/2014,13.8,14.65,13.8,14.2,96456,188331,UX1 Index,Future,CBF,USD,0.05,50,1000,14200,14.2,14.95,0.31347514521832176,2104,,0.0004,,1
24/01/2014,14.2,16.21,14.15,16.2,176340,181395,UX1 Index,Future,CBF,USD,0.05,50,1000,16200,16.2,16.2,0.5271938290005868,2105,,0.0004,,1
27/01/2014,15.95,16.95,15.05,16.1,206830,185547,UX1 Index,Future,CBF,USD,0.05,50,1000,16100,16.1,16.25,0.6555404894713078,2106,,0.0004,,1
28/01/2014,16.1,16.25,14.95,15.2,119681,174179,UX1 Index,Future,CBF,USD,0.05,50,1000,15200,15.2,15.55,0.6805145112361217,2107,,0.0004,,1
29/01/2014,15.15,16.55,14.74,16.4,180111,163811,UX1 Index,Future,CBF,USD,0.05,50,1000,16400,16.4,16.45,0.7785242449679474,2108,,0.0004,,1
30/01/2014,16.3,16.65,15.47,16.65,120176,166260,UX1 Index,Future,CBF,USD,0.05,50,1000,16650,16.65,16.6,0.8723626921582285,2109,,0.0004,,1
31/01/2014,16.5,18,16.4,17.6,165636,159303,UX1 Index,Future,CBF,USD,0.05,50,1000,17600,17.6,17.35,1.0505078137117878,2110,,0.0004,,1
03/02/2014,17.55,19.2,17.2,19.2,167733,153563,UX1 Index,Future,CBF,USD,0.05,50,1000,19200,19.2,18.6,1.373068340130773,2111,,0.0004,,1
04/02/2014,19.15,19.2,17.9,18.65,125182,147058,UX1 Index,Future,CBF,USD,0.05,50,1000,18650,18.65,18.35,1.548394329621098,2112,,0.0004,,1
05/02/2014,18.55,19.65,18.35,19.15,126932,133592,UX1 Index,Future,CBF,USD,0.05,50,1000,19150,19.15,18.75,1.7295061915672323,2113,,0.0004,,1
06/02/2014,19.15,19.2,16.7,17,102984,125893,UX1 Index,Future,CBF,USD,0.05,50,1000,17000,17,17,1.746956877926881,2114,,0.0004,,1
07/02/2014,16.98,17.27,15.15,15.5,106536,118270,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.5,15.9,1.7243307880651428,2115,,0.0004,,1
10/02/2014,15.87,16.15,15.68,15.85,69078,123633,UX1 Index,Future,CBF,USD,0.05,50,1000,15850,15.65,15.85,1.6949606681776836,2116,,0.0004,,1
11/02/2014,15.75,15.83,15.25,15.3,82491,127398,UX1 Index,Future,CBF,USD,0.05,50,1000,15300,15.05,15.3,1.6808182531144364,2117,,0.0004,,1
12/02/2014,15.35,15.5,14.95,15,79356,134014,UX1 Index,Future,CBF,USD,0.05,50,1000,15000,14.55,15,1.6403048497162518,2118,,0.0004,,1
13/02/2014,15.05,15.55,14.9,14.95,99876,139170,UX1 Index,Future,CBF,USD,0.05,50,1000,14950,14.6,14.95,1.6313797841099575,2119,,0.0004,,1
14/02/2014,14.95,15.05,14.6,14.95,82538,139170,UX1 Index,Future,CBF,USD,0.05,50,1000,14950,14.6,14.95,1.6143239038895858,2120,,0.0004,,1
17/02/2014,14.95,15.05,14.6,14.7,82538,152192,UX1 Index,Future,CBF,USD,0.05,50,1000,14700,14.2,14.7,1.610300179056474,2121,,0.0004,,1
18/02/2014,14.65,14.95,14.4,14.45,76702,165489,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,14.25,14.45,1.5975893297932697,2122,,0.0004,,1
19/02/2014,14.45,15.65,14.35,15.4,127042,186411,UX1 Index,Future,CBF,USD,0.05,50,1000,15400,15.4,15.8,1.5669769196351613,2123,,0.0004,,1
20/02/2014,15.4,15.7,14.9,14.95,78162,177340,UX1 Index,Future,CBF,USD,0.05,50,1000,14950,14.95,15.4,1.5475329829557625,2124,,0.0004,,1
21/02/2014,14.95,15.2,14.65,15.15,72164,175724,UX1 Index,Future,CBF,USD,0.05,50,1000,15150,15.15,15.45,1.5233597736590723,2125,,0.0004,,1
24/02/2014,15.05,15.15,14.74,15,55427,169306,UX1 Index,Future,CBF,USD,0.05,50,1000,15000,15,15.4,1.4989579713929986,2126,,0.0004,,1
25/02/2014,14.97,15.3,14.8,14.9,57617,168519,UX1 Index,Future,CBF,USD,0.05,50,1000,14900,14.9,15.3,1.4689480362953415,2127,,0.0004,,1
26/02/2014,14.9,15.42,14.7,15.3,76928,165857,UX1 Index,Future,CBF,USD,0.05,50,1000,15300,15.3,15.65,1.4142135623740124,2128,,0.0004,,1
27/02/2014,15.25,15.56,15.05,15.1,66700,163844,UX1 Index,Future,CBF,USD,0.05,50,1000,15100,15.1,15.55,1.3799094173178859,2129,,0.0004,,1
28/02/2014,15.05,15.7,14.8,15.25,87576,156190,UX1 Index,Future,CBF,USD,0.05,50,1000,15250,15.25,15.7,1.385691764668197,2130,,0.0004,,1
03/03/2014,15.9,17.03,15.9,16.6,114997,152196,UX1 Index,Future,CBF,USD,0.05,50,1000,16600,16.6,16.65,1.392171565098662,2131,,0.0004,,1
04/03/2014,16.55,16.55,15,15.1,81113,141291,UX1 Index,Future,CBF,USD,0.05,50,1000,15100,15.1,15.6,1.3944921417261287,2132,,0.0004,,1
05/03/2014,15.1,15.4,14.95,15.15,60124,139347,UX1 Index,Future,CBF,USD,0.05,50,1000,15150,15.15,15.6,1.3991157922068502,2133,,0.0004,,1
06/03/2014,15.13,15.25,14.9,15.05,44400,129341,UX1 Index,Future,CBF,USD,0.05,50,1000,15050,15.05,15.55,1.3987345471303512,2134,,0.0004,,1
07/03/2014,15.05,15.65,14.7,15.5,77163,126093,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.5,15.85,1.3489285871890941,2135,,0.0004,,1
10/03/2014,15.6,15.95,15.15,15.3,59770,118904,UX1 Index,Future,CBF,USD,0.05,50,1000,15300,15.3,15.9,1.1397185325052839,2136,,0.0004,,1
11/03/2014,15.3,15.55,14.84,15.55,67308,107920,UX1 Index,Future,CBF,USD,0.05,50,1000,15550,15.55,16.1,0.942173904684988,2137,,0.0004,,1
12/03/2014,16.08,16.5,15.9,15.95,56363,109636,UX1 Index,Future,CBF,USD,0.05,50,1000,15950,15.3,15.95,0.556379666537204,2138,,0.0004,,1
13/03/2014,15.9,16.85,15.8,16.6,106495,120130,UX1 Index,Future,CBF,USD,0.05,50,1000,16600,16.6,16.6,0.5097957107208605,2139,,0.0004,,1
14/03/2014,16.65,17.35,16.6,17.1,114514,125272,UX1 Index,Future,CBF,USD,0.05,50,1000,17100,17.7,17.1,0.6234514148427077,2140,,0.0004,,1
17/03/2014,17.1,17.3,16.1,16.15,82934,135080,UX1 Index,Future,CBF,USD,0.05,50,1000,16150,16.15,16.15,0.6359179716515105,2141,,0.0004,,1
18/03/2014,16.14,16.38,15.5,15.6,94677,145947,UX1 Index,Future,CBF,USD,0.05,50,1000,15600,15.6,16.25,0.6372139881306506,2142,,0.0004,,1
19/03/2014,15.6,16.45,15.4,16,108685,144912,UX1 Index,Future,CBF,USD,0.05,50,1000,16000,16,16.5,0.6430720540261103,2143,,0.0004,,1
20/03/2014,15.95,16.15,15.65,15.75,61917,146311,UX1 Index,Future,CBF,USD,0.05,50,1000,15750,15.75,16.2,0.6380765366861202,2144,,0.0004,,1
21/03/2014,15.75,16,15.5,16,79845,144675,UX1 Index,Future,CBF,USD,0.05,50,1000,16000,16,16.45,0.6375277771747243,2145,,0.0004,,1
24/03/2014,15.9,16.4,15.64,15.95,71716,145600,UX1 Index,Future,CBF,USD,0.05,50,1000,15950,15.95,16.45,0.6206381124853149,2146,,0.0004,,1
25/03/2014,15.9,16.02,15.6,15.7,65883,139775,UX1 Index,Future,CBF,USD,0.05,50,1000,15700,15.7,16.25,0.5767943018696734,2147,,0.0004,,1
26/03/2014,15.69,16.2,15.5,16.05,74390,140366,UX1 Index,Future,CBF,USD,0.05,50,1000,16050,16.05,16.65,0.5818433351593181,2148,,0.0004,,1
27/03/2014,16.05,16.2,15.7,15.75,73475,135091,UX1 Index,Future,CBF,USD,0.05,50,1000,15750,15.75,16.4,0.5646311480391234,2149,,0.0004,,1
28/03/2014,15.7,15.85,15.45,15.6,66598,134003,UX1 Index,Future,CBF,USD,0.05,50,1000,15600,15.6,16.25,0.5547146413571349,2150,,0.0004,,1
31/03/2014,15.5,15.5,15,15.15,51645,126876,UX1 Index,Future,CBF,USD,0.05,50,1000,15150,15.15,15.85,0.5478214429318858,2151,,0.0004,,1
01/04/2014,15.1,15.1,14.4,14.5,49471,130337,UX1 Index,Future,CBF,USD,0.05,50,1000,14500,14.5,15.45,0.576808749358032,2152,,0.0004,,1
02/04/2014,14.5,14.75,14.4,14.6,42252,132592,UX1 Index,Future,CBF,USD,0.05,50,1000,14600,14.6,15.55,0.6114668156730307,2153,,0.0004,,1
03/04/2014,14.59,14.75,14.4,14.45,37810,131183,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,14.45,15.4,0.6481897870243367,2154,,0.0004,,1
04/04/2014,14.45,15.2,14.19,14.85,81679,128261,UX1 Index,Future,CBF,USD,0.05,50,1000,14850,14.85,15.75,0.6623820649765951,2155,,0.0004,,1
07/04/2014,14.95,15.78,14.9,15.5,76473,126471,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.5,16,0.6288746562996483,2156,,0.0004,,1
08/04/2014,15.48,15.85,15.05,15.15,65467,114179,UX1 Index,Future,CBF,USD,0.05,50,1000,15150,15.15,15.75,0.6274418963824462,2157,,0.0004,,1
09/04/2014,15.8,15.8,15.35,15.45,57130,115967,UX1 Index,Future,CBF,USD,0.05,50,1000,15450,14.5,15.45,0.6221602151664777,2158,,0.0004,,1
10/04/2014,15.44,16.3,15.35,16.25,103787,128529,UX1 Index,Future,CBF,USD,0.05,50,1000,16250,15.85,16.25,0.6266445031562856,2159,,0.0004,,1
11/04/2014,16.19,16.9,16,16.65,121190,130839,UX1 Index,Future,CBF,USD,0.05,50,1000,16650,16.85,16.65,0.6589954476342343,2160,,0.0004,,1
14/04/2014,16.7,17.1,16.35,16.65,101353,141793,UX1 Index,Future,CBF,USD,0.05,50,1000,16650,16.2,16.65,0.6828067076432639,2161,,0.0004,,1
15/04/2014,16.6,17.35,16.3,16.45,132732,149983,UX1 Index,Future,CBF,USD,0.05,50,1000,16450,15.6,16.45,0.6971549325670916,2162,,0.0004,,1
16/04/2014,16.4,16.42,15.8,15.9,92630,159762,UX1 Index,Future,CBF,USD,0.05,50,1000,15900,15.9,16.35,0.6966407491210659,2163,,0.0004,,1
17/04/2014,15.91,16,15.55,15.9,70644,159762,UX1 Index,Future,CBF,USD,0.05,50,1000,15900,15.9,16.35,0.6748641838690944,2164,,0.0004,,1
18/04/2014,15.91,16,15.55,15.6,70644,158536,UX1 Index,Future,CBF,USD,0.05,50,1000,15600,15.6,16.1,0.6110987372506275,2165,,0.0004,,1
21/04/2014,15.6,15.62,15.25,15.4,49839,156531,UX1 Index,Future,CBF,USD,0.05,50,1000,15400,15.4,16.05,0.6046210934703798,2166,,0.0004,,1
22/04/2014,15.4,15.45,15.1,15.25,52385,160465,UX1 Index,Future,CBF,USD,0.05,50,1000,15250,15.25,15.85,0.6094738167763956,2167,,0.0004,,1
23/04/2014,15.22,15.45,15.2,15.4,47213,162123,UX1 Index,Future,CBF,USD,0.05,50,1000,15400,15.4,15.8,0.6056883136861668,2168,,0.0004,,1
24/04/2014,15.35,15.68,15.12,15.5,74977,158082,UX1 Index,Future,CBF,USD,0.05,50,1000,15500,15.5,16.05,0.6051032969689235,2169,,0.0004,,1
25/04/2014,15.5,16,15.45,15.6,69367,153503,UX1 Index,Future,CBF,USD,0.05,50,1000,15600,15.6,16.2,0.5989574275377714,2170,,0.0004,,1
28/04/2014,15.6,15.85,15.15,15.2,63078,151039,UX1 Index,Future,CBF,USD,0.05,50,1000,15200,15.2,15.9,0.5979130371573034,2171,,0.0004,,1
29/04/2014,15.2,15.28,14.95,15,51409,145350,UX1 Index,Future,CBF,USD,0.05,50,1000,15000,15,15.7,0.6064376857265249,2172,,0.0004,,1
30/04/2014,15,15.2,14.85,15,52845,145255,UX1 Index,Future,CBF,USD,0.05,50,1000,15000,15,15.75,0.6039798561784591,2173,,0.0004,,1
01/05/2014,15,15.1,14.8,14.9,37418,141031,UX1 Index,Future,CBF,USD,0.05,50,1000,14900,14.9,15.75,0.6114395582034465,2174,,0.0004,,1
02/05/2014,14.85,15.05,14.5,14.9,55251,139582,UX1 Index,Future,CBF,USD,0.05,50,1000,14900,14.9,15.85,0.6195899181469667,2175,,0.0004,,1
05/05/2014,14.9,15.2,14.55,14.6,47667,139026,UX1 Index,Future,CBF,USD,0.05,50,1000,14600,14.6,15.6,0.6386052510505762,2176,,0.0004,,1
06/05/2014,14.6,14.83,14.5,14.75,50110,140257,UX1 Index,Future,CBF,USD,0.05,50,1000,14750,14.75,15.8,0.6259858890869938,2177,,0.0004,,1
07/05/2014,14.75,15,14.35,14.4,60612,135325,UX1 Index,Future,CBF,USD,0.05,50,1000,14400,14.4,15.45,0.6377499510017249,2178,,0.0004,,1
08/05/2014,14.4,14.63,14.1,14.45,59236,134254,UX1 Index,Future,CBF,USD,0.05,50,1000,14450,14.45,15.45,0.6377499510017249,2179,,0.0004,,1
09/05/2014,14.44,14.75,14,14.05,56285,130267,UX1 Index,Future,CBF,USD,0.05,50,1000,14050,14.05,15.2,0.6842453263774446,2180,,0.0004,,1
12/05/2014,15.15,15.15,14.7,14.8,54354,132633,UX1 Index,Future,CBF,USD,0.05,50,1000,14800,13.5,14.8,0.6923811570727365,2181,,0.0004,,1
13/05/2014,14.8,14.85,14.65,14.85,35513,146070,UX1 Index,Future,CBF,USD,0.05,50,1000,14850,13.5,14.85,0.6981702275730354,2182,,0.0004,,1
14/05/2014,14.82,14.95,14.65,14.75,65458,152055,UX1 Index,Future,CBF,USD,0.05,50,1000,14750,13.25,14.75,0.7065585609153165,2183,,0.0004,,1
15/05/2014,14.72,15.25,14.65,14.9,105315,160749,UX1 Index,Future,CBF,USD,0.05,50,1000,14900,13.7,14.9,0.6811020481563202,2184,,0.0004,,1
16/05/2014,14.86,15.05,14.55,14.65,62978,170217,UX1 Index,Future,CBF,USD,0.05,50,1000,14650,13.25,14.65,0.6228161847630097,2185,,0.0004,,1
19/05/2014,14.65,14.8,14.3,14.35,48391,183586,UX1 Index,Future,CBF,USD,0.05,50,1000,14350,13,14.35,0.5592554574337543,2186,,0.0004,,1
20/05/2014,14.35,14.6,14.15,14.4,99605,193330,UX1 Index,Future,CBF,USD,0.05,50,1000,14400,13.05,14.4,0.49371044145611126,2187,,0.0004,,1
21/05/2014,14.4,14.45,13.95,14.1,65569,205816,UX1 Index,Future,CBF,USD,0.05,50,1000,14100,14.1,15.05,0.4851288488667761,2188,,0.0004,,1
22/05/2014,14.1,14.15,13.9,14.05,46094,210556,UX1 Index,Future,CBF,USD,0.05,50,1000,14050,14.05,15.1,0.4683125736828827,2189,,0.0004,,1
23/05/2014,14.05,14.06,13.85,14.05,22321,210556,UX1 Index,Future,CBF,USD,0.05,50,1000,14050,14.05,15.1,0.4652687395504149,2190,,0.0004,,1
26/05/2014,14.05,14.06,13.85,13.9,22321,211130,UX1 Index,Future,CBF,USD,0.05,50,1000,13900,13.9,15.05,0.47746727636859515,2191,,0.0004,,1
27/05/2014,13.9,13.95,13.4,13.45,52064,208390,UX1 Index,Future,CBF,USD,0.05,50,1000,13450,13.45,14.65,0.5261891294989469,2192,,0.0004,,1
28/05/2014,13.45,13.7,13.35,13.45,65535,208810,UX1 Index,Future,CBF,USD,0.05,50,1000,13450,13.45,14.75,0.552697928350447,2193,,0.0004,,1
29/05/2014,13.4,13.45,13.25,13.3,45814,210115,UX1 Index,Future,CBF,USD,0.05,50,1000,13300,13.3,14.7,0.5719338539868292,2194,,0.0004,,1
30/05/2014,13.3,13.4,13.28,13.3,29255,210566,UX1 Index,Future,CBF,USD,0.05,50,1000,13300,13.3,14.8,0.5682355732172883,2195,,0.0004,,1
02/06/2014,13.3,13.5,13.15,13.2,38939,204882,UX1 Index,Future,CBF,USD,0.05,50,1000,13200,13.2,14.75,0.5886920530602259,2196,,0.0004,,1
03/06/2014,13.2,13.4,13.15,13.3,42088,201102,UX1 Index,Future,CBF,USD,0.05,50,1000,13300,13.3,14.75,0.6027229877837287,2197,,0.0004,,1
04/06/2014,13.3,13.45,13.1,13.2,46351,195440,UX1 Index,Future,CBF,USD,0.05,50,1000,13200,13.2,14.55,0.6147967143722874,2198,,0.0004,,1
05/06/2014,13.2,13.3,12.55,12.65,85473,191878,UX1 Index,Future,CBF,USD,0.05,50,1000,12650,12.65,14.05,0.6649060083974118,2199,,0.0004,,1
06/06/2014,12.65,12.7,11.95,12,83794,188962,UX1 Index,Future,CBF,USD,0.05,50,1000,12000,12,13.3,0.7605261336752365,2200,,0.0004,,1
09/06/2014,12,12.35,11.85,12.2,56812,177381,UX1 Index,Future,CBF,USD,0.05,50,1000,12200,12.2,13.45,0.8246211251253659,2201,,0.0004,,1
10/06/2014,12.2,12.4,11.95,12.05,47926,160810,UX1 Index,Future,CBF,USD,0.05,50,1000,12050,12.05,13.25,0.8782653357630864,2202,,0.0004,,1
11/06/2014,12.05,12.65,12.03,12.5,60185,153798,UX1 Index,Future,CBF,USD,0.05,50,1000,12500,12.5,13.5,0.9017483019130467,2203,,0.0004,,1
12/06/2014,13.5,14.35,13.35,14.15,95035,161881,UX1 Index,Future,CBF,USD,0.05,50,1000,14150,13.2,14.15,0.8929725639699495,2204,,0.0004,,1
13/06/2014,14.15,14.3,13.7,13.8,75114,181471,UX1 Index,Future,CBF,USD,0.05,50,1000,13800,12.95,13.8,0.8898642218543238,2205,,0.0004,,1
16/06/2014,13.85,14.12,13.65,13.8,59315,194368,UX1 Index,Future,CBF,USD,0.05,50,1000,13800,13.05,13.8,0.8581132403922046,2206,,0.0004,,1
17/06/2014,13.76,13.85,13.3,13.45,91946,203144,UX1 Index,Future,CBF,USD,0.05,50,1000,13450,12.35,13.45,0.8188762625308059,2207,,0.0004,,1
18/06/2014,13.43,13.5,12.6,12.7,99741,210842,UX1 Index,Future,CBF,USD,0.05,50,1000,12700,12.7,13.7,0.796884558768148,2208,,0.0004,,1
19/06/2014,12.65,12.8,12.45,12.8,61730,216180,UX1 Index,Future,CBF,USD,0.05,50,1000,12800,12.8,13.8,0.7498166442558634,2209,,0.0004,,1
20/06/2014,12.8,12.95,12.55,12.9,48744,211586,UX1 Index,Future,CBF,USD,0.05,50,1000,12900,12.9,13.9,0.7080018832388837,2210,,0.0004,,1
23/06/2014,12.91,12.97,12.5,12.6,59610,208365,UX1 Index,Future,CBF,USD,0.05,50,1000,12600,12.6,13.7,0.6883676343373172,2211,,0.0004,,1
